DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato
7198417,2,1,2,1,4,3,2
7198418,2,1,2,1,4,3,2
7198419,2,1,1,1,4,2,3
7198420,2,1,1,1,4,3,2
7198421,2,1,1,1,4,3,2
7198422,2,1,1,1,4,4,1
7198423,2,1,1,1,6,3,2
7198424,2,1,1,1,4,3,2
7198426,2,1,1,1,4,3,1
7198427,2,1,1,1,4,3,2
7198429,2,1,1,1,4,3,4
7198430,2,1,1,1,4,2,4
7198431,2,2,1,1,4,3,1
7198432,2,2,1,1,4,1,1
7198435,2,2,1,1,6,4,1
7198436,2,2,1,1,6,4,1
7198437,2,2,1,1,4,3,1
7198438,2,2,1,1,6,4,1
7198439,2,2,1,1,4,1,1
7198440,2,2,1,5,7,4,1
7198441,2,2,1,3,7,4,1
7198442,2,2,1,5,7,4,1
7198443,2,2,1,1,4,4,1
7198444,2,2,1,1,4,4,0
7198445,2,2,1,1,4,3,0
7198446,2,2,1,1,4,1,1
7198447,2,2,1,1,4,4,1
7198448,2,2,1,1,4,3,1
7198449,2,2,1,1,4,1,1
7198450,2,2,1,1,4,4,1
7198451,2,2,1,1,4,4,2
7198452,2,2,1,1,6,4,1
7198453,2,2,1,2,6,4,1
7198454,2,2,1,1,4,4,1
7198455,2,2,1,1,4,4,1
7198456,2,2,1,1,4,4,1
7198457,2,2,1,2,7,4,1
7198458,2,2,1,1,6,4,1
7198459,2,2,1,4,7,4,1
7198462,2,2,1,4,7,4,1
7198470,2,2,1,2,6,4,2
7198473,2,2,1,1,6,4,2
7198476,2,2,1,1,6,4,2
7198480,2,2,1,1,5,4,2
7198482,2,2,1,1,4,4,2
7198484,2,2,1,1,6,4,2
7198487,2,2,1,1,6,4,2
7198489,2,2,1,5,7,4, 
7198491,2,2,1,1,7,4,2
7198494,2,2,1,1,6,4,2
7198495,2,2,1,2,4,4,1
7198496,2,2,1,2,6,4,2
7198497,2,2,1,2,6,4,2
7198498,2,2,1,2,6,4,1
7198499,2,2,1,2,6,4,2
7198500,2,2,1,1,6,4,2
7198501,2,2,1,2,6,4,2
7198502,2,2,1,2,6,4,2
7198503,2,2,1,1,6,4,2
7198504,2,2,1,1,6,4,2
7198505,2,2,1,1,5,3,2
7198506,2,2,1,1,4,3,9
7198509,2,2,1,2,6,2,2
7198510,2,2,1,1,6,4,3
7198511,2,2,1,1,6,4,1
7198512,2,2,1,1,6,4,2
7198513,2,2,1,1,4,3,2
7198514,2,2,1,1,4,3,3
7198515,2,2,1,1,6,4,2
7198516,2,2,1,1,4,3,0
7198518,2,2,1,1,6,3,2
7198520,2,2,1,1,6,4,2
7198521,2,2,1,1,6,4,2
7198522,2,2,1,1,6,3,2
7198523,2,2,2,1,6,1,2
7198524,2,2,1,1,6,4,2
7198526,2,2,2,1,6,4,2
7198527,2,2,1,1,4,4,2
7198528,2,2,1,5,5,4,2
7198529,2,2,1,1,4,3,1
7198530,2,2,1,1,4,3,1
7198531,2,1,2,1,4,1,3
7198532,2,1,1,1,6,4,2
7198533,2,1,1,1,6,4,2
7198534,2,1,1,2,4,2,2
7198535,2,1,1,1,4,3,2
7198536,2,1,1,1,4,3,2
7198537,2,1,1,1,4,3,2
7198538,2,1,1,1,4,3,2
7198539,2,1,2,2,4,4,2
7198540,2,1,1,1,4,3,2
7198541,2,1,1,1,4,1,2
7198542,2,1,1,1,4,3,2
7198543,2,1,1,1,2,3,2
7198544,2,1,1,2,4,2,2
7198545,2,1,1,1,5,3,2
7198546,2,1,1,1,4,1,2
7198547,2,1,1,1,6,4,2
7198548,2,1,1,1,6,4,2
7198549,2,1,1,1,4,3,2
7198550,2,1,1,1,6,1,2
7198551,2,1,1,1,6,4,2
7198552,2,1,1,1,5,3,2
7198553,2,1,1,1,6,3,2
7198554,2,1,1,1,4,4,2
7198555,2,1,1,7,5,4,2
7198556,2,1,1,1,4,3,2
7198557,2,1,1,1,6,4,2
7198558,2,1,1,1,4,3,2
7198559,2,1,1,1,6,4,2
7198560,2,1,1,1,4,3,2
7198561,2,1,1,1,4,3,2
7198562,2,1,1,2,4,3,1
7198563,2,1,1,1,4,4,2
7198565,2,1,1,1,6,4,2
7198566,7,1,2,1,4,1,1
7198567,7,1,2,1,4,1,1
7198568,7,1,1,1,4,1,2
7198569,7,1,1,1,2,1,3
7198570,7,1,1,1,4,1,3
7198571,7,1,1,1,4,1,3
7198572,7,1,1,1,4,4,3
7198573,7,1,1,1,4,2,3
7198574,7,1,2,1,4,2,3
7198575,7,1,2,1,4,2,3
7198576,7,1,2,1,6,1,2
7198578,7,1,2,1,6,3,1
7198579,4,1,1,1,4,2,5
7198581,4,1,1,1,4,2,2
7198582,4,1,1,1,4,3,1
7198583,4,1,1,1,4,1,1
7198584,4,1,1,1,4,3,1
7198585,4,1,1,1,4,3,1
7198586,4,1,1,1,4,1,2
7198587,4,1,1,1,4,2,2
7198588,4,1,1,1,4,2,2
7198589,4,1,1,1,4,2,1
7198590,4,1,1,1,4,2,1
7198591,4,1,1,1,4,2,5
7198592,4,1,1,1,4,2,2
7198593,4,1,1,1,6,2,2
7198594,4,1,1,1,6,3,1
7198597,3,1,1,1,4,3,2
7198599,3,1,2,1,4,4,1
7198600,3,1,1,3,6,3,2
7198601,3,1,2,1,4,3,4
7198604,3,1,1,1,4,3,3
7198605,3,2,1,1,6,3,9
7198606,3,2,1,1,4,3,2
7198607,3,2,1,1,6,3,2
7198608,3,2,1,1,4,3,2
7198609,3,2,1,1,4,4,4
7198610,3,2,1,1,4,3,1
7198611,3,2,1,3,5,2,2
7198612,3,2,1,1,4,3,1
7198613,3,2,3,1,4,3,1
7198614,3,2,1,7,4,2,1
7198615,3,2,1,3,6,3,1
7198616,3,2,1,1,4,2,2
7198617,3,2,1,6,4,3,1
7198618,3,2,1,1,6,3,1
7198619,3,2,1,3,5,4,2
7198620,3,2,1,1,6,3,2
7198623,3,1,1,1,6,4,2
7198624,3,1,1,1,6,4,2
7198625,3,1,2,1,4,1,2
7198626,3,1,2,1,4,1,2
7198627,3,1,2,1,4,1,2
7198628,3,1,2,1,4,1,2
7198629,3,1,2,1,4,3,2
7198630,3,1,1,1,6,4,2
7198631,3,1,1,1,6,4,2
7198632,3,2,1,1,7,4,2
7198633,3,2,1,1,7,4,2
7198634,3,2,1,1,6,4, 
7198635,3,2,1,1,6,4,2
7198636,3,2,1,5,7,4, 
7198637,3,2,1,1,6,4,1
7198638,3,2,1,3,6,4,2
7198639,3,2,1,3,6,4,2
7198640,3,2,1,1,6,4,2
7198641,3,2,1,3,6,4,2
7198642,3,2,1,3,6,4,2
7198643,3,2,1,3,6,4,2
7198645,3,1,1,1,6,3,2
7198646,3,1,1,1,4,3,2
7198648,3,1,1,1,4,3,2
7198649,3,1,1,1,6,3,2
7198650,3,1,1,1,4,3,2
7198651,3,1,1,1,4,3,2
7198652,3,1,1,1,4,3,2
7198653,3,1,1,1,4,3,2
7198654,3,1,2,1,4,4,2
7198655,3,1,2,1,6,4,2
7198656,3,1,1,1,6,3,1
7198657,3,1,1,1,4,4,2
7198658,3,1,2,1,4,4,2
7198659,3,1,1,1,4,1,2
7198664,3,1,2,1,4,3,3
7198665,3,1,2,1,4,3,1
7198666,3,1,1,1,6,7,1
7198667,3,1,2,1,4,3,3
7198668,3,1,1,1,4,3,4
7198669,3,1,1,1,4,3,4
7198670,3,1,1,1,4,1,4
7198671,3,1,2,1,4,3,3
7198673,3,2,1,1,6,3,2
7198674,3,2,1,3,4,2,2
7198675,3,2,1,1,4,1,2
7198676,3,2,1,2,6,2,1
7198677,3,2,1,1,4,2,2
7198678,3,2,1,3,6,2,2
7198679,3,2,1,1,4,1,2
7198680,3,2,2,3,5,2,2
7198681,3,2,1,2,4,2,2
7198682,3,2,1,1,4,3,2
7198683,3,2,1,1,4,2,2
7198684,3,2,2,1,4,3,2
7198685,3,2,1,1,4,2,2
7198687,3,2,2,4,5,2,1
7198690,3,2,1,1,6,4,1
7198691,3,2,1,1,6,3,2
7198692,3,2,1,5,6,4,1
7198693,3,2,1,1,6,4,1
7198694,3,2,1,1,6,4,1
7198695,3,2,1,1,6,4,1
7198696,3,2,1,1,6,4,1
7198697,3,2,1,1,6,3,2
7198698,3,2,1,1,6,4,2
7198699,3,2,1,1,6,4,1
7198700,3,2,1,1,6,4,1
7198701,3,1,1,5,7,4,1
7198702,3,1,1,1,6,4,1
7198703,3,1,2,1,4,3,2
7198704,3,1,1,1,4,3,1
7198705,3,1,1,1,4,3,1
7198706,3,1,1,1,6,3,2
7198708,3,1,1,1,6,4,1
7198710,3,1,2,1,4,4,1
7198711,3,2,1,1,6,3,1
7198712,3,2,1,3,6,2,1
7198713,3,2,1,1,6,3,1
7198714,3,2,1,1,6,4,1
7198715,3,2,1,1,6,3,1
7198716,3,2,1,1,6,3,1
7198717,3,2,1,1,6,3,1
7198718,3,2,1,5,6,2,1
7198719,3,2,1,1,6,3,1
7198720,3,2,1,1,6,3,1
7198721,3,2,1,1,4,3,1
7198722,3,2,1,1,4,3,1
7198723,3,2,3,3,6,3,1
7198724,3,2,1,1,6,3,1
7198725,3,2,1,1,4,3,1
7198726,3,2,1,1,6,3,1
7198727,3,2,1,1,6,3,1
7198728,3,2,1,1,6,3,1
7198729,3,2,3,1,6,2,1
7198730,3,2,1,1,6,3,1
7198731,3,2,1,1,4,3,1
7198732,3,2,1,3,6,4,1
7198733,3,2,1,1,4,3,1
7198734,3,2,1,1,4,3,1
7198735,3,2,1,3,5,3,1
7198736,3,2,1,5,5,7,1
7198737,3,2,1,1,6,3,1
7198738,3,2,1,7,5,4,1
7198739,3,2,1,1,4,3,1
7198740,3,2,1,1,4,4,1
7198741,3,2,1,3,6,3,1
7198742,3,2,1,3,5,3,1
7198743,3,2,1,7,5,4,1
7198744,3,2,1,1,5,3,1
7198745,3,2,1,1,4,4,1
7198746,3,2,1,1,4,3,1
7198747,3,2,1,3,4,3,1
7198748,3,2,1,3,6,4,2
7198749,3,2,1,1,4,3,2
7198750,3,2,1,1,6,3,1
7198751,3,2,1,3,6,4,2
7198752,3,2,1,1,6,3,2
7198754,3,2,1,3,5,3,2
7198755,3,2,1,3,4,3,1
7198757,3,2,1,3,5,4,2
7198758,3,2,1,1,6,3,2
7198759,3,1,2,1,4,3,1
7198761,3,1,1,1,6,4,1
7198763,3,1,1,1,4,3,3
7198765,3,1,1,1,4,3,1
7198766,3,1,2,1,4,1,6
7198767,3,1,2,1,4,1,2
7198768,3,1,1,1,4,3,1
7198770,3,1,2,1,4,1,4
7198772,3,1,1,1,4,3,3
7198773,3,1,1,1,4,3,3
7198774,3,1,1,1,4,3,3
7198775,3,1,1,1,4,1,3
7198777,3,1,1,1,5,2,2
7198778,3,2,1,3,2,4,2
7198779,3,2,1,1,4,1,2
7198780,3,1,2,1,5,3,3
7198781,3,2,1,5,6,2,2
7198782,3,2,1,7,6,4,2
7198783,3,2,1,5,6,4,2
7198784,3,2,1,1,6,4,2
7198785,3,2,2,5,5,4,2
7198787,3,2,1,1,6,2,1
7198788,3,2,1,1,3,3,6
7198789,3,2,1,1,4,2,9
7198790,3,1,1,1,6,3,3
7198791,3,1,1,3,5,2,2
7198798,3,2,1,1,4,2,9
7198800,3,2,1,5,5,4,1
7198802,3,2,1,3,5,2,2
7198803,3,2,1,1,4,4,1
7198804,3,2,1,1,4,4,2
7198805,3,2,1,1,4,4,1
7198806,3,2,1,1,6,4,1
7198808,3,2,1,1,6,3,1
7198809,3,2,1,1,6,3,2
7198810,3,2,1,4,6,2,2
7198811,6,1,2,1,4,1,2
7198812,6,1,2,1,4,1,2
7198813,6,1,2,1,6,1,1
7198814,6,1,2,1,4,1,1
7198815,6,1,2,1,6,3,1
7198816,6,1,2,1,4,1,1
7198817,6,2,1,1,6,1,2
7198820,6,2,1,1,4,2,2
7198821,6,2,1,1,4,4,2
7198822,6,2,1,1,6,4,1
7198824,6,2,1,1,6,2,2
7198825,6,2,1,1,6,4,2
7198827,6,2,1,1,4,2,2
7198828,6,2,1,1,4,1,2
7198829,6,2,1,1,4,1,2
7198830,6,2,1,1,4,3,2
7198836,9,1,1,1,6,4,2
7198837,9,1,1,1,6,4,1
7198838,9,1,1,5,6,4,1
7198842,9,1,1,5,6,4,1
7198843,9,1,1,5,6,4, 
7198844,9,1,2,1,6,4,1
7198845,9,1,2,1,6,4,1
7198846,9,1,1,1,3,3,1
7198847,9,1,1,1,6,4,1
7198848,9,1,1,1,6,4,2
7198849,9,1,1,5,6,6, 
7198850,9,1,1,1,7,4, 
7198851,9,1,1,8,7,4, 
7198852,9,1,1,8,7,4,1
7198853,9,1,1,5,5,4, 
7198854,9,1,2,1,4,1,2
7198855,9,1,1,1,4,4,2
7198856,9,1,1,5,7,4, 
7198857,9,1,1,8,7,4,1
7198858,9,1,4,3,7,6,1
7198859,9,1,1,5,6,4,1
7198860,9,1,1,8,7,4, 
7198861,9,1,1,5,6,4, 
7198862,9,1,1,5,7,4,1
7198863,9,1,1,5,7,4,1
7198864,9,1,1,5,6,4,1
7198865,9,1,1,8,7,4, 
7198866,9,1,1,5,7,4, 
7198867,9,1,1,5,7,4,1
7198868,9,1,1,5,7,4,1
7198872,9,1,1,1,4,4,1
7198874,9,1,1,5,6,4,1
7198875,9,1,1,5,7,4,1
7198878,9,1,1,5,4,4,1
7198880,9,1,1,1,4,4,1
7198881,9,1,1,1,4,4,1
7198882,9,1,1,5,5,4,1
7198883,9,1,1,5,4,4,1
7198884,9,1,1,5,5,4,1
7198885,9,1,1,1,4,4,1
7198886,9,1,1,1,4,3,1
7198887,9,1,1,5,5,4,1
7198888,9,1,1,1,4,3,1
7198889,9,1,3,1,6,4,1
7198890,9,1,1,1,6,3,1
7198892,9,1,1,1,4,3,1
7198893,9,1,1,5,6,4,1
7198894,9,1,1,1,6,4,1
7198895,9,1,1,5,5,4,1
7198896,9,1,1,1,4,1,1
7198897,9,1,1,1,4,4,1
7198898,9,1,1,1,6,4,1
7198900,9,1,1,1,6,4,1
7198901,9,1,1,1,6,3,1
7198902,9,1,1,1,6,4,1
7198903,9,1,1,1,6,4,1
7198904,9,2,1,5,6,4,1
7198905,9,2,1,1,6,4,1
7198906,9,2,1,1,6,1,1
7198907,9,2,1,5,6,4,1
7198909,9,2,1,1,4,4,1
7198910,9,2,1,5,5,4,1
7198913,9,2,1,5,6,4, 
7198914,9,2,1,5,6,4,1
7198915,9,2,1,5,6,4,1
7198916,9,2,1,5,6,4,1
7198917,9,2,1,5,6,4,1
7198918,9,2,1,5,5,4,1
7198919,9,2,1,1,6,4,1
7198920,9,2,1,1,6,3,1
7198921,9,2,1,1,6,4,1
7198922,9,2,1,1,6,3,1
7198923,9,2,1,5,6,4,1
7198924,9,2,1,1,6,4,1
7198925,9,2,1,1,6,4,1
7198926,9,2,1,5,6,3, 
7198927,9,2,1,1,6,4,1
7198929,9,2,1,5,5,4,8
7198930,9,2,1,5,5,4, 
7198932,9,2,1,5,5,4, 
7198933,9,2,1,5,5,4,8
7198934,9,2,1,5,5,4, 
7198935,9,2,1,5,6,4, 
7198936,9,2,1,5,5,6, 
7198937,9,2,1,5,5,4, 
7198938,9,1,1,5,5,4,1
7198939,9,1,1,5,7,4,1
7198940,9,1,1,5,5,4, 
7198941,9,1,1,1,6,4,1
7198942,9,1,1,5,5,4,1
7198943,9,1,1,5,5,4,1
7198944,9,1,1,5,5,4,1
7198945,9,1,1,1,6,4,1
7198946,9,1,1,1,6,4,1
7198947,9,1,1,5,5,4, 
7198948,9,1,1,5,5,4,1
7198949,9,1,1,5,4,4,1
7198950,9,1,2,1,4,3,2
7198952,9,1,1,1,6,3,2
7198953,9,1,2,1,4,3,2
7198955,9,1,3,1,4,4,2
7198956,9,1,2,1,4,1,2
7198957,9,1,2,1,4,3,2
7198958,9,1,2,1,4,1,2
7198959,9,1,2,1,4,1,2
7198960,9,1,1,1,4,3,1
7198961,9,2,1,5,6,4,8
7198962,9,2,1,5,6,4,8
7198963,9,2,1,1,6,4,8
7198964,9,2,1,5,6,4,8
7198965,9,2,1,5,6,4,8
7198966,9,2,1,5,6,4,8
7198967,9,2,1,5,7,4,8
7198968,9,2,1,1,6,4,8
7198969,9,2,1,1,6,4,8
7198970,9,2,3,5,6,4,8
7198971,9,2,1,5,6,4,8
7198972,9,2,1,5,7,4,0
7198973,9,2,1,1,6,4, 
7198974,9,2,1,5,6,4,0
7198975,9,2,1,1,6,4,0
7198976,9,2,1,1,6,4,8
7198977,9,2,1,1,6,4,8
7198978,9,2,3,1,6,4,8
7198979,9,2,1,1,6,4,8
7198980,9,2,4,7,7,6, 
7198981,9,2,4,7,7,6, 
7198982,9,2,4,7,7,6, 
7198983,9,2,4,7,7,6, 
7198984,9,2,4,7,7,6, 
7198985,9,2,4,7,7,6, 
7198986,9,2,4,7,7,6, 
7198987,9,2,4,7,7,6, 
7198988,9,2,4,8,7,4, 
7198989,9,2,4,7,7,6, 
7198990,9,2,4,7,7,6, 
7198991,9,2,4,7,7,6, 
7198992,9,2,4,7,7,6, 
7198993,9,2,4,5,7,4, 
7198994,9,2,4,7,7,6, 
7198995,9,2,4,8,7,4, 
7198996,9,2,4,7,7,6, 
7198997,9,2,4,7,7,6, 
7198998,9,2,4,7,7,6, 
7198999,9,2,4,7,7,6, 
7199001,9,2,4,7,7,6, 
7199002,9,2,4,7,7,6, 
7199003,9,2,4,7,7,6, 
7199004,9,2,4,8,7,6, 
7199005,9,2,4,7,7,6, 
7199006,9,2,4,8,7,7, 
7199007,9,2,4,7,7,6, 
7199008,9,2,4,7,7,6, 
7199009,9,2,4,7,7,6, 
7199010,9,2,4,8,7,7, 
7199011,9,2,4,5,7,4, 
7199012,9,2,4,8,7,4, 
7199013,9,2,4,8,7,4, 
7199014,9,2,4,8,7,4, 
7199015,9,2,4,8,7,7, 
7199016,9,2,4,8,7,4, 
7199018,9,2,4,8,7,7, 
7199019,9,2,4,8,7,6, 
7199020,9,2,4,7,7,6, 
7199021,9,2,4,5,7,6, 
7199022,9,2,4,7,7,6, 
7199023,9,2,4,7,7,4, 
7199024,9,2,4,8,7,6, 
7199025,9,2,4,5,7,6, 
7199026,9,2,4,8,7,6, 
7199028,9,1,1,1,6,4,1
7199030,9,1,1,1,6,4,9
7199032,9,1,1,1,6,4,1
7199033,9,1,1,1,6,4,1
7199035,9,1,3,1,6,4,1
7199036,9,1,1,1,7,4,1
7199037,9,1,1,1,6,4,9
7199038,9,1,1,1,6,4,9
7199039,9,1,1,1,6,4,9
7199041,9,1,1,1,6,4,1
7199042,9,1,3,1,6,4,1
7199043,9,1,1,1,6,4,1
7199044,9,2,1,5,7,4,0
7199045,9,2,1,1,6,4, 
7199046,9,2,1,5,6,4,8
7199047,9,2,1,1,6,4,8
7199048,9,2,1,5,6,4, 
7199049,9,2,1,1,6,4,8
7199050,9,2,1,5,7,4, 
7199051,9,2,1,5,7,4,0
7199053,1,2,1,1,6,3,1
7199054,1,2,3,1,6,3,1
7199056,1,2,1,1,4,3,1
7199058,1,2,1,1,4,3,1
7199059,1,2,1,1,4,3,1
7199061,1,2,1,1,4,3,1
7199062,1,2,1,1,6,3,1
7199063,1,2,1,1,6,3,1
7199064,1,2,1,1,4,3,1
7199065,1,2,2,1,6,3,1
7199066,1,2,3,1,6,3,1
7199067,1,2,3,1,4,3,1
7199068,1,2,3,4,6,3,1
7199069,1,2,1,1,6,3,1
7199070,1,2,1,1,6,3,1
7199071,1,2,1,1,6,3,1
7199072,1,2,1,1,4,3,1
7199073,1,2,1,1,6,3,1
7199074,1,2,1,1,6,3,1
7199075,1,2,1,1,6,3,1
7199076,1,2,1,1,6,3,1
7199077,1,2,1,1,6,3,1
7199078,1,2,1,1,4,3,1
7199079,1,2,1,1,4,3,1
7199081,1,2,1,1,6,3,1
7199082,1,2,1,1,6,3,1
7199083,1,2,1,1,6,3,1
7199084,1,2,1,1,6,3,1
7199086,1,2,1,1,4,3,1
7199087,1,2,1,1,4,3,1
7199088,1,2,1,1,6,3,1
7199089,1,2,1,1,6,3,1
7199090,1,2,1,1,6,3,1
7199091,1,2,1,1,6,3,1
7199092,1,2,1,1,6,3,1
7199093,1,2,1,1,6,3,1
7199094,1,2,2,1,6,3,1
7199095,1,2,1,1,6,3,1
7199096,1,2,1,1,6,3,1
7199097,1,2,1,1,6,3,1
7199098,1,2,1,1,4,3,1
7199100,1,2,1,1,4,3,1
7199101,1,2,2,1,4,3,1
7199102,1,2,1,1,6,3,1
7199103,1,2,1,1,6,3,1
7199104,1,2,1,1,6,3,1
7199105,1,2,1,1,6,3,1
7199107,1,2,1,1,4,3,2
7199108,1,2,1,1,6,3,1
7199109,1,2,1,1,4,3,1
7199110,1,2,1,1,6,3,1
7199111,1,2,1,1,6,3,1
7199112,1,2,1,1,6,3,1
7199113,1,2,1,1,4,3,1
7199114,1,2,1,1,4,3,1
7199115,1,2,1,1,6,3,1
7199116,1,2,1,1,4,1,0
7199117,1,2,1,1,6,3,0
7199118,1,2,1,1,6,3,4
7199119,1,2,1,1,6,3,4
7199120,1,2,1,1,6,3,4
7199121,1,2,1,1,4,3,3
7199122,1,2,2,5,6,3,1
7199123,1,2,1,1,4,3,3
7199124,1,2,1,1,6,3,4
7199125,1,2,1,1,4,3,3
7199127,1,2,1,1,6,3,4
7199128,1,2,1,1,4,3,4
7199129,1,2,1,1,4,3,4
7199134,1,2,2,1,6,3,2
7199135,1,2,1,1,6,3,3
7199136,1,2,1,1,6,3,2
7199137,1,2,1,1,6,3,2
7199140,1,2,1,1,6,3,3
7199142,1,2,1,1,6,3,3
7199143,1,2,1,1,4,3,2
7199145,1,2,1,1,6,3,1
7199146,1,2,1,1,4,6,4
7199147,1,2,1,1,6,3,1
7199149,1,2,1,1,6,3,4
7199150,1,2,3,1,6,3,3
7199151,1,2,1,1,4,1,2
7199152,1,2,1,1,6,3,3
7199153,1,2,1,1,4,1,2
7199154,1,2,1,1,4,3,4
7199155,1,2,3,1,4,3,3
7199156,1,2,1,8,7,4,0
7199158,1,2,3,1,6,3,3
7199159,1,2,1,1,4,3,4
7199175,1,2,1,5,5,5,8
7199176,1,2,1,1,4,3,8
7199177,1,2,1,5,6,3,8
7199179,1,2,1,1,6,3,8
7199180,1,2,1,5,6,7,8
7199181,1,2,2,1,4,3,8
7199182,1,2,1,1,6,3,8
7199183,1,2,1,1,4,3,8
7199184,1,2,2,5,5,4,8
7199185,1,2,2,1,6,3,8
7199186,1,2,2,5,6,6,8
7199187,1,2,1,5,7,4,1
7199190,1,1,1,1,6,3,1
7199191,1,1,1,1,6,4,1
7199192,1,1,1,5,6,4,1
7199194,1,1,1,1,7,4,1
7199195,1,1,1,4,7,4,1
7199196,1,1,1,5,6,4,1
7199197,1,1,1,5,7,4,1
7199198,1,1,1,5,7,4,1
7199199,1,1,1,5,7,4,1
7199202,1,1,2,1,4,1,3
7199204,1,1,1,1,6,4,1
7199205,1,1,1,1,6,4,1
7199208,1,1,1,1,6,4,2
7199209,1,1,1,1,6,4,3
7199212,1,1,2,1,6,4,1
7199213,1,1,1,1,6,1,3
7199214,1,1,1,1,6,4,1
7199215,1,1,1,1,6,4,1
7199216,1,1,1,1,6,4,3
7199217,1,2,1,1,6,4,1
7199220,1,2,1,5,7,4,1
7199221,1,2,1,5,7,4,1
7199222,1,2,1,5,7,4,0
7199224,1,2,1,5,7,6,1
7199225,1,2,1,5,6,4,1
7199226,1,2,1,1,6,4,1
7199227,1,2,1,5,7,4,1
7199228,1,2,1,5,7,4,1
7199229,1,2,1,5,7,4,1
7199230,1,2,1,5,7,6,1
7199231,1,2,1,1,6,4,1
7199232,1,2,1,5,7,4,1
7199233,1,2,1,5,7,4,1
7199234,1,2,1,5,7,4,1
7199236,1,1,1,1,6,4,1
7199237,1,1,1,1,6,4,1
7199239,1,1,1,5,7,4,0
7199240,1,1,1,1,6,4,1
7199241,1,1,1,1,4,4,1
7199243,1,1,1,1,6,4,1
7199246,1,2,4,4,7,6,9
7199247,1,2,4,4,7,6,0
7199248,1,2,4,4,7,6,0
7199249,1,2,4,4,7,6,0
7199250,1,2,4,4,7,6,9
7199251,1,2,4,4,7,6,0
7199252,1,2,4,4,7,6,9
7199253,1,2,4,4,7,6,0
7199254,1,2,4,4,7,6,9
7199255,1,2,4,4,7,6,9
7199256,1,2,3,1,6,4,9
7199257,1,2,3,1,6,3,2
7199258,1,2,4,4,7,6,9
7199259,1,2,2,1,6,3,0
7199260,1,2,4,4,7,4,0
7199261,1,2,3,1,6,4,9
7199262,1,2,4,4,7,4,0
7199263,1,2,3,1,7,4,9
7199264,1,2,1,1,6,3,2
7199265,1,2,4,4,7,4,9
7199266,1,2,1,1,6,4,1
7199267,1,2,4,4,7,6,9
7199268,1,2,2,1,4,4,1
7199269,1,2,1,5,6,4,1
7199270,1,2,1,1,6,4,9
7199271,1,2,1,1,6,3,9
7199272,1,2,1,1,6,4,1
7199273,1,2,2,1,6,4,1
7199274,1,2,1,1,6,4,9
7199275,1,2,1,1,6,3,1
7199277,1,2,1,1,7,3,8
7199278,1,2,1,1,6,4,1
7199279,1,2,1,3,7,4, 
7199280,1,2,1,3,7,4, 
7199281,1,2,1,5,7,4,0
7199282,1,2,1,3,7,4,8
7199283,1,2,1,3,7,4, 
7199284,1,2,1,5,6,4,9
7199285,1,2,1,1,6,4,1
7199286,1,2,1,5,7,4,8
7199287,1,2,1,1,6,4,9
7199288,1,2,1,5,7,4, 
7199289,1,2,1,1,6,4,1
7199290,1,2,1,3,7,4,8
7199291,1,2,1,5,7,4, 
7199292,1,2,1,5,7,4, 
7199293,1,2,1,1,7,3,1
7199294,1,2,1,1,7,3,1
7199295,1,2,1,1,6,4,1
7199296,1,2,1,1,7,3,1
7199297,1,2,1,5,4,4,1
7199298,1,2,1,1,6,3,1
7199299,1,2,1,5,6,4,1
7199300,1,2,1,1,7,4,1
7199301,1,2,1,1,7,4,1
7199302,1,2,1,5,6,4,1
7199303,1,2,1,1,6,4,1
7199304,1,2,1,1,6,4,1
7199305,1,1,1,5,7,4,0
7199306,1,1,1,1,7,4,1
7199307,1,1,1,1,7,4,0
7199308,1,1,1,1,6,3,0
7199309,1,1,1,1,7,3,1
7199310,1,1,1,1,7,4,1
7199312,1,1,1,1,4,3,0
7199313,1,1,1,1,7,4,0
7199314,1,1,1,5,6,4,1
7199315,1,1,1,1,6,3,1
7199316,1,1,1,1,6,3,0
7199317,1,1,1,1,6,3,0
7199318,1,1,1,5,7,4,0
7199319,1,1,1,5,7,4,0
7199321,3,1,1,1,4,4,2
7199322,3,1,1,5,7,4,1
7199324,3,1,2,5,6,4,1
7199327,3,1,1,1,6,4,1
7199328,3,1,2,1,6,4,1
7199329,3,1,2,5,6,4,1
7199330,3,1,1,5,6,4,1
7199331,3,1,1,1,4,4,1
7199333,3,1,1,1,6,4,1
7199334,3,1,1,1,4,4,1
7199335,3,1,1,5,6,4,1
7199337,3,1,1,5,5,4,1
7199338,3,2,1,5,5,4,8
7199339,3,2,2,5,5,4,8
7199340,3,2,1,5,7,4,8
7199341,3,2,1,1,6,4,0
7199342,3,2,1,1,6,4,8
7199343,3,2,1,1,6,4,8
7199344,3,2,1,5,5,4,8
7199345,3,2,1,5,6,4,8
7199346,3,2,1,5,7,4,8
7199347,3,2,1,5,6,4, 
7199348,3,2,1,5,6,4,8
7199349,3,2,1,5,5,4, 
7199350,3,2,1,1,6,4,0
7199351,3,2,1,5,6,4,1
7199352,3,2,1,5,6,4,1
7199353,3,2,1,5,6,4,1
7199354,3,2,1,1,6,4,1
7199356,3,2,1,5,6,4,1
7199357,3,2,1,5,6,4,1
7199358,3,2,1,8,7,4, 
7199360,3,2,1,5,6,4,0
7199361,3,2,1,8,7,4,8
