DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato
7138758,2,1,2,1,4,1,2
7138759,2,1,1,1,4,3,2
7138760,2,1,1,1,4,3,2
7138761,2,1,2,1,4,1,2
7138762,2,1,1,2,6,2,2
7138763,2,1,2,1,4,1,2
7138764,2,1,1,1,4,2,2
7138765,2,1,2,1,4,1,2
7138766,2,1,1,1,6,5,2
7138767,2,1,2,1,4,1,2
7138768,2,1,2,1,4,1,2
7138769,2,1,2,1,4,3,2
7138770,2,1,1,1,4,1,2
7138771,2,1,1,1,4,1,2
7138772,2,1,1,1,4,3,2
7138773,2,1,2,1,4,1,2
7138774,2,1,1,1,4,1,2
7138776,2,1,1,1,4,1,2
7138777,2,1,1,1,4,1,3
7138778,2,2,1,1,4,3,1
7138779,2,2,1,1,4,3,1
7138780,2,2,1,1,6,4,2
7138781,2,2,1,1,6,3,1
7138783,2,2,1,1,6,3,1
7138784,2,2,1,2,7,2,2
7138785,2,2,1,2,7,2,2
7138786,2,2,1,1,4,3,2
7138787,2,2,1,1,6,4,2
7138788,2,2,1,1,6,3,2
7138789,2,2,1,1,4,3,2
7138790,2,2,1,1,4,3,2
7138791,2,2,1,1,4,4,2
7138792,2,2,1,1,4,3,2
7138793,2,2,1,1,4,1,2
7138794,2,1,1,1,4,1,2
7138796,2,2,1,1,6,4,2
7138797,2,2,1,1,6,3,2
7138798,2,2,1,3,6,2, 
7138800,2,2,1,1,6,3,2
7138802,2,2,1,1,6,4,2
7138803,2,2,1,1,4,2,2
7138804,2,2,1,1,6,3,2
7138808,2,1,1,1,4,2,2
7138813,2,2,1,2,4,2,2
7138814,2,2,1,1,4,2,1
7138816,2,2,1,1,6,2,2
7138817,2,2,1,1,4,1,2
7138818,2,2,1,1,4,3,1
7138819,2,2,1,1,4,5,2
7138820,2,2,1,1,6,2,2
7138821,2,2,1,1,4,2,1
7138822,2,2,1,2,4,2,2
7138823,2,2,1,6,6,3, 
7138824,2,1,1,1,4,1,2
7138825,2,1,1,1,4,3,2
7138827,2,1,1,1,4,3,2
7138828,2,1,1,1,4,3,2
7138829,2,1,1,1,4,3,2
7138830,2,2,1,1,4,2,3
7138831,2,2,2,1,4,3,2
7138832,2,2,1,1,4,3,3
7138833,2,2,1,1,4,2,2
7138835,2,2,1,2,6,3,2
7138836,2,1,1,1,4,3,2
7138837,2,1,1,1,4,1,2
7138839,2,1,1,1,4,1,3
7138843,2,1,1,1,4,3,2
7138844,2,1,1,1,6,1,2
7138846,2,1,1,1,4,2,2
7138853,2,1,1,1,6,4,2
7138855,2,1,1,1,6,2,2
7138856,2,2,1,2,6,4,1
7138858,2,1,1,1,4,4,2
7138859,2,1,1,1,6,2,2
7138861,2,2,1,1,7,4,2
7138862,2,2,1,1,6,2,2
7138866,2,1,1,1,6,4,2
7138868,2,1,1,1,4,4,2
7138870,2,2,1,1,4,1,1
7138871,2,1,1,1,6,2,2
7138873,2,1,1,2,4,4,2
7138874,2,1,1,2,4,2,2
7138875,2,1,1,2,7,2, 
7138876,2,1,1,1,6,2,2
7138877,2,1,2,1,4,3,2
7138878,2,1,1,1,4,1,2
7138879,2,2,1,1,4,3,2
7138881,2,2,1,1,6,3,2
7138882,2,2,1,2,7,4,1
7138884,2,2,1,1,6,4,1
7138885,2,2,1,1,4,2,2
7138888,2,1,1,2,6,2,1
7138889,2,1,1,1,4,4,2
7138892,2,2,1,2,6,4,2
7138893,2,2,1,1,4,4,2
7138895,2,2,1,2,7,2,2
7138897,2,2,1,2,5,2,2
7138898,2,2,1,2,6,2,2
7138899,2,1,1,2,4,2,2
7138900,2,1,1,1,4,1,2
7138901,2,1,1,1,6,3,2
7138902,2,1,1,2,4,2,2
7138903,2,1,2,1,4,3,2
7138904,2,1,1,1,6,2,2
7138905,2,1,1,1,4,3,2
7138906,2,1,1,1,4,5,2
7138907,2,1,1,2,4,2,2
7138908,2,1,1,2,4,2,2
7138910,2,1,1,1,4,1,2
7138912,2,2,1,1,4,3,1
7138915,2,1,2,1,4,3,2
7138916,2,1,1,2,5,3,2
7138917,2,1,2,2,4,2,2
7138918,2,2,1,2,6,3,2
7138919,2,2,1,6,6,3,1
7138920,2,2,1,5,5,3,1
7138922,2,2,1,2,5,2,2
7138924,2,2,1,1,6,3,1
7138927,2,1,2,1,4,3,2
7138928,2,2,1,1,6,3,2
7138929,2,2,1,1,4,3,2
7138930,2,2,1,1,4,3,2
7138931,2,2,1,2,6,2,2
7138932,2,2,1,1,4,5,2
7138933,2,2,1,1,6,5,2
7138934,2,1,1,2,6,2,2
7138935,2,1,2,1,6,2,2
7138936,2,1,1,1,4,2,2
7138937,2,2,1,1,6,3,2
7138939,2,2,1,1,6,3,2
7138940,2,2,1,1,6,3,2
7138941,2,2,1,1,6,2,1
7138942,2,2,1,1,6,3,2
7138943,2,2,1,1,6,3,2
7138945,2,1,2,1,4,1,2
7138947,2,1,1,1,4,1,2
7138948,2,1,1,1,4,1,2
7138950,2,1,2,1,4,1,2
7138951,2,1,1,1,4,4,2
7138952,2,1,1,1,6,2,2
7138953,2,1,2,1,4,1,2
7138954,2,1,1,1,4,2,2
7138955,2,1,1,1,4,1,3
7138956,2,1,1,1,4,2,2
7138957,2,1,2,1,4,1,2
7138958,2,1,1,1,7,3, 
7138959,2,1,1,1,6,3,2
7138960,2,1,1,1,4,1,2
7138961,2,1,1,1,4,2,2
7138962,2,1,3,1,4,1,2
7138963,2,1,1,1,4,2,2
7138964,2,1,1,1,4,2,2
7138966,2,1,1,1,4,3,2
7138967,2,1,1,1,4,3,2
7138968,2,1,1,1,4,3,2
7138969,2,1,1,1,4,2,3
7138970,2,1,1,1,4,3,2
7138971,2,1,1,1,4,3,2
7138972,2,1,2,1,4,3,2
7138973,2,1,1,1,4,3,2
7138974,2,1,1,1,4,3,2
7138975,2,1,1,1,4,2,2
7138976,2,1,1,1,4,3,2
7138977,2,1,2,1,4,3,2
7138978,2,1,1,1,4,2,2
7138979,2,1,1,1,4,3,2
7138980,2,1,1,1,4,1,3
7138981,2,1,1,1,4,1,3
7138984,2,1,1,1,4,4,3
7138985,2,1,2,1,4,1,3
7138986,2,1,1,1,4,1,3
7138987,2,1,1,1,4,3,2
7138988,2,1,1,1,4,3,3
7138989,2,1,2,1,4,3,3
7138990,2,1,2,1,4,3,5
7138991,2,1,2,1,4,1,3
7138992,2,1,1,1,4,3,4
7138993,2,1,1,1,4,3,5
7138994,2,1,1,1,6,3,1
7138996,2,1,1,1,6,3,1
7138998,2,1,1,1,4,3,3
7138999,2,1,2,1,4,1,5
7139001,2,1,1,1,4,3,1
7139002,2,1,1,1,4,3,3
7139003,2,1,1,1,6,3,1
7139004,2,1,1,1,4,3,1
7139005,2,1,1,1,4,3,3
7139008,2,1,2,1,4,1,3
7139009,2,1,1,1,4,3,3
7139010,2,1,1,1,4,3,3
7139011,2,1,1,1,4,3,3
7139012,2,1,2,1,4,3,2
7139013,2,1,1,1,4,3,2
7139014,2,1,1,1,4,3,2
7139015,2,1,1,1,4,1,3
7139017,2,1,1,1,4,3,2
7139018,2,1,1,1,4,3,3
7139019,2,1,1,1,4,3,3
7139020,2,1,1,1,4,3,4
7139022,2,1,1,1,4,3,3
7139023,2,1,1,1,4,3,3
7139024,2,1,1,1,4,3,3
7139026,2,1,1,1,4,3,3
7139028,2,1,1,1,4,3,3
7139029,2,1,1,1,4,3,3
7139030,2,1,1,1,4,3,3
7139031,2,1,1,1,4,3,3
7139032,2,1,2,1,4,3,2
7139033,2,1,2,1,4,1,1
7139034,2,1,1,1,4,3,3
7139035,2,1,1,1,4,3,3
7139037,2,1,1,1,4,3,2
7139038,2,1,1,1,4,3,3
7139039,2,1,1,1,4,3,4
7139040,2,1,1,1,4,3,2
7139042,2,1,2,1,4,3,3
7139043,2,1,2,1,4,1,2
7139044,2,1,1,1,4,3,2
7139045,2,1,1,1,4,3,3
7139047,2,1,2,1,4,3,1
7139049,2,1,1,1,4,3,3
7139050,2,1,2,1,4,4,2
7139051,2,1,2,1,4,3,3
7139052,2,1,1,1,4,3,3
7139053,2,1,2,1,4,4,2
7139054,2,1,2,1,4,4,2
7139055,2,1,1,1,4,3,1
7139056,2,1,1,1,6,4,1
7139057,2,2,1,1,6,4,2
7139058,2,2,1,1,4,4,3
7139059,2,2,1,1,6,3,1
7139061,2,2,1,1,6,4,2
7139063,2,2,1,1,4,4,1
7139064,2,2,1,1,4,4,2
7139065,2,2,1,1,6,4,1
7139066,2,2,1,1,4,4,2
7139067,2,2,1,1,6,4,2
7139068,2,2,1,1,6,3,1
7139069,2,2,1,1,6,4,2
7139071,2,2,1,5,7,4,1
7139073,2,2,1,1,6,4,1
7139075,2,2,1,1,6,4,1
7139076,2,2,1,1,4,3,1
7139077,2,2,1,1,6,3,2
7139078,2,2,1,1,4,3,1
7139080,2,2,1,1,6,4,1
7139081,2,2,1,1,6,4,1
7139082,2,2,1,1,6,4,1
7139085,2,2,1,1,6,4,1
7139086,2,2,1,1,6,4,1
7139087,2,2,1,1,6,4,1
7139089,2,2,1,1,4,3,1
7139090,2,2,1,1,6,3,1
7139091,2,2,1,1,4,3,1
7139092,2,2,1,1,4,3,1
7139104,2,2,1,1,6,4,3
7139105,2,2,1,1,4,3,2
7139106,2,2,1,1,4,3,2
7139107,2,2,1,1,6,3,1
7139108,2,2,1,1,6,3,3
7139109,2,2,1,1,6,3, 
7139110,2,2,1,1,4,4,2
7139111,2,2,1,1,6,4,1
7139112,2,2,1,1,6,3,2
7139113,2,2,1,1,4,3,2
7139116,2,2,1,1,6,4,1
7139117,2,2,1,1,6,3,3
7139118,2,2,3,1,4,5,0
7139119,2,2,1,1,6,3,3
7139121,2,2,1,1,6,3,3
7139122,2,2,1,5,6,4,3
7139124,2,1,1,1,4,3,3
7139125,2,1,1,1,4,2,3
7139126,2,1,1,1,4,3,3
7139128,2,1,1,1,4,3,3
7139131,2,1,2,1,4,3,2
7139132,2,1,1,1,4,4,3
7139133,2,1,1,1,4,3,2
7139135,2,1,2,1,4,4,2
7139136,2,1,1,1,4,4,3
7139137,2,1,1,1,4,3,3
7139138,2,1,1,1,4,3,3
7139139,2,1,1,1,4,3,3
7139140,2,1,1,1,4,3,4
7139141,2,1,1,1,4,2,3
7139142,2,1,1,1,6,1,3
7139144,2,1,2,1,4,1,4
7139145,2,1,2,1,4,1,4
7139146,2,1,2,1,4,1,4
7139147,2,1,2,1,4,1,5
7139148,2,1,2,1,4,1,4
7139149,2,1,2,1,4,1,2
7139150,2,1,2,1,4,3,2
7139151,2,1,2,1,4,1,4
7139152,2,1,2,1,4,1,4
7139153,2,1,1,1,4,1,4
7139154,2,1,2,1,4,1,4
7139155,2,1,2,1,4,1,4
7139156,2,1,2,1,3,2,6
7139157,2,1,2,6,4,1,6
7139159,2,1,2,6,4,1,6
7139160,2,1,1,1,4,1,3
7139161,2,1,1,1,4,1,3
7139162,2,1,2,1,4,1,6
7139164,2,1,1,1,4,3,3
7139165,2,1,2,1,4,1,3
7139166,2,1,2,1,4,1,3
7139167,2,1,1,1,3,2,4
7139168,2,1,1,1,4,2,4
7139169,2,1,2,1,4,1,3
7139171,2,1,2,1,4,1,3
7139173,2,1,1,1,4,1,1
7139174,2,1,2,1,4,1,4
7139175,2,1,2,1,4,1,4
7139176,2,1,1,1,6,1,2
7139177,2,1,2,1,4,1,4
7139178,2,1,1,1,4,1,1
7139179,2,1,2,1,4,1,4
7139180,2,1,2,1,4,1,4
7139181,2,1,2,1,4,1,4
7139183,2,1,2,1,4,5,3
7139184,2,1,2,1,4,1,3
7139185,2,1,3,1,4,1,3
7139186,2,1,2,1,3,1,6
7139187,2,2,1,1,4,3,1
7139188,2,2,1,1,4,2,1
7139190,2,2,1,1,6,4,2
7139191,2,2,1,1,4,4,1
7139193,2,2,1,1,4,3,1
7139194,2,2,1,1,4,3,1
7139195,2,2,1,1,6,3,1
7139197,2,2,1,1,6,3,1
7139198,2,2,2,1,6,3,1
7139199,2,2,1,1,6,3,1
7139200,2,2,1,1,6,3,1
7139203,2,2,1,1,6,3,1
7139204,2,2,1,5,5,4,1
7139205,2,2,1,1,6,4,1
7139206,2,2,1,5,6,4,1
7139207,2,2,1,1,4,4,1
7139208,2,2,1,5,6,4,1
7139209,2,2,1,1,6,4,1
7139210,2,2,1,5,6,4,1
7139211,2,2,1,5,6,4,1
7139212,2,2,1,5,5,4,1
7139213,2,2,1,1,6,4,1
7139214,2,2,1,1,6,3,1
7139215,2,2,1,5,6,4,1
7139216,2,2,1,1,6,4,1
7139217,2,2,1,5,6,4,1
7139218,2,2,1,5,6,4,1
7139219,2,2,1,5,6,4,1
7139220,2,2,1,5,5,4,1
7139221,2,2,1,5,6,4,1
7139222,2,2,1,1,6,3,1
7139223,2,2,1,1,6,4,1
7139224,2,2,1,5,6,4,1
7139225,2,2,1,5,6,4,1
7139226,2,2,1,1,6,4,1
7139227,2,2,1,5,2,4,0
7139228,2,2,1,1,6,4,1
7139229,2,2,1,1,6,3,1
7139230,2,2,1,1,6,4,1
7139231,2,2,1,1,6,3,1
7139232,2,2,1,1,6,4,1
7139233,2,2,1,5,7,4,8
7139234,2,2,1,1,6,4,1
7139235,2,2,1,5,6,4,1
7139236,2,2,1,1,6,4,1
7139237,2,2,1,1,6,4,1
7139238,2,2,1,5,5,4,1
7139239,2,2,1,1,6,3,0
7139240,2,1,1,1,6,4,1
7139241,2,1,1,1,6,4,1
7139242,2,2,1,1,4,4,1
7139243,2,2,2,1,6,1,1
7139244,2,2,1,1,6,3,2
7139246,2,2,1,2,6,2,1
7139247,2,2,1,4,7,2,1
7139248,2,2,1,1,6,4,1
7139250,2,2,1,2,7,4,1
7139251,2,2,1,4,6,2,1
7139252,2,2,1,2,7,2,1
7139253,2,2,1,2,7,2,1
7139254,2,2,1,1,6,2,1
7139255,2,2,1,1,6,2,1
7139256,2,2,1,1,4,5,1
7139258,2,1,1,1,6,3,3
7139259,2,1,2,1,4,1,2
7139260,2,1,2,1,4,1,2
7139261,2,1,2,1,4,3,2
7139262,2,1,2,1,4,1,5
7139263,2,1,2,1,4,1,5
7139264,2,1,2,1,4,1,5
7139265,2,1,2,1,3,1,5
7139268,2,1,1,8,7,4,1
7139269,2,1,1,1,4,1,4
7139270,2,1,1,1,4,4,1
7139272,2,1,2,1,4,3,4
7139273,2,1,1,1,4,1,4
7139274,2,1,2,1,4,2,4
7139275,2,1,1,1,4,1,4
7139276,2,1,2,1,4,1,4
7139278,2,1,2,1,4,1,5
7139279,2,1,2,1,4,2,4
7139280,2,1,1,1,4,1,4
7139281,2,1,1,1,6,4,1
7139282,2,1,1,1,4,4,1
7139283,2,1,2,1,4,1,4
7139284,2,1,1,1,4,1,4
7139288,2,1,2,1,4,1,5
7139289,2,1,1,1,4,2,3
7139290,2,1,1,1,4,3,3
7139291,2,1,1,1,4,2,3
7139292,2,1,2,1,3,1,5
7139293,2,1,2,1,6,3,3
7139294,2,1,1,1,4,1,4
7139295,2,1,1,1,6,4,1
7139296,2,1,3,1,6,4,1
7139297,2,1,2,1,6,3,3
7139298,2,1,1,1,6,4,1
7139299,2,1,1,1,6,3,1
7139300,2,1,1,1,4,1,3
7139302,2,1,3,5,6,4,1
7139303,2,1,1,1,4,1,3
7139304,2,1,3,1,4,3,3
7139305,2,1,2,1,4,3,3
7139306,2,1,2,1,4,1,5
7139307,2,1,2,1,4,1,5
7139308,2,1,1,1,4,2,3
7139309,2,1,2,1,4,1,4
7139310,2,1,1,1,4,3,3
7139311,2,1,2,1,4,2,4
7139312,2,1,1,1,4,1,5
7139313,2,1,2,1,4,1,4
7139314,2,1,1,1,4,2,3
7139315,2,1,1,1,4,1,4
7139316,2,1,2,1,4,2,4
7139317,2,1,1,1,4,3,4
7139318,2,1,1,1,4,1,4
7139319,2,1,1,1,6,4,1
7139320,2,1,1,1,4,1,2
7139321,2,1,1,1,6,1,3
7139322,2,1,1,1,4,3,2
7139323,2,1,1,1,4,1,2
7139324,2,1,1,1,4,1,3
7139325,2,1,3,1,6,4,1
7139326,2,1,2,1,4,1,2
7139327,2,1,1,5,7,4,1
7139329,2,2,1,5,7,4, 
7139331,2,2,1,2,6,4,1
7139333,2,2,1,2,6,4,1
7139334,2,2,1,1,6,4,1
7139336,2,2,1,1,6,4,1
7139337,2,2,1,2,6,4,1
7139338,2,2,1,1,6,4,2
7139339,2,2,1,2,6,4,2
7139340,2,2,1,1,6,4,2
7139342,2,2,1,2,6,4,2
7139343,2,2,1,5,7,4,2
7139345,2,2,1,5,6,4,1
7139346,2,2,1,2,6,4,2
7139347,2,2,1,1,6,4,0
7139349,2,2,1,1,6,4,2
7139350,2,1,1,8,6,4,1
7139351,2,1,1,1,4,3,2
7139353,2,1,1,1,4,3,2
7139356,2,2,1,1,6,4,2
7139357,2,2,1,1,6,4,2
7139360,2,2,1,1,4,4,2
7139361,2,2,1,1,6,4,1
7139362,2,2,1,1,6,4,1
7139363,2,2,1,1,6,4,1
7139364,2,2,1,1,6,4,2
7139365,2,2,1,1,6,4,2
7139366,2,2,1,1,6,4,2
7139367,2,2,1,1,6,4,2
7139369,2,2,1,1,6,4,2
7139370,2,2,2,1,4,1,2
7139371,2,2,1,5,7,4,1
7139372,2,2,1,1,4,4,1
7139373,2,2,1,1,4,4,2
7139374,2,2,1,1,6,4,2
7139377,2,2,1,1,6,3,2
7139379,2,2,1,1,6,4,2
7139380,2,2,1,1,4,4,2
7139383,2,2,1,5,6,4,2
7139386,2,2,1,5,7,4,2
7139388,2,2,1,5,6,4,2
7139389,2,2,1,1,4,4,2
7139390,2,2,1,5,6,4,2
7139394,2,2,1,1,6,4,1
7139395,2,2,1,1,6,4,1
7139398,2,2,1,1,6,4,1
7139400,2,2,1,1,6,4,1
7139401,2,2,1,1,6,4,1
7139402,2,2,1,2,6,4,9
7139403,2,2,1,1,6,3,1
7139404,2,2,1,1,6,4,1
7139405,2,2,1,1,6,4,1
7139407,2,2,1,2,6,4,1
7139408,2,2,1,2,6,4,1
7139409,2,2,1,2,6,4,2
7139410,2,2,1,1,6,4,1
7139412,2,2,1,1,6,4,1
7139414,2,2,1,1,6,4,1
7139415,2,2,1,1,6,4,1
7139416,2,2,1,1,6,4,9
7139418,2,2,1,1,6,4,1
7139419,2,2,1,2,6,4,1
7139420,2,2,1,1,6,4,1
7139421,2,2,1,1,6,4,1
7139422,2,2,1,1,6,3,1
7139424,2,2,1,1,6,1,2
7139425,2,2,1,1,4,3,2
7139426,2,2,1,1,6,4,2
7139427,2,2,1,1,6,3,2
7139428,2,2,1,1,6,4,2
7139429,2,2,1,1,4,3,2
7139430,2,2,1,1,4,3,2
7139431,2,2,1,1,4,3,2
7139432,2,2,1,1,4,3,2
7139433,2,2,1,1,4,4,2
7139434,2,2,1,1,4,4,1
7139435,2,2,1,1,4,3,2
7139436,2,2,3,1,4,4,2
7139438,2,2,1,1,6,4,0
7139440,7,1,2,1,4,1,4
7139441,7,1,1,1,4,3,5
7139443,7,1,2,1,4,1,5
7139444,7,1,2,1,4,1,6
7139445,7,1,2,1,4,1,6
7139446,7,1,2,1,4,1,4
7139447,7,1,2,1,4,1,4
7139448,7,1,1,1,4,1,6
7139449,7,1,2,1,4,1,6
7139450,7,1,2,1,4,1,5
7139451,7,1,1,1,4,1,4
7139452,7,1,1,1,4,1,1
7139453,7,1,1,1,4,2,3
7139454,7,1,2,1,4,1,1
7139455,7,1,2,1,4,1,1
7139457,7,1,1,1,4,1,3
7139458,7,1,2,1,4,1,3
7139460,7,1,2,1,4,1,3
7139461,7,1,2,1,4,1,3
7139462,7,1,2,1,4,1,3
7139463,7,1,2,1,4,1,3
7139465,7,1,2,1,4,1,6
7139466,7,1,2,1,4,1,5
7139467,7,1,2,1,4,1,6
7139468,7,1,1,1,6,3,1
7139469,7,1,1,1,6,4,1
7139470,7,1,1,1,6,1,1
7139471,7,1,1,1,6,3,1
7139472,7,1,2,1,4,1,4
7139475,7,1,2,1,4,1,5
7139477,7,1,2,1,4,1,4
7139478,7,1,2,1,4,1,4
7139479,7,1,2,1,5,1,5
7139480,7,1,2,1,4,1,5
7139481,7,1,2,1,4,1,5
7139482,7,1,2,1,4,1,6
7139483,7,1,2,1,4,1,5
7139484,7,1,2,1,4,1,6
7139485,7,1,1,1,4,1,3
7139486,7,1,2,1,4,1,3
7139488,7,1,2,1,4,1,5
7139489,7,1,2,1,4,1,5
7139491,7,1,1,1,4,2,4
7139492,7,1,2,1,4,1,3
7139493,7,1,2,1,4,1,5
7139494,7,1,2,1,4,1,5
7139495,7,1,2,1,4,3,2
7139496,7,1,1,1,3,2,6
7139497,7,1,2,1,4,1,5
7139499,7,1,2,1,4,1,5
7139500,7,1,2,1,4,1,3
7139501,7,1,2,1,4,1,3
7139502,7,1,2,1,4,1,5
7139503,7,1,2,1,4,1,4
7139504,7,1,2,1,4,1,5
7139505,7,1,2,1,4,1,3
7139507,7,1,2,1,4,1,6
7139508,7,1,2,1,4,1,5
7139509,7,1,2,1,4,1,6
7139510,7,1,2,1,4,1,6
7139511,7,1,2,1,4,1,6
7139512,7,1,1,1,4,2,4
7139513,7,1,2,1,4,1,2
7139514,7,1,2,1,4,1,1
7139516,7,1,1,1,4,2,2
7139518,7,1,1,1,6,2,1
7139519,7,1,2,1,6,2,2
7139520,7,1,1,1,6,2,1
7139521,7,1,1,1,4,2,2
7139522,7,1,1,1,6,2,2
7139523,7,1,1,1,4,2,1
7139524,7,1,1,1,4,2,3
7139525,7,1,1,1,4,1,3
7139526,7,1,1,1,4,1,2
7139527,7,1,1,1,4,2,3
7139528,7,1,1,1,4,2,3
7139529,7,1,2,1,4,1,3
7139530,7,1,2,1,4,2,2
7139532,7,1,2,1,4,1,3
7139533,7,1,1,1,4,1,3
7139534,7,1,1,1,4,1,2
7139535,7,1,2,1,4,1,2
7139536,7,1,1,1,4,1,2
7139537,7,1,2,1,4,1,2
7139538,7,1,1,1,6,1,2
7139539,7,1,1,1,4,1,2
7139541,7,1,2,1,4,1,2
7139542,7,1,1,1,4,1,2
7139543,7,1,1,1,4,1,2
7139544,7,1,2,1,4,1,2
7139545,7,2,1,1,6,4,1
7139546,7,1,1,1,4,1,2
7139547,7,1,2,1,4,3,3
7139548,7,1,2,1,4,1,3
7139549,7,1,2,1,4,3,2
7139550,7,1,2,1,4,2,3
7139551,7,2,1,1,6,4,2
7139552,7,2,1,1,4,1,2
7139553,7,2,1,1,6,3,2
7139554,7,2,1,1,4,1,2
7139555,7,2,1,1,4,2,2
7139556,7,2,1,2,6,4,2
7139557,7,2,1,6,6,4,2
7139558,7,2,1,1,4,3,1
7139559,7,2,1,1,6,1,1
7139561,7,2,1,1,6,4,2
7139562,7,2,3,1,6,3,1
7139563,7,2,1,1,6,4,2
7139565,7,1,1,1,6,4,1
7139566,7,1,1,1,6,4,1
7139567,7,1,2,1,6,3,1
7139568,7,1,1,1,6,4,1
7139569,7,1,2,1,4,4,1
7139570,7,1,1,1,4,2,1
7139571,7,1,1,1,6,4,1
7139572,7,1,1,1,4,4,1
7139573,7,1,1,1,6,1, 
7139574,7,1,1,1,6,2,1
7139575,7,1,1,1,6,4, 
7139576,7,1,1,1,6,3,1
7139577,7,1,1,1,6,4,1
7139578,7,2,1,1,4,4,1
7139579,7,1,1,1,4,1,2
7139580,7,2,1,1,4,3,8
7139581,7,2,1,1,6,4, 
7139582,7,2,1,1,6,4,2
7139583,7,2,1,1,6,3,2
7139584,7,2,1,1,6,4,8
7139585,7,2,1,1,4,3,2
7139586,7,2,1,1,6,3,2
7139587,7,2,1,7,7,4,8
7139588,7,2,1,1,6,2, 
7139589,7,2,1,1,6,4, 
7139590,7,2,1,1,6,4, 
7139591,7,2,1,7,7,4, 
7139592,7,2,1,1,4,3,2
7139593,7,2,1,1,4,3,2
7139594,7,2,1,1,4,3,2
7139595,7,2,1,1,4,3,2
7139596,7,1,2,1,4,2,3
7139597,7,1,1,1,4,1,3
7139598,7,1,1,1,4,1,2
7139599,7,1,1,1,6,1,2
7139600,7,1,1,1,4,2,1
7139601,7,1,1,1,4,2,1
7139602,7,2,1,1,6,4,2
7139603,7,2,1,1,4,3,2
7139604,7,2,2,1,4,1,2
7139605,7,2,1,1,6,4,2
7139606,7,2,1,1,4,2,2
7139607,7,2,1,5,6,4,2
7139608,7,2,1,1,4,2,2
7139609,7,2,1,1,6,2,2
7139610,7,2,1,1,4,1,1
7139611,7,2,1,1,4,1,2
7139612,7,2,1,1,4,4,2
7139613,7,2,1,1,4,4,2
7139614,7,1,1,1,4,4,2
7139615,7,2,1,1,4,1,2
7139616,7,2,1,1,4,2,2
7139617,7,1,1,1,6,1,2
7139618,7,2,1,1,4,1,1
7139619,7,2,1,1,4,3,2
7139620,7,2,2,1,4,1,2
7139621,7,2,1,1,5,4,2
7139622,7,2,1,1,4,3,2
7139623,7,2,1,1,6,1,2
7139624,7,2,2,1,6,4,2
7139625,7,2,1,1,6,3,2
7139626,7,2,2,1,4,4,1
7139627,7,2,2,1,6,3,1
7139628,7,2,1,1,6,3,2
7139629,7,2,2,1,6,1,2
7139631,7,2,2,1,4,3,2
7139632,7,2,1,1,4,2,1
7139633,7,2,1,1,6,3,2
7139635,7,2,2,1,4,2,2
7139636,7,1,1,1,4,2,3
7139637,7,2,2,1,4,2,2
7139638,7,2,2,1,6,3,2
7139639,7,2,1,1,4,2,2
7139640,7,2,1,1,6,1,2
7139641,7,2,1,1,4,1,2
7139642,7,2,1,1,6,3,2
7139643,7,2,1,1,6,3,2
7139644,7,2,1,1,4,1,2
7139645,7,2,1,1,6,1,2
7139646,7,2,1,1,6,3,2
7139647,7,2,2,1,4,1,2
7139648,7,2,1,1,4,1,2
7139649,7,2,2,1,6,3,2
7139650,7,1,2,1,6,1,2
7139651,7,2,2,1,6,1,2
7139652,7,1,2,1,4,1,2
7139653,7,2,1,1,4,3,2
7139654,7,2,1,1,6,4,2
7139656,7,2,2,1,4,1,2
7139658,7,1,1,1,4,2,2
7139659,7,1,1,1,6,3,1
7139660,7,1,1,1,4,2,2
7139661,7,1,1,1,4,1,1
7139662,7,1,1,1,6,1,1
7139663,7,1,1,1,4,1,1
7139664,7,2,1,1,6,4,0
7139665,7,2,1,1,6,1,1
7139666,7,2,1,1,6,4,1
7139667,7,2,1,3,6,4,1
7139668,7,2,1,1,6,2,2
7139669,7,2,2,1,4,4,1
7139670,7,2,1,1,6,4,9
7139671,7,2,1,1,4,2,1
7139672,7,2,1,1,6,3,9
7139673,7,1,1,1,4,1,1
7139674,7,1,1,1,4,1,1
7139675,7,2,1,1,6,4,1
7139676,7,2,1,1,6,3,1
7139677,7,2,1,1,6,4,1
7139678,7,2,1,1,6,3,1
7139679,7,2,1,1,7,4,1
7139681,7,2,1,1,6,3,1
7139682,7,2,1,1,6,4,9
7139683,7,2,1,1,6,2,1
7139684,7,2,1,1,6,2,1
7139685,7,2,1,1,6,2,1
7139686,7,2,1,1,4,2,1
7139687,7,1,1,1,4,1,1
7139688,7,2,1,1,6,2,1
7139689,7,2,1,1,6,2,1
7139690,7,2,1,1,4,2,1
7139691,7,2,2,1,4,3,1
7139692,7,2,1,1,6,3,1
7139693,7,2,2,1,6,4,1
7139694,7,2,1,1,6,2,1
7139695,7,2,1,1,6,3,1
7139696,7,2,1,1,6,2,1
7139697,7,2,1,2,6,3,1
7139698,7,2,1,1,6,2,1
7139700,7,2,1,1,4,1,1
7139701,7,2,1,1,6,1,1
7139702,7,2,1,1,4,1,1
7139703,7,2,1,1,6,1,1
7139704,7,2,2,1,4,1,1
7139705,7,2,2,1,4,3,1
7139706,7,2,1,1,6,1,1
7139707,7,2,2,1,6,4,1
7139708,7,2,1,1,4,1,1
7139709,7,2,2,1,4,1,1
