DIRECTORIO,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Hijos,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,ORDEN,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes,Recibieron_Subsidio,Dinero_subsidio,SubsidioS,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas
7151383,3,1,67,1,2,1,3,3,6,2,9,6,6,8,9,2,10,0,3,1,1,1,4,1,2,1,4,3,4553232,1138308,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2,2.0,4800000.0,1.0,1,3,1,24700,15000
7151383,3,1,67,1,2,1,3,3,6,2,9,6,6,8,9,2,10,0,3,1,1,1,4,1,2,1,4,3,4553232,1138308,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2,2.0,4800000.0,1.0,1,3,1,24700,15000
7151383,3,1,67,1,2,1,3,3,6,2,9,6,6,8,9,2,10,0,3,1,1,1,4,1,2,1,4,3,4553232,1138308,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2,2.0,4800000.0,1.0,1,3,1,24700,15000
7151383,3,1,67,1,2,1,3,3,6,2,9,6,6,8,9,2,10,0,3,1,1,1,4,1,2,1,4,3,4553232,1138308,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2,2.0,4800000.0,1.0,1,3,1,24700,15000
7151587,3,1,52,1,6,1,3,3,6,1,8,8,9,10,10,0,10,2,3,1,2,1,4,1,1,1,3,2,1626657,406664,4,1,2,2,2,2,1,2,4, ,1,1,2,2,2,2.0,720000.0,1.0, , , ,20000,10000
7152206,3,2,55,1,5, ,3,3,6,2,10,9,6,9,10,0,9,0,6,1,2,1,6,4,1,1,1,1,250000,250000,1,1,2,2,2,2,1,2,3, ,4,2,2,2,2,1.0,99.0,1.0,2,3, ,50000, 
7152253,3,1,34,1,6,1,2,2,6,2,10,8,8,9,10,0,8,2,6,2,1,1,7,3,1,1,1,1,1931233,482808,4,1,2,2,2,2,1,2,4, ,1,1,2,2,2,4.0,800000.0,1.0, ,2, ,20000, 
7152337,3,1,32,1,5, ,3,2,6,2,7,6,8,7,7,0,7,0,6,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,2,2,2,2,1,2,4, ,1,1,2,2,2,1.0,1600000.0,1.0, ,2, ,24000, 
7152337,3,1,32,1,5, ,3,2,6,2,7,6,8,7,7,0,7,0,6,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,2,2,2,2,1,2,4, ,1,1,2,2,2,1.0,1600000.0,1.0, ,2, ,24000, 
7152337,3,1,32,1,5, ,3,2,6,2,7,6,8,7,7,0,7,0,6,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,2,2,2,2,1,2,4, ,1,1,2,2,2,1.0,1600000.0,1.0, ,2, ,24000, 
7152337,3,1,32,1,5, ,3,2,6,2,7,6,8,7,7,0,7,0,6,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,2,2,2,2,1,2,4, ,1,1,2,2,2,1.0,1600000.0,1.0, ,2, ,24000, 
7152337,3,1,32,1,5, ,3,2,6,2,7,6,8,7,7,0,7,0,6,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,2,2,2,2,1,2,4, ,1,1,2,2,2,1.0,1600000.0,1.0, ,2, ,24000, 
7152351,3,2,51,1,4, ,2,3,6,1,6,99,7,7,7,2,4,6,6,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,2,2,2,2,2,2,3, ,4,2,2,1,2,1.0,1400000.0,1.0, ,2, ,50000, 
7152360,3,1,74,1,3, ,3,3,6,1,8,7,7,9,10,8,8,0,6,2,1,5,7,4, ,1,1,1,361666,361666,1,1,3,2,3,2,2,2,3, ,6,2,2,2,2,1.0,200000.0,1.0, , , , , 
7152693,3,1,63,1,6,1,3,2,5,1,6,5,6,7,7,3,7,0,4,1,1,1,4,4,1,1,3,1,264166,132083,2,1,3,2,3,1,1,2,5, ,1,2,2,2,2,1.0,980000.0,1.0,2,1, ,34000, 
7152693,3,1,63,1,6,1,3,2,5,1,6,5,6,7,7,3,7,0,4,1,1,1,4,4,1,1,3,1,264166,132083,2,1,3,2,3,1,1,2,5, ,1,2,2,2,2,1.0,980000.0,1.0,2,1, ,34000, 
7152729,3,1,44,1,6,1,2,2,1,2,8,7,8,9,7,0,8,4,9,1,1,8,7,4,1,1,3,2,1297500,216250,6,1,2,2,2,2,1,2,4, ,1,2,2,2,2,1.0,120000.0,1.0, , , ,20000, 
7152881,3,1,25,1,2,1,2,2,6,1,10,10,10,10,10,0,10,1,9,2,1,5,5,4, ,1,4,1,950000,316666,3,1,3,2,2,2,1,2,4, ,1,2,2,2,2,1.0,1800000.0,1.0, , , , , 
7152949,3,1,47,1,6,1,3,3,6,1,7,7,8,7,6,7,5,0,9,2,1,5,4,4,0,1,3,1,3100000,1550000,2,1,2,2,2,2,1,2,3, ,1,2,2,2,2,2.0,12000000.0,1.0, ,2, ,18000, 
7152949,3,1,47,1,6,1,3,3,6,1,7,7,8,7,6,7,5,0,9,2,1,5,4,4,0,1,3,1,3100000,1550000,2,1,2,2,2,2,1,2,3, ,1,2,2,2,2,2.0,12000000.0,1.0, ,2, ,18000, 
7152959,3,1,59,1,6,1,3,3,6,1,5,5,5,6,9,0,8,2,9,2,2,5,6,4,1,1,7,4,1350000,337500,4,1,2,2,3,1,1,2,4, ,1,2,2,2,2,1.0,6000000.0,1.0,2,1, ,22000, 
7152964,3,1,51,1,5, ,3,2,6,1,7,3,8,8,9,0,6,0,9,2,3,5,6,4,1,1,2,1,1016666,1016666,1,1,3,2,2,2,1,2,3, ,1,2,2,2,2,1.0,2000000.0,1.0, , , ,0, 
7153003,3,1,38,1,2,1,2,2,6,1,5,7,10,5,7,3,7,0,9,2,1,5,5,4,8,1,3,2,2350000,783333,3,1,9,2,1,2,1,2,5, ,1,2,2,2,1,1.0,12000000.0,1.0, , , ,0, 
7153003,3,1,38,1,2,1,2,2,6,1,5,7,10,5,7,3,7,0,9,2,1,5,5,4,8,1,3,2,2350000,783333,3,1,9,2,1,2,1,2,5, ,1,2,2,2,1,1.0,12000000.0,1.0, , , ,0, 
7153003,3,1,38,1,2,1,2,2,6,1,5,7,10,5,7,3,7,0,9,2,1,5,5,4,8,1,3,2,2350000,783333,3,1,9,2,1,2,1,2,5, ,1,2,2,2,1,1.0,12000000.0,1.0, , , ,0, 
7153006,3,1,43,1,2,1,2,2,6,1,6,3,6,4,5,4,6,1,9,2,1,5,5,4,8,1,2,1,2050000,683333,3,1,9,2,1,2,2,2,1, ,1,2,2,2,2,1.0,12000000.0,1.0, , , ,0, 
7153038,3,2,23,1,2,1,2,2,6,1,7,99,8,2,6,3,7,4,9,2,1,5,5,4,8,1,3,2,2025000,337500,6,2, ,2,1,2,1,2,4, ,4,2,2,2,2,1.0,12000000.0,1.0, , , ,0, 
7153073,3,2,38,1,5, ,2,2,6,1,7,6,8,7,8,4,6,2,9,1,2,1,4,3,2,1,3,2,2875305,575061,5,1,2,2,2,2,1,2,7, ,1,1,2,2,1,1.0,30000.0,1.0,2,2, ,53000,12000
7153078,3,2,65,1,3, ,3,3,6,1,8,3,7,8,9,2,7,1,9,1,1,1,6,3,1,1,3,2,904166,301388,3,1,3,2,2,1,1,2,3, ,1,2,2,2,2,1.0,50000.0,1.0, ,1, ,24000,4000
7153366,3,1,54,1,6,1,2,3,6,2,8,4,2,10,8,2,10,2,1,1,2,1,4,1,3,1,3,2,2133333,533333,4,1,2,2,3,1,1,2,3, ,1,1,2,2,2,1.0,800000.0,1.0,2,2,1,130000,60000
7153424,3,2,47,1,4, ,3,3,6,1,10,7,10,10,10,0,7,3,1,2,1,1,6,3,2,1,3,2,311666,51944,6,1,3,2,3,2,1,2,3, ,4,2,2,2,2,1.0,420000.0,1.0, ,2, ,30000,25000
7153509,3,1,65,1,2,1,2,2,5,1,5,5,5,5,5,5,5,0,1,2,1,1,6,3,1,1,3,1,166666,83333,2,1,3,2,3,2,1,2,3, ,1,2,2,2,2,1.0,200000.0,1.0, ,1, ,13000, 
7153509,3,1,65,1,2,1,2,2,5,1,5,5,5,5,5,5,5,0,1,2,1,1,6,3,1,1,3,1,166666,83333,2,1,3,2,3,2,1,2,3, ,1,2,2,2,2,1.0,200000.0,1.0, ,1, ,13000, 
7153549,3,1,47,1,4, ,2,2,6,1,8,5,10,10,10,0,6,0,1,2,1,1,6,3,1,1,3,1,169166,169166,1,1,2,2,3,1,1,2,4, ,1,2,2,2,2,1.0,420000.0,1.0, ,1, ,30000, 
7153550,3,2,23,1,2,1,2,2,6,1,10,99,10,10,4,7,5,3,1,2,1,3,6,4,1,1,2,1,410000,82000,5,1,3,2,2,2,1,2,3, ,4,2,2,2,2,1.0,300000.0,1.0,3,2, ,0, 
7153999,3,1,59,1,4, ,2,3,6,1,6,3,4,4,5,0,7,2,3,2,1,4,6,4,1,1,3,3,586166,195388,3,1,3,2,3,1,1,2,3, ,1,2,2,2,2,1.0,200000.0,1.0, ,1, ,15000,35000
7154087,3,1,48,1,6,1,3,2,6,1,9,3,9,9,8,0,4,2,3,2,1,1,7,4,1,1,1,1,1266449,316612,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2,1.0,4000000.0,1.0,2,3, ,25000, 
7154235,3,1,50,1,2,1,3,2,6,1,8,8,9,8,10,2,6,4,2,2,1,1,6,4,1,1,3,2,1646833,235261,7,1,3,2,3,2,2,2,3, ,1,2,2,2,2,1.0,150000.0,1.0, ,2, ,46000,0
7154280,3,2,45,1,1,2,2,3,5,2,5,7,8,4,10,0,10,1,7,1,2,1,4,1,1,1,3,2,1110000,370000,3,1,3,2,2,1,1,2,5, ,1,1,2,2,2,1.0,1600000.0,1.0, ,2,1,0,77000
7154745,3,1,35,1,1,1,3,2,6,2,8,8,7,7,7,0,7,1,9,1,2,1,6,4,1,1,3,2,3130000,1043333,3,1,4,2,2,2,1,2,11, ,1,1,2,2,2,2.0,300000.0,1.0,2,2,8,150000, 
7154771,3,1,23,1,5, ,2,2,6,1,10,5,10,10,10,0,5,0,9,1,1,1,6,4, ,1,2,1,1316666,1316666,1,1,2,2,2,2,1,2,3, ,1,2,2,2,2,1.0,2000000.0,1.0, , , , , 
7154996,3,2,37,1,4, ,2,2,5,1,8,8,8,6,7,1,7,1,1,2,1,4,7,4,0,1,3,1,161666,80833,2,1,1,2,1,2,1,2,3, ,1,2,2,2,2,1.0,800000.0,1.0,1, , ,0, 
7155068,3,1,57,1,4, ,3,2,5,1,8,8,6,8,1,0,8,3,1,2,1,4,6,6,1,1,2,2,332500,66500,5,1,1,2,3,2,2,2,3, ,5,2,2,2,2,1.0,950000.0,1.0,2, , ,30000, 
7155222,3,1,67,1,6,1,3,3,6,1,9,2,9,9,8,2,7,1,1,2,1,3,7,4,1,1,3,2,839333,167866,5,1,2,2,2,2,2,2,1, ,1,2,2,2,2,1.0,470000.0,1.0,2,1, ,45000, 
7155293,3,2,66,1,3, ,3,3,6,2,6,4,6,5,8,2,8,1,3,1,1,1,6,4,3,1,4,3,2158116,719372,3,1,2,2,2,1,1,2,4, ,4,2,2,2,2,1.0,480000.0,1.0,2,2, ,81000,45000
7155346,3,2,79,1,3, ,3,3,6,1,4,99,2,1,5,7,6,2,3,1,1,1,6,4,1,1,4,3,285000,95000,3,1,2,2,3,2,2,2,3, ,4,2,2,2,2,1.0,200000.0,1.0, , , ,12000, 
7155673,3,1,56,1,6,2,3,3,6,1,10,2,2,4,7,3,7,0,2,2,1,1,6,4,2,1,4,3,458333,458333,1,1,2,2,3,1,1,2,3, ,4,2,2,2,2,1.0,1400000.0,1.0,1,2, ,37000, 
7155684,3,1,70,1,2,1,3,3,6,1,8,7,5,10,8,1,8,0,2,2,1,2,6,4,2,1,5,1,2295833,1147916,2,1,3,2,3,2,1,2,4, ,1,2,2,2,2,1.0,1400000.0,1.0, ,2, ,27000, 
7155684,3,1,70,1,2,1,3,3,6,1,8,7,5,10,8,1,8,0,2,2,1,2,6,4,2,1,5,1,2295833,1147916,2,1,3,2,3,2,1,2,4, ,1,2,2,2,2,1.0,1400000.0,1.0, ,2, ,27000, 
7155882,3,1,77,1,2,1,3,3,6,1,8,99,3,4,6,0,7,0,7,2,1,1,6,4,2,1,4,2,975000,325000,3,1,2,2,2,1,1,2,3, ,5,2,2,2,2,1.0,3000000.0,1.0, ,2, ,75000,38000
7155882,3,1,77,1,2,1,3,3,6,1,8,99,3,4,6,0,7,0,7,2,1,1,6,4,2,1,4,2,975000,325000,3,1,2,2,2,1,1,2,3, ,5,2,2,2,2,1.0,3000000.0,1.0, ,2, ,75000,38000
7155882,3,1,77,1,2,1,3,3,6,1,8,99,3,4,6,0,7,0,7,2,1,1,6,4,2,1,4,2,975000,325000,3,1,2,2,2,1,1,2,3, ,5,2,2,2,2,1.0,3000000.0,1.0, ,2, ,75000,38000
7156013,3,2,49,1,3, ,3,3,6,1,10,6,10,10,10,0,10,1,3,2,1,1,6,4,2,1,2,2,466666,233333,2,1,2,2,2,2,1,2,4, ,1,2,2,2,2,1.0,200000.0,1.0, ,1, ,14000, 
7156016,3,1,56,1,2,1,3,3,1,2,10,10,10,10,10,0,10,1,3,2,1,1,6,4,2,1,3,2,283333,94444,3,1,2,2,2,2,1,2,3, ,6,2,2,2,2,1.0,200000.0,1.0, ,2, ,100000, 
7156138,3,1,41,1,4, ,1,2,6,1,8,8,8,7,7,4,8,0,3,2,1,1,2,4,2,1,2,2,1026116,513058,2,1,2,2,2,2,1,2,5, ,1,2,2,2,2,1.0,99.0,1.0, ,1, ,40000, 
7156138,3,1,41,1,4, ,1,2,6,1,8,8,8,7,7,4,8,0,3,2,1,1,2,4,2,1,2,2,1026116,513058,2,1,2,2,2,2,1,2,5, ,1,2,2,2,2,1.0,99.0,1.0, ,1, ,40000, 
7156144,3,1,39,1,6,1,3,3,1,1,8,8,8,8,8,6,8,1,3,2,1,1,4,3,1,1,1,1,1400149,466716,3,1,2,2,2,2,1,2,5, ,1,1,2,2,2,1.0,400000.0,1.0, , , ,0, 
7156145,3,1,22,1,2,1,3,2,1,1,7,7,7,8,6,6,8,1,3,2,1,1,4,3,1,1,1,1,1097649,365883,3,1,2,2,2,2,1,2,4, ,1,1,2,2,2,1.0,400000.0,1.0, , , ,0, 
7156268,4,1,37,1,5, ,2,2,6,2,8,8,8,8,10,0,8,0,3,1,1,1,4,4,2,1,4,3,1114314,185719,6,2, ,2,2,2,1,2,5, ,2,2,2,2,2,1.0,50000.0,1.0, , , ,20000,15000
7156268,4,1,37,1,5, ,2,2,6,2,8,8,8,8,10,0,8,0,3,1,1,1,4,4,2,1,4,3,1114314,185719,6,2, ,2,2,2,1,2,5, ,2,2,2,2,2,1.0,50000.0,1.0, , , ,20000,15000
7156268,4,1,37,1,5, ,2,2,6,2,8,8,8,8,10,0,8,0,3,1,1,1,4,4,2,1,4,3,1114314,185719,6,2, ,2,2,2,1,2,5, ,2,2,2,2,2,1.0,50000.0,1.0, , , ,20000,15000
7156268,4,1,37,1,5, ,2,2,6,2,8,8,8,8,10,0,8,0,3,1,1,1,4,4,2,1,4,3,1114314,185719,6,2, ,2,2,2,1,2,5, ,2,2,2,2,2,1.0,50000.0,1.0, , , ,20000,15000
7156268,4,1,37,1,5, ,2,2,6,2,8,8,8,8,10,0,8,0,3,1,1,1,4,4,2,1,4,3,1114314,185719,6,2, ,2,2,2,1,2,5, ,2,2,2,2,2,1.0,50000.0,1.0, , , ,20000,15000
7156268,4,1,37,1,5, ,2,2,6,2,8,8,8,8,10,0,8,0,3,1,1,1,4,4,2,1,4,3,1114314,185719,6,2, ,2,2,2,1,2,5, ,2,2,2,2,2,1.0,50000.0,1.0, , , ,20000,15000
7156281,3,1,28,1,1,1,2,2,6,1,7,8,8,8,8,1,8,2,3,2,1,1,4,3,1,1,2,1,165000,41250,4,1,3,2,2,2,1,2,4, ,1,2,2,2,2,2.0,600000.0,1.0,1,2, ,10000, 
7156685,3,1,35,1,2,1,3,2,6,1,7,7,7,10,10,5,7,1,6,1,2,1,6,1,2,1,3,1,2018000,672666,3,1,2,2,2,2,1,2,4, ,1,2,2,2,2,1.0,10000000.0,1.0, ,1, ,20000, 
7156738,3,1,54,1,6,1,3,2,6,1,10,10,10,10,10,0,10,1,1,2,1,1,4,3,1,1,5,2,1800000,600000,3,1,2,2,2,2,1,2,3, ,1,2,2,2,2,1.0,2400000.0,1.0,4,2, ,44790, 
7156958,3,1,58,1,6,1,2,2,1,2,7,99,7,2,8,6,8,3,9,2,1,5,5,4, ,1,2,2,398333,36212,11,1,2,2,2,2,1,2,3, ,6,2,2,2,2,1.0,700000.0,1.0, , , , , 
7157283,3,2,36,1,5, ,3,3,1,1,8,4,9,0,10,1,4,0,9,1,1,1,6,4,9,1,2,1,445000,445000,1,1,3,2,2,2,1,2,3, ,2,2,2,1,2,1.0,300000.0,1.0, , , ,8000, 
7157465,3,1,41,1,2,1,2,2,6,1,10,8,10,10,10,0,9,1,1,2,1,3,7,4,1,1,2,2,1053333,351111,3,1,2,2,2,2,1,2,3, ,1,2,2,2,2,1.0,1400000.0,1.0,3,1, ,10000, 
7157470,3,1,25,1,2,1,2,2,3,2,9,9,8,8,7,0,7,1,8,1,1,1,4,1,2,1,3,2,3866333,1288777,3,1,3,2,2,2,1,2,5, ,1,1,2,1,2,1.0,384000.0,1.0,2,2, ,75000, 
7157472,3,2,28,1,5, ,2,2,3,2,8,8,8,7,8,0,8,1,8,1,2,1,4,3,2,1,2,1,1428416,714208,2,1,2,2,2,2,1,2,7, ,1,1,2,2,2,1.0,280000.0,1.0,2,2, ,35000, 
7157978,3,2,76,1,3, ,3,3,5,1,8,99,5,8,5,0,8,0,1,1,1,1,6,4,1,1,2,1,1310333,655166,2,1,3,2,4,1,2,2,1, ,4,2,2,2,2,1.0,3000000.0,1.0, , , ,45000,12000
7157978,3,2,76,1,3, ,3,3,5,1,8,99,5,8,5,0,8,0,1,1,1,1,6,4,1,1,2,1,1310333,655166,2,1,3,2,4,1,2,2,1, ,4,2,2,2,2,1.0,3000000.0,1.0, , , ,45000,12000
7158188,3,2,64,1,2,1,3,3,6,1,7,5,7,7,8,2,8,0,2,1,1,1,4,3,2,1,2,1,1250833,625416,2,1,2,2,2,1,1,2,3, ,6,3,1,2,2,1.0,280000.0,1.0, ,2, ,15000,13000
7158188,3,2,64,1,2,1,3,3,6,1,7,5,7,7,8,2,8,0,2,1,1,1,4,3,2,1,2,1,1250833,625416,2,1,2,2,2,1,1,2,3, ,6,3,1,2,2,1.0,280000.0,1.0, ,2, ,15000,13000
7158330,3,1,55,1,6,1,3,3,6,1,9,6,8,7,8,2,8,2,3,2,1,1,4,4,1,1,5,3,1118333,279583,4,1,2,2,3,2,1,2,4, ,1,2,2,2,2,2.0,2100000.0,1.0, ,1, ,24000, 
7158358,3,2,41,1,2,2,3,2,6,1,8,4,7,7,8,2,8,5,3,1,1,1,6,4,1,1,3,2,1009083,168180,6,1,2,2,2,2,1,2,3, ,4,2,2,1,2,6.0,1000000.0,1.0, ,1, ,20000, 
7158400,3,2,47,1,2,2,3,2,6,1,10,2,10,3,10,2,7,2,3,1,1,1,6,4,1,1,3,2,873100,218275,4,1,2,2,1,2,2,2,1, ,4,2,2,2,2,3.0,300000.0,1.0, , , ,29000, 
7158617,3,2,19,1,5, ,2,2,6,1,10,10,10,10,7,2,8,0,3,1,2,1,4,4,2,1,4,3,2037166,679055,3,1,2,2,2,2,1,1, ,1,3,2,2,2,2,1.0,1600000.0,1.0, ,1, ,9500,5000
7158617,3,2,19,1,5, ,2,2,6,1,10,10,10,10,7,2,8,0,3,1,2,1,4,4,2,1,4,3,2037166,679055,3,1,2,2,2,2,1,1, ,1,3,2,2,2,2,1.0,1600000.0,1.0, ,1, ,9500,5000
7158617,3,2,19,1,5, ,2,2,6,1,10,10,10,10,7,2,8,0,3,1,2,1,4,4,2,1,4,3,2037166,679055,3,1,2,2,2,2,1,1, ,1,3,2,2,2,2,1.0,1600000.0,1.0, ,1, ,9500,5000
7159276,3,2,40,1,5, ,2,2,5,1,9,7,8,7,7,3,7,2,4,1,1,5,5,4,1,1,3,2,1127500,375833,3,1,2,2,2,2,1,2,3, ,4,2,2,2,2,1.0,3690000.0,1.0,1, , ,15000, 
7159280,3,2,53,1,2,1,3,2,5,1,5,1,2,0,3,9,8,1,4,1,1,1,4,1,1,1,4,3,1108666,277166,4,1,3,2,3,2,1,2,3, ,1,2,2,2,2,1.0,580000.0,1.0,2,1, ,24000, 
7159294,3,1,77,1,5, ,3,3,6,1,3,2,3,9,9,3,4,0,4,1,3,5,5,4,1,1,1,1,703333,703333,1,1,3,2,4,2,2,2,1, ,1,2,2,2,2,1.0,1460000.0,1.0, ,1, ,15000, 
7159300,3,2,51,1,5, ,2,3,5,1,10,1,5,2,5,7,3,5,4,1,1,5,5,4,1,1,3,3,850000,121428,7,1,2,2,3,1,1,2,3, ,1,2,2,2,2,4.0,580000.0,1.0,1,1, ,65000, 
7159306,3,2,39,1,2,1,2,2,5,1,2,6,8,8,1,8,10,2,4,1,1,5,5,4,1,1,3,2,1960000,490000,4,1,4,2,2,1,1,2,3, ,1,2,2,2,2,4.0,2340000.0,1.0,1,1, ,40000, 
7159316,3,1,33,1,2,1,2,2,5,2,8,8,6,9,10,0,8,2,4,1,1,1,6,1,1,1,3,2,927500,231875,4,1,3,2,2,2,1,2,7, ,1,2,2,2,2,1.0,990000.0,1.0, ,1, ,25000, 
7159317,3,2,41,1,2,1,3,2,5,1,6,5,5,5,4,0,6,2,4,1,2,1,6,1,1,1,4,3,1580000,395000,4,1,3,2,2,2,1,2,4, ,1,2,2,2,2,1.0,900000.0,1.0,2,1, ,15000, 
7159326,3,2,35,1,5, ,3,2,5,2,8,7,8,5,7,5,10,2,4,1,1,1,6,4,1,1,3,1,735000,183750,4,1,3,2,2,2,1,2,7, ,1,2,2,2,2,3.0,580000.0,1.0, ,1, ,20000, 
7159331,3,2,33,1,5, ,2,2,5,1,6,99,10,8,6,4,7,1,4,1,1,5,5,4,1,1,2,1,250000,125000,2,1,2,2,2,2,1,1, ,1,4,2,2,1,2,1.0,800000.0,1.0, ,1, ,15000, 
7159334,3,2,52,1,3, ,3,3,5,1,10,6,6,6,10,0,9,1,4,1,2,1,4,1,1,1,3,2,1181666,590833,2,1,2,2,3,2,1,2,3, ,1,2,2,2,2,1.0,500000.0,1.0, ,1, ,47000, 
7159339,3,1,58,1,2,1,2,2,5,2,7,5,8,8,10,0,8,1,4,1,1,1,4,1,1,1,4,3,1554166,518055,3,1,2,2,2,2,1,2,3, ,1,2,2,2,2,1.0,470000.0,1.0,1,3, ,70000, 
7159340,3,2,32,1,2,1,3,2,5,2,6,8,8,10,8,0,8,3,4,1,1,1,6,1,1,1,2,1,3285520,657104,5,1,3,2,3,2,1,2,7, ,1,1,2,1,2,4.0,997000.0,1.0,3,1, ,15000, 
7159345,3,2,51,1,2,1,3,3,5,2,8,99,6,8,10,0,8,0,4,1,1,5,5,4,1,1,3,1,666666,333333,2,1,3,2,2,2,1,2,5, ,4,2,2,2,2,1.0,800000.0,1.0, ,2, ,30000, 
7159345,3,2,51,1,2,1,3,3,5,2,8,99,6,8,10,0,8,0,4,1,1,5,5,4,1,1,3,1,666666,333333,2,1,3,2,2,2,1,2,5, ,4,2,2,2,2,1.0,800000.0,1.0, ,2, ,30000, 
7159356,3,2,36,1,2,1,2,2,5,1,3,1,7,1,6,2,4,3,4,1,1,5,5,4,1,1,3,2,1839949,367989,5,1,3,2,3,2,1,2,4, ,1,2,2,2,2,5.0,840000.0,1.0, ,1, ,21000, 
7159358,3,2,62,1,5, ,3,3,5,1,7,3,6,2,6,1,8,2,4,1,1,1,6,4,1,1,3,2,1646916,235273,7,1,2,2,3,2,1,2,3, ,1,2,2,2,2,6.0,995000.0,1.0, , , ,32000, 
7159363,3,2,44,1,2,1,3,2,5,1,7,99,7,7,10,8,8,5,4,1,1,1,6,1,1,1,5,4,2231666,247962,9,1,2,2,2,2,1,2,5, ,4,2,2,1,2,1.0,800000.0,1.0, ,1, ,20000, 
7159378,3,2,50,1,4, ,3,3,5,1,8,6,8,8,10,0,10,1,4,2,1,1,6,4,1,1,3,1,754416,377208,2,1,2,2,2,1,1,2,4, ,1,2,2,1,2,1.0,533000.0,1.0, ,1, ,30000, 
7159390,3,2,51,1,5, ,2,2,5,1,7,99,5,4,10,0,7,2,4,2,1,5,6,4,1,1,4,3,925000,308333,3,1,2,2,2,1,2,2,1, ,4,2,2,1,2,1.0,900000.0,1.0, ,1, ,35000, 
7159654,3,1,29,1,5, ,2,1,6,1,5,7,6,7,6,3,8,0,3,2,1,1,4,3,2,1,2,2,1147000,382333,3,1,3,2,2,2,1,2,5, ,1,1,2,2,2,1.0,408000.0,1.0,1,2, ,86000, 
7159654,3,1,29,1,5, ,2,1,6,1,5,7,6,7,6,3,8,0,3,2,1,1,4,3,2,1,2,2,1147000,382333,3,1,3,2,2,2,1,2,5, ,1,1,2,2,2,1.0,408000.0,1.0,1,2, ,86000, 
7159654,3,1,29,1,5, ,2,1,6,1,5,7,6,7,6,3,8,0,3,2,1,1,4,3,2,1,2,2,1147000,382333,3,1,3,2,2,2,1,2,5, ,1,1,2,2,2,1.0,408000.0,1.0,1,2, ,86000, 
7160282,3,2,53,1,2,1,3,3,5,2,9,5,7,7,9,0,9,1,4,1,1,1,4,4,1,1,5,4,3433333,858333,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2,1.0,800000.0,1.0,3,3, ,40000, 
7160469,3,2,60,1,4, ,3,3,5,1,10,4,5,5,8,0,10,0,4,2,1,5,5,4, ,1,4,2,313833,156916,2,1,3,2,3,1,2,2,1, ,1,2,2,2,2,1.0,1433000.0,1.0, , , , , 
7160469,3,2,60,1,4, ,3,3,5,1,10,4,5,5,8,0,10,0,4,2,1,5,5,4, ,1,4,2,313833,156916,2,1,3,2,3,1,2,2,1, ,1,2,2,2,2,1.0,1433000.0,1.0, , , , , 
7160682,3,1,24,1,5, ,2,2,1,1,8,7,7,9,8,3,7,0,9,2,1,1,6,3,1,1,3,2,545000,272500,2,1,3,2,3,2,1,1, ,1,3,2,2,2,2,1.0,600000.0,1.0, , , ,2000, 
7160682,3,1,24,1,5, ,2,2,1,1,8,7,7,9,8,3,7,0,9,2,1,1,6,3,1,1,3,2,545000,272500,2,1,3,2,3,2,1,1, ,1,3,2,2,2,2,1.0,600000.0,1.0, , , ,2000, 
7161347,3,1,40,1,2,1,2,2,6,1,5,4,3,8,0,0,8,1,3,2,1,5,6,4,1,1,4,2,1580000,526666,3,1,4,2,2,2,1,2,3, ,1,2,2,2,2,1.0,6000000.0,1.0, ,1, ,40000, 
7161705,3,2,36,1,4, ,3,1,6,2,5,4,4,3,5,3,0,4,7,1,2,1,4,1,1,1,4,3,490000,81666,6,1,3,2,3,2,2,2,3, ,4,2,2,2,2,5.0,700000.0,1.0,1,2, ,69500,45000
7161713,3,2,54,1,4, ,3,1,6,2,9,7,8,8,8,8,8,1,7,1,2,1,4,1,1,1,4,2,3072125,1024041,3,1,1,2,1,2,1,2,11, ,1,1,2,2,2,1.0,420000.0,1.0,1,2, ,24000,8200
