Hijos,Edad,Cultura,Felicidad,Ingreso_Hogares,Ingreso_Per_capita,Nivel_educativo,Actividad
2,50,6,7,4864000,1216000,6,1
0,29,6,10,4300000,4300000,9,1
2,40,6,9,17563466,4390866,13,1
2,37,6,8,17563466,4390866,13,1
0,57,6,10,8000000,4000000,11,1
0,57,6,10,8000000,4000000,11,1
0,51,6,10,8000000,4000000,5,4
0,51,6,10,8000000,4000000,5,4
1,79,6,8,3657432,1828716,4,4
2,76,6,0,13083333,3270833,3,1
2,70,6,10,13083333,3270833,4,4
2,49,6,10,6500000,1625000,10,1
2,48,6,7,6500000,1625000,9,1
2,43,6,10,11200000,2800000,9,2
2,41,6,8,11200000,2800000,13,1
1,51,6,7,9833333,4916666,13,1
0,34,6,9,14183333,7091666,13,1
0,34,6,9,14183333,7091666,13,1
0,28,6,9,14183333,7091666,11,1
0,28,6,9,14183333,7091666,11,1
2,68,6,8,8528116,2132029,10,4
2,66,6,8,8528116,2132029,10,4
0,40,6,7,2000000,1000000,11,1
0,40,6,7,2000000,1000000,11,1
0,43,6,8,2000000,1000000,11,1
0,43,6,8,2000000,1000000,11,1
2,33,6,8,21670000,5417500,13,1
2,32,6,8,21670000,5417500,13,1
0,35,6,8,9525000,9525000,11,1
1,51,6,8,8000000,4000000,13,1
0,52,6,5,12000000,6000000,11,1
0,52,6,5,12000000,6000000,11,1
0,27,6,7,6116666,6116666,11,1
1,62,6,10,1541666,770833,5,1
0,61,6,7,4500000,2250000,6,1
0,61,6,7,4500000,2250000,6,1
0,61,6,10,4500000,2250000,5,4
0,61,6,10,4500000,2250000,5,4
0,29,6,8,3600000,3600000,11,1
3,52,6,8,21650000,4330000,13,1
3,44,6,9,21650000,4330000,13,1
1,77,6,10,994166,497083,3,4
1,59,6,10,3800000,950000,5,1
1,55,6,10,3800000,950000,9,1
0,49,6,4,400000,400000,5,4
1,83,6,8,6300000,2100000,11,4
1,85,6,9,6300000,2100000,11,4
1,63,6,7,12100000,4033333,11,1
1,55,6,2,12100000,4033333,11,1
2,48,6,7,10000000,3333333,13,1
2,25,6,10,2105000,526250,4,1
2,25,6,9,2105000,526250,4,1
1,56,6,8,2280000,456000,4,1
1,55,6,7,2280000,456000,4,1
0,31,6,9,500000,250000,3,2
0,31,6,9,500000,250000,3,2
0,30,6,6,500000,250000,5,1
0,30,6,6,500000,250000,5,1
1,39,6,8,2435000,608750,7,4
1,31,6,8,2435000,608750,4,1
1,62,6,7,1533333,511111,3,1
1,41,6,7,1533333,511111,3,4
2,30,6,10,1425000,356250,4,1
2,26,6,8,1425000,356250,5,1
0,65,6,8,1900000,633333,3,1
0,65,6,8,1900000,633333,3,1
0,65,6,8,1900000,633333,3,1
0,55,6,5,1900000,633333,3,1
0,55,6,5,1900000,633333,3,1
0,55,6,5,1900000,633333,3,1
2,59,6,6,5100000,1020000,3,1
2,52,6,6,5100000,1020000,3,4
1,45,6,10,1742000,580666,5,1
1,46,6,10,1742000,580666,4,1
1,61,6,6,880000,440000,3,4
1,21,6,9,1400000,466666,4,4
2,37,6,6,1200000,300000,4,4
1,39,6,7,2480000,826666,3,1
1,36,6,7,2480000,826666,5,4
0,23,6,10,1550000,775000,10,4
0,23,6,10,1550000,775000,10,4
1,78,6,2,1233333,616666,3,4
2,37,6,5,2280000,570000,5,1
2,36,6,6,2280000,570000,7,1
2,38,6,9,2178219,544554,3,1
2,38,6,10,2178219,544554,5,1
2,31,6,2,1261666,315416,4,1
2,32,6,5,1261666,315416,3,4
1,27,6,9,1426166,475388,5,1
1,21,6,8,1426166,475388,5,4
0,86,6,9,356666,356666,3,6
1,64,6,10,1167000,389000,3,1
1,63,6,10,1167000,389000,3,4
0,25,6,10,3350000,1675000,11,1
0,25,6,10,3350000,1675000,11,1
2,44,6,8,1237500,412500,4,1
2,60,6,8,1343449,447816,3,6
2,35,6,9,15230000,3807500,3,4
3,30,6,10,1117166,223433,5,4
1,84,6,9,916666,305555,3,5
1,52,6,10,841666,280555,3,1
1,49,6,10,841666,280555,3,4
2,43,6,10,4820833,803472,13,1
2,31,6,9,2134166,533541,4,4
1,61,6,8,1260000,210000,3,4
1,31,6,10,880000,293333,5,4
2,30,6,10,1220000,305000,5,1
1,49,6,6,1422500,474166,4,4
1,64,6,7,1248114,416038,1,4
1,18,6,7,828114,276038,4,4
2,29,6,10,1545000,386250,5,1
4,58,6,0,2435000,304375,3,5
2,52,6,10,1917000,479250,3,4
2,36,6,8,2830000,707500,1,1
2,35,6,10,2204000,551000,7,1
2,34,6,10,1640000,273333,4,4
3,63,6,10,3901333,780266,3,4
3,33,6,8,1220000,244000,4,1
0,64,6,8,1338110,669055,1,1
0,64,6,8,1338110,669055,1,1
1,18,6,9,1260000,420000,4,1
0,47,6,9,1050000,525000,3,1
0,47,6,9,1050000,525000,3,1
0,66,6,7,540000,270000,1,4
0,66,6,7,540000,270000,1,4
0,66,6,8,750000,375000,3,4
0,66,6,8,750000,375000,3,4
1,57,6,5,800000,266666,3,1
1,54,6,7,1043947,347982,3,4
1,33,6,8,1266666,422222,7,4
2,31,6,8,1216666,304166,5,4
1,33,6,9,1333333,444444,5,4
4,47,1,4,1600000,266666,3,4
0,82,6,9,804166,402083,3,4
0,82,6,9,804166,402083,3,4
0,68,6,8,716666,358333,3,4
0,68,6,8,716666,358333,3,4
2,39,6,8,4993333,1248333,11,1
1,71,6,6,1530000,306000,3,4
1,45,6,5,1595000,398750,3,4
0,44,6,4,850000,425000,3,4
0,44,6,4,850000,425000,3,4
0,63,6,4,825000,412500,3,1
0,63,6,4,825000,412500,3,1
1,25,6,10,1138000,379333,4,4
0,47,6,9,1322000,1322000,5,1
0,70,6,9,600000,300000,5,6
0,70,6,9,600000,300000,5,6
0,60,6,9,600000,300000,10,4
0,60,6,9,600000,300000,10,4
0,57,6,6,800000,800000,5,1
3,54,6,10,3604166,901041,3,1
2,30,6,6,2578000,515600,5,4
2,36,6,10,2578000,515600,5,1
0,37,6,3,1200000,1200000,5,1
2,45,6,2,3265333,816333,3,1
2,45,6,8,3265333,816333,5,1
1,49,6,9,790000,395000,4,1
1,70,6,10,1700000,566666,3,4
1,58,6,10,1700000,566666,7,4
2,74,6,9,2275000,568750,4,6
2,62,6,8,2275000,568750,3,4
0,48,6,10,1365000,1365000,7,4
1,66,6,10,2690000,896666,3,1
1,47,6,9,2690000,896666,3,1
1,42,6,9,850000,425000,5,1
2,45,6,7,1145000,286250,3,1
2,43,6,5,1145000,286250,5,1
2,23,6,8,1990000,331666,4,1
2,24,6,9,1990000,331666,3,4
0,66,6,9,875000,437500,3,1
0,66,6,9,875000,437500,3,1
3,37,6,10,1136666,227333,4,4
1,55,6,9,1730000,576666,5,4
1,49,6,9,1190000,396666,5,4
3,35,6,5,1430000,286000,5,1
0,55,6,10,1195000,597500,4,1
0,55,6,10,1195000,597500,4,1
0,52,6,10,1195000,597500,3,4
0,52,6,10,1195000,597500,3,4
3,56,6,9,3490000,581666,4,1
3,48,6,9,3490000,581666,5,1
1,65,6,9,1170000,390000,4,1
1,47,6,7,1170000,390000,5,4
2,49,6,9,3576666,894166,5,1
2,44,6,10,3576666,894166,5,2
0,58,6,10,1933333,1933333,7,4
0,66,6,8,1900000,950000,3,4
0,66,6,8,1900000,950000,3,4
0,60,6,8,1900000,950000,3,4
0,60,6,8,1900000,950000,3,4
0,71,6,9,1862500,1862500,11,4
1,58,6,10,2506666,835555,5,1
1,60,6,8,2506666,835555,5,4
3,51,6,9,2145000,429000,9,4
0,86,6,6,500000,500000,3,5
5,34,6,6,1800000,257142,3,1
2,53,6,8,2795000,698750,3,1
2,46,6,7,2795000,698750,11,1
0,50,6,8,600000,600000,3,1
0,85,6,6,248333,248333,3,1
2,80,6,5,1358333,339583,1,1
2,78,6,5,1358333,339583,3,5
1,16,6,8,750000,250000,3,4
1,72,6,5,846666,423333,3,4
1,71,6,10,479166,239583,3,4
2,31,6,4,945000,236250,7,4
1,55,6,10,858116,286038,3,4
2,42,6,7,1265400,210900,3,1
2,41,6,4,1040000,260000,3,1
2,39,6,4,1040000,260000,5,4
0,58,6,10,433333,433333,3,4
1,61,6,10,657500,219166,3,4
1,30,6,3,762500,254166,3,4
1,31,6,7,941000,313666,4,4
0,28,6,8,500000,250000,4,4
0,28,6,8,500000,250000,4,4
2,39,6,7,1305000,326250,5,4
1,35,6,8,1552500,310500,4,4
1,57,6,5,1138333,284583,3,4
2,43,6,4,1567500,391875,3,4
1,50,6,7,1596000,532000,3,4
2,65,6,4,1736000,578666,3,4
1,66,6,5,5337500,1334375,3,1
0,47,6,8,1080000,540000,3,1
0,47,6,8,1080000,540000,3,1
0,28,6,8,1080000,540000,3,4
0,28,6,8,1080000,540000,3,4
1,83,6,8,1900000,633333,5,5
1,72,6,6,1900000,633333,3,4
0,66,6,4,675000,337500,3,1
0,66,6,4,675000,337500,3,1
0,69,6,3,675000,337500,3,4
0,69,6,3,675000,337500,3,4
1,67,6,9,770833,256944,3,4
0,69,6,6,300000,300000,1,5
1,59,6,7,1900000,633333,3,1
1,49,6,8,1900000,633333,3,4
2,38,6,10,940000,313333,5,4
1,48,6,4,867500,289166,3,1
1,46,6,4,867500,289166,4,4
2,26,6,5,1120000,280000,3,1
2,30,6,4,1120000,280000,5,4
1,88,6,10,758333,252777,3,5
1,73,6,10,758333,252777,3,4
0,72,6,4,550000,275000,3,4
0,72,6,4,550000,275000,3,4
3,42,6,6,2350000,470000,3,4
0,51,6,10,633333,316666,3,4
0,51,6,10,633333,316666,3,4
0,54,6,10,600000,300000,5,4
0,54,6,10,600000,300000,5,4
3,33,6,3,1267500,253500,5,4
0,68,6,7,825000,412500,3,4
0,68,6,7,825000,412500,3,4
2,34,6,10,1164916,291229,5,1
1,79,6,10,4375000,1458333,5,4
1,73,6,10,4375000,1458333,4,4
2,55,6,10,1100000,275000,4,1
2,28,6,10,1100000,275000,3,1
2,38,6,10,7650116,1912529,5,1
2,35,6,4,7650116,1912529,3,1
0,28,6,8,3700000,1850000,5,1
0,28,6,8,3700000,1850000,5,1
0,27,6,10,3700000,1850000,5,1
0,27,6,10,3700000,1850000,5,1
0,34,6,8,5353333,1784444,13,1
0,34,6,8,5353333,1784444,13,1
0,34,6,8,5353333,1784444,13,1
2,39,6,10,865000,216250,3,4
2,40,6,10,865000,216250,1,1
1,43,6,10,925000,462500,7,4
1,27,6,10,2000000,666666,4,1
1,23,6,10,2000000,666666,5,1
1,61,6,10,2650000,883333,1,1
1,57,6,10,2650000,883333,1,4
0,37,6,10,4091666,4091666,13,1
0,41,6,9,2840000,2840000,13,1
0,72,6,10,6375000,6375000,13,4
0,63,6,10,4041666,2020833,5,6
0,63,6,10,4041666,2020833,5,6
0,60,6,10,4041666,2020833,4,4
0,60,6,10,4041666,2020833,4,4
1,74,6,10,7991666,3995833,11,6
0,52,6,10,5100000,2550000,13,1
0,52,6,10,5100000,2550000,13,1
0,51,6,10,5100000,2550000,11,1
0,51,6,10,5100000,2550000,11,1
0,35,6,7,2050000,2050000,11,6
0,73,6,10,3566666,1783333,3,4
0,73,6,10,3566666,1783333,3,4
0,79,6,8,3566666,1783333,5,5
0,79,6,8,3566666,1783333,5,5
0,72,6,10,570000,285000,3,4
0,72,6,10,570000,285000,3,4
3,35,6,5,2166157,433231,6,1
3,29,6,5,2166157,433231,7,1
2,34,6,9,3591000,1197000,7,6
0,45,6,9,1200000,1200000,4,1
3,46,6,9,2887698,721924,5,6
1,50,6,9,5083333,1016666,5,1
1,44,6,10,5083333,1016666,5,4
1,36,6,8,1200000,400000,9,1
1,31,6,8,1200000,400000,9,4
1,66,6,8,1647125,823562,3,4
0,57,6,7,1184000,592000,4,1
0,57,6,7,1184000,592000,4,1
0,50,6,7,1184000,592000,3,4
0,50,6,7,1184000,592000,3,4
2,37,6,9,1080000,270000,3,1
2,28,6,9,1080000,270000,4,4
0,52,6,9,1300000,650000,3,1
0,52,6,9,1300000,650000,3,1
0,48,6,9,1300000,650000,5,4
0,48,6,9,1300000,650000,5,4
2,54,6,9,860000,215000,3,1
2,29,6,10,860000,215000,3,4
3,47,6,8,2535000,422500,4,1
1,57,6,9,1640000,410000,1,4
0,64,6,10,1847125,615708,4,4
0,64,6,10,1847125,615708,4,4
0,64,6,10,1847125,615708,4,4
1,66,6,9,2115000,352500,3,6
1,65,6,6,800000,266666,4,4
1,34,6,10,2536666,634166,7,4
0,51,6,9,750000,375000,3,4
0,51,6,9,750000,375000,3,4
1,24,6,10,2060000,343333,5,4
1,37,6,10,1450000,290000,3,4
1,84,6,9,990000,330000,1,5
0,54,6,10,950000,475000,3,4
0,54,6,10,950000,475000,3,4
3,43,6,9,1750000,350000,3,4
0,53,6,9,716666,358333,3,4
0,53,6,9,716666,358333,3,4
1,59,6,6,1006666,335555,3,4
0,52,6,7,504166,252083,3,4
0,52,6,7,504166,252083,3,4
1,26,6,9,820500,273500,5,4
0,72,6,5,424166,212083,3,4
0,72,6,5,424166,212083,3,4
3,65,6,7,1155041,231008,3,1
0,57,6,5,1350000,675000,3,4
0,57,6,5,1350000,675000,3,4
0,52,6,4,656666,328333,3,4
0,52,6,4,656666,328333,3,4
1,27,6,7,691250,230416,3,4
1,28,6,6,830500,276833,3,4
1,58,6,5,1154166,230833,3,4
0,45,6,10,500000,250000,5,4
0,45,6,10,500000,250000,5,4
1,62,6,10,1456666,242777,3,4
0,38,6,10,1462616,1462616,7,1
4,36,6,10,4855782,809297,7,1
4,38,6,10,4855782,809297,9,4
0,55,6,8,1678116,839058,3,1
0,55,6,8,1678116,839058,3,1
1,54,6,8,4255000,1418333,7,4
1,47,6,10,4255000,1418333,11,1
0,29,6,9,1400000,1400000,10,1
0,64,6,9,3800000,1900000,3,1
0,64,6,9,3800000,1900000,3,1
0,61,6,6,3800000,1900000,13,1
0,61,6,6,3800000,1900000,13,1
2,32,6,10,2167532,541883,9,1
2,28,6,7,2167532,541883,9,4
2,41,6,7,1067500,266875,3,4
2,34,6,9,2537500,634375,11,1
4,35,6,4,1525000,254166,5,4
0,73,6,10,2694251,1347125,5,4
0,73,6,10,2694251,1347125,5,4
3,34,6,8,20740000,4148000,5,4
2,50,6,5,950000,237500,3,4
2,54,6,7,3083333,513888,5,1
2,50,6,7,3083333,513888,3,4
3,39,6,9,1578116,263019,3,1
3,35,6,10,1578116,263019,5,4
1,49,6,0,703500,234500,5,1
4,38,6,8,1508616,251436,3,1
4,33,6,9,1508616,251436,7,1
1,35,6,6,731250,243750,5,1
1,35,6,8,731250,243750,4,4
1,43,6,9,5425000,1356250,13,1
0,75,6,10,610000,305000,1,4
0,75,6,10,610000,305000,1,4
0,36,6,9,1250000,625000,3,1
0,36,6,9,1250000,625000,3,1
0,23,6,6,1250000,625000,5,1
0,23,6,6,1250000,625000,5,1
0,81,6,8,983333,491666,3,1
0,81,6,8,983333,491666,3,1
0,77,6,9,983333,491666,3,4
0,77,6,9,983333,491666,3,4
3,53,6,8,1320500,264100,3,2
3,58,6,9,1320500,264100,3,1
1,61,6,9,9298333,3099444,5,1
1,61,6,9,9298333,3099444,5,4
1,54,6,8,1660000,553333,5,1
1,54,6,8,1660000,553333,5,4
1,80,6,9,1225000,612500,3,5
1,81,6,2,1005000,335000,3,5
1,68,6,9,1720000,573333,3,1
1,45,6,10,1720000,573333,3,1
1,55,6,8,1500000,500000,3,1
1,62,6,9,1500000,500000,3,4
2,38,6,9,820000,273333,4,1
1,48,6,7,600000,300000,4,1
3,27,6,5,2106333,421266,4,1
3,29,6,6,2106333,421266,5,1
1,45,6,9,5803000,1934333,10,1
0,60,6,9,1266666,633333,11,1
0,60,6,9,1266666,633333,11,1
1,44,6,8,966666,322222,3,1
1,24,6,8,966666,322222,5,4
1,72,6,9,1300000,650000,4,1
1,21,6,8,1127500,375833,4,1
1,21,6,9,1127500,375833,7,1
0,47,6,9,800000,400000,3,4
0,47,6,9,800000,400000,3,4
3,34,6,9,2221000,444200,10,1
0,26,6,8,1362500,1362500,11,2
2,57,6,9,2786666,696666,3,1
2,50,6,9,2786666,696666,5,1
3,38,6,8,1205448,241089,5,1
3,33,6,8,1205448,241089,5,4
1,46,6,9,2733333,911111,3,1
1,45,6,9,2733333,911111,5,4
3,48,6,8,1765365,353073,5,1
3,45,6,8,1765365,353073,5,4
0,73,6,6,2100000,1050000,3,4
0,73,6,6,2100000,1050000,3,4
0,75,6,5,2100000,1050000,3,5
0,75,6,5,2100000,1050000,3,5
1,53,6,7,1953333,976666,5,1
0,77,6,5,2100000,1050000,3,4
0,77,6,5,2100000,1050000,3,4
0,74,6,6,2100000,1050000,3,4
0,74,6,6,2100000,1050000,3,4
2,45,6,8,1693032,423258,5,1
2,47,6,8,1693032,423258,11,4
2,46,6,4,3251250,812812,11,1
2,39,6,9,3251250,812812,7,1
0,70,6,6,1900000,1900000,3,4
2,50,6,8,2515305,628826,5,1
2,46,6,8,2515305,628826,5,4
1,25,6,5,900000,300000,5,1
1,19,6,5,900000,300000,5,4
2,28,6,6,1096024,274006,4,1
2,35,6,6,1096024,274006,5,4
0,44,6,8,750000,750000,11,1
2,26,6,6,1036757,259189,4,4
1,33,6,8,684000,228000,3,4
0,20,6,9,1202500,300625,5,4
0,20,6,9,1202500,300625,5,4
0,20,6,9,1202500,300625,5,4
0,20,6,9,1202500,300625,5,4
0,26,6,9,3300000,1650000,11,1
0,26,6,9,3300000,1650000,11,1
1,24,6,2,2742449,914149,5,1
1,22,6,9,2742449,914149,7,1
2,71,6,7,10576666,1057666,3,4
1,82,6,10,20200000,5050000,3,5
1,78,6,10,20200000,5050000,3,4
0,43,1,8,1217010,1217010,7,1
1,64,6,7,2100000,700000,5,1
1,49,6,6,2100000,700000,3,4
3,50,6,10,1085000,217000,4,4
3,52,6,10,1085000,217000,4,1
1,25,6,9,2120000,706666,5,1
1,26,6,7,2120000,706666,5,1
1,29,6,9,2215000,738333,4,1
1,29,6,10,2215000,738333,5,1
2,39,6,6,1746232,349246,3,1
1,45,6,10,1378116,275623,5,4
2,41,6,10,3658000,902083,10,4
2,42,6,10,3658000,902083,4,1
0,49,6,10,10800000,10800000,3,1
0,69,6,7,12825000,4275000,11,4
0,69,6,7,12825000,4275000,11,4
0,69,6,7,12825000,4275000,11,4
0,70,6,7,12825000,4275000,13,6
0,70,6,7,12825000,4275000,13,6
0,70,6,7,12825000,4275000,13,6
1,26,6,4,900000,300000,5,1
1,23,6,5,900000,300000,5,4
1,54,6,10,2054814,513703,3,4
0,38,6,8,1500000,1500000,5,1
1,71,6,6,2161782,432356,1,6
1,68,1,7,2161782,432356,3,4
2,38,6,6,2441666,610416,9,4
2,45,6,9,2441666,610416,5,1
0,56,6,10,4900000,980000,11,4
0,56,6,10,4900000,980000,11,4
0,56,6,10,4900000,980000,11,4
0,56,6,10,4900000,980000,11,4
0,56,6,10,4900000,980000,11,4
3,30,6,8,1050000,262500,4,4
3,51,6,8,1700000,340000,5,1
3,42,6,10,1700000,340000,10,1
0,41,6,10,3304166,1652083,5,1
0,41,6,10,3304166,1652083,5,1
0,32,6,10,3304166,1652083,10,1
0,32,6,10,3304166,1652083,10,1
2,57,6,10,2852500,407500,4,4
1,30,6,8,1588698,529566,9,2
2,48,6,7,2604166,520833,7,1
2,46,6,5,2604166,520833,5,1
1,64,6,9,8135833,1627166,5,4
1,58,6,8,8135833,1627166,5,4
1,65,6,9,1600000,533333,3,4
1,56,6,8,6492666,1623166,4,1
2,42,6,7,4334597,619228,5,1
2,39,6,10,4334597,619228,5,4
3,50,6,9,1780000,296666,4,1
3,49,6,8,1789870,357974,3,1
2,68,6,0,1140000,380000,3,4
2,57,6,3,2692219,897406,3,1
0,74,6,9,1200000,1200000,3,4
0,58,6,10,762500,381250,7,2
0,58,6,10,762500,381250,7,2
0,52,6,9,762500,381250,5,4
0,52,6,9,762500,381250,5,4
0,83,6,10,548750,274375,3,5
0,83,6,10,548750,274375,3,5
0,74,6,9,548750,274375,3,4
0,74,6,9,548750,274375,3,4
1,80,6,8,541666,270833,3,5
0,64,6,4,644166,644166,3,1
2,70,6,9,2253264,563316,3,4
2,62,6,9,2253264,563316,3,1
2,27,6,10,1170000,292500,5,4
2,55,6,8,7340833,1468166,5,4
2,37,6,5,7340833,1468166,5,4
2,50,6,10,3236666,539444,7,4
2,48,6,10,3236666,539444,5,1
0,59,6,7,875000,875000,5,1
2,51,6,10,4015000,1003750,5,1
2,33,6,10,4015000,1003750,5,4
1,49,6,8,3627000,1813500,9,1
1,72,6,10,2102500,700833,3,4
2,49,6,7,6515324,1628831,5,1
2,43,6,8,6515324,1628831,7,4
0,35,6,10,2700000,900000,5,1
0,35,6,10,2700000,900000,5,1
0,35,6,10,2700000,900000,5,1
1,45,6,10,812000,270666,4,4
0,52,1,8,9199166,3066388,11,1
0,52,1,8,9199166,3066388,11,1
0,52,1,8,9199166,3066388,11,1
0,55,1,8,9199166,3066388,11,6
0,55,1,8,9199166,3066388,11,6
0,55,1,8,9199166,3066388,11,6
2,37,6,9,2462500,615625,5,1
2,43,6,9,2462500,615625,3,1
1,61,6,5,1643121,821560,3,4
2,59,6,9,7900000,1975000,11,1
2,54,6,7,7900000,1975000,11,4
0,67,6,10,12700000,6350000,13,4
0,67,6,10,12700000,6350000,13,4
0,69,6,6,12700000,6350000,11,4
0,69,6,6,12700000,6350000,11,4
4,54,6,5,5888333,841190,5,1
4,44,1,9,5888333,841190,6,4
2,39,6,10,7500000,1875000,11,1
1,34,6,5,1000000,500000,6,1
2,67,6,5,2032704,508176,3,1
2,30,6,8,7703666,1925916,7,1
2,31,6,8,7703666,1925916,9,1
2,43,6,8,960000,240000,3,1
2,36,6,7,960000,240000,4,4
2,31,6,10,1120000,224000,1,4
2,29,6,9,4152666,1038166,5,1
1,50,6,8,2208333,736111,3,4
1,25,6,10,984166,246041,5,2
2,34,6,8,3600000,900000,5,1
2,29,6,5,3600000,900000,11,1
3,47,6,9,3387000,846750,7,1
1,54,6,5,840000,210000,5,4
0,82,6,8,10950000,10950000,5,4
0,35,6,8,2935333,2935333,7,1
0,36,6,8,800000,800000,5,1
1,76,6,9,2098000,1049000,3,1
2,55,6,8,3511377,877844,4,1
2,54,6,8,3511377,877844,3,4
0,60,6,7,7475000,3437500,5,4
0,60,6,7,7475000,3437500,5,4
0,60,6,7,7475000,3437500,5,4
0,70,6,5,1950000,650000,3,4
0,70,6,5,1950000,650000,3,4
0,70,6,5,1950000,650000,3,4
0,48,6,10,1190000,595000,3,4
0,48,6,10,1190000,595000,3,4
0,51,6,0,850000,425000,4,1
0,51,6,0,850000,425000,4,1
1,32,6,9,1054125,351375,5,1
1,26,6,10,1054125,351375,7,4
0,57,6,10,828116,828116,4,1
2,45,6,6,3674009,918502,5,1
2,29,6,10,3674009,918502,5,4
1,24,6,10,1340000,446666,3,1
1,36,6,8,1340000,446666,7,1
2,33,6,5,1138116,379372,5,1
0,55,1,0,950000,950000,3,1
0,73,6,10,1728116,1728116,3,1
0,72,6,10,1293116,431038,3,4
0,72,6,10,1293116,431038,3,4
0,72,6,10,1293116,431038,3,4
0,73,6,6,1145833,1145833,3,1
0,68,6,10,675416,675416,3,1
0,69,6,10,1225416,612708,3,4
0,69,6,10,1225416,612708,3,4
0,79,6,5,1225416,612708,1,5
0,79,6,5,1225416,612708,1,5
0,84,5,9,294166,294166,3,6
1,79,6,10,852083,284027,3,4
0,77,6,7,700000,700000,3,4
0,42,6,10,2708116,1354058,11,1
0,42,6,10,2708116,1354058,11,1
1,43,6,10,2097500,699166,5,2
1,56,6,4,2097500,699166,5,1
1,34,6,6,1230000,410000,5,2
1,52,6,6,1230000,410000,5,4
1,70,6,9,1400000,700000,4,1
1,30,6,10,1915000,638333,3,1
1,29,6,8,1915000,638333,7,4
0,55,1,10,1184666,236933,3,4
0,55,1,10,1184666,236933,3,4
0,55,1,10,1184666,236933,3,4
0,55,1,10,1184666,236933,3,4
0,55,1,10,1184666,236933,3,4
0,65,6,10,400000,400000,4,1
1,21,6,10,800000,266666,5,4
0,22,6,8,1730000,1730000,5,1
1,41,6,7,2158333,1079166,3,1
1,28,6,8,1046166,348722,7,1
2,29,6,7,2572500,643125,5,1
2,36,1,9,1360000,340000,3,4
3,28,6,10,1855000,371000,5,1
2,76,6,9,7308333,812037,3,1
1,66,6,5,4000000,1333333,3,1
1,33,6,6,4000000,1333333,5,1
1,61,5,8,2300000,575000,5,1
1,65,6,10,2300000,575000,4,4
1,63,6,5,5897125,1474281,3,4
0,61,6,8,2309776,1154888,4,1
0,61,6,8,2309776,1154888,4,1
0,58,6,10,2309776,1154888,4,1
0,58,6,10,2309776,1154888,4,1
1,73,6,9,2800000,700000,5,1
1,72,6,8,2800000,700000,3,4
1,36,6,8,1040000,346666,5,1
0,65,6,4,5097000,2548500,3,1
0,65,6,4,5097000,2548500,3,1
0,61,6,6,5097000,2548500,3,1
0,61,6,6,5097000,2548500,3,1
1,60,6,8,5106449,2553224,7,4
0,78,6,8,4000000,2000000,5,5
0,78,6,8,4000000,2000000,5,5
0,73,6,10,4000000,2000000,5,1
0,73,6,10,4000000,2000000,5,1
1,28,6,8,1938000,646000,4,1
1,26,6,7,1938000,646000,5,1
2,58,6,7,1500000,375000,4,1
2,59,6,9,1500000,375000,5,4
0,56,6,3,650000,325000,4,1
0,56,6,3,650000,325000,4,1
1,51,6,8,5400000,1800000,13,1
2,58,6,8,5298833,1324708,5,1
2,54,6,8,5298833,1324708,5,4
0,87,6,10,1894782,1894782,3,5
1,57,6,10,8291666,2763888,11,6
1,84,6,10,8291666,2763888,1,6
0,54,6,8,7916666,3958333,13,1
0,54,6,8,7916666,3958333,13,1
0,52,6,8,7916666,3958333,13,1
0,52,6,8,7916666,3958333,13,1
1,79,6,10,4433333,1477777,7,6
1,79,6,10,4433333,1477777,4,4
1,58,6,7,2283333,761111,7,1
2,51,6,8,3507397,1169132,5,4
2,33,6,10,2507500,626875,7,4
2,33,6,10,2507500,626875,10,1
0,67,6,9,5214593,5214593,10,1
0,25,6,10,1282032,1282032,9,1
2,35,6,10,1526292,508764,5,1
0,35,6,9,1070000,535000,5,2
0,35,6,9,1070000,535000,5,2
0,27,6,10,1070000,535000,5,1
0,27,6,10,1070000,535000,5,1
0,27,6,8,1928116,964058,11,1
0,27,6,8,1928116,964058,11,1
0,34,6,7,1928116,964058,7,1
0,34,6,7,1928116,964058,7,1
1,38,6,10,9850000,3283333,13,1
1,31,6,7,9850000,3283333,9,4
1,59,6,10,7216666,2405555,13,4
1,55,6,10,7216666,2405555,11,1
1,68,6,9,10833333,2708333,5,4
1,60,6,9,10833333,2708333,13,1
3,52,6,10,5320730,1064146,3,1
3,47,6,9,5320730,1064146,4,1
2,50,6,9,8000000,2000000,4,1
2,44,6,7,8000000,2000000,5,4
1,61,6,10,4360148,2180074,5,1
0,47,6,10,866666,433333,4,1
0,47,6,10,866666,433333,4,1
3,33,6,9,1244782,248956,5,4
0,80,6,8,2280000,1140000,3,1
0,80,6,8,2280000,1140000,3,1
0,71,6,10,2280000,1140000,1,4
0,71,6,10,2280000,1140000,1,4
3,32,6,10,1151615,230323,11,1
3,29,6,6,1151615,230323,7,4
2,38,6,10,1295000,431666,7,4
0,53,6,10,3026326,1513163,3,1
0,53,6,10,3026326,1513163,3,1
0,42,6,10,3026326,1513163,7,1
0,42,6,10,3026326,1513163,7,1
0,71,6,9,7858333,2619444,11,5
0,71,6,9,7858333,2619444,11,5
0,71,6,9,7858333,2619444,11,5
0,71,6,9,7858333,2619444,11,4
0,71,6,9,7858333,2619444,11,4
0,71,6,9,7858333,2619444,11,4
2,106,6,7,6028110,2009370,3,5
3,37,6,10,1244365,248873,5,1
3,32,6,10,1244365,248873,3,4
2,49,6,8,1100000,275000,5,1
2,50,6,8,1100000,275000,7,4
