Hijos,Edad,Cultura,Felicidad,Ingreso_Hogares,Ingreso_Per_capita,Nivel_educativo,Actividad
0,81,6,7,1717500,572500,5,6
0,81,6,7,1717500,572500,5,6
0,76,6,7,1717500,572500,3,4
0,76,6,7,1717500,572500,3,4
0,76,6,7,1717500,572500,3,4
0,49,6,8,1028669,514334,5,1
0,49,6,8,1028669,514334,5,1
0,43,6,7,1028669,514334,4,4
0,43,6,7,1028669,514334,4,4
0,70,6,0,640000,213333,3,4
0,70,6,0,640000,213333,3,4
0,70,6,0,640000,213333,3,4
0,62,6,7,1014166,338055,4,4
0,62,6,7,1014166,338055,4,4
0,62,6,7,1014166,338055,4,4
1,57,6,7,852500,213125,3,4
1,59,6,7,1300000,433333,3,4
0,16,6,9,1228000,614000,4,4
0,16,6,9,1228000,614000,4,4
2,54,6,8,1973000,493250,1,4
3,45,6,8,2255000,375833,3,4
0,69,6,2,816666,272222,3,4
0,69,6,2,816666,272222,3,4
0,69,6,2,816666,272222,3,4
1,43,6,9,4090000,1363333,13,1
0,67,6,9,1219083,406361,3,4
0,67,6,9,1219083,406361,3,4
0,67,6,9,1219083,406361,3,4
2,50,6,8,2603166,650791,5,4
1,21,6,10,1100000,366666,3,4
0,32,6,10,1000000,500000,5,4
0,32,6,10,1000000,500000,5,4
2,28,6,10,1163116,290779,5,4
2,29,6,3,1098333,274583,5,4
1,24,6,1,734000,244666,3,4
0,58,1,8,500000,250000,1,4
0,58,1,8,500000,250000,1,4
0,19,1,10,500000,250000,1,4
0,19,1,10,500000,250000,1,4
1,42,6,10,1313333,437777,5,4
1,60,6,10,1100000,275000,5,4
1,58,6,10,708333,236111,5,4
0,55,6,9,1300000,433333,3,4
0,55,6,9,1300000,433333,3,4
0,55,6,9,1300000,433333,3,4
4,32,6,10,1440000,240000,5,6
1,43,6,10,1550000,516666,3,4
1,34,6,10,1017500,339166,4,1
2,30,6,10,1383000,345750,5,1
2,47,6,10,1045000,261250,5,4
2,38,6,10,1515000,378750,4,4
0,60,6,10,1350000,675000,4,4
0,60,6,10,1350000,675000,4,4
0,60,6,10,721666,360833,3,4
0,60,6,10,721666,360833,3,4
2,30,6,10,1130000,282500,5,4
1,65,6,9,1260000,420000,3,4
3,43,6,10,1161250,232250,3,4
4,45,6,9,1705000,284166,3,4
0,67,1,7,700000,350000,1,4
0,67,1,7,700000,350000,1,4
3,39,6,5,2420000,484000,3,4
3,43,6,9,1350000,270000,3,4
0,47,6,9,603000,301500,1,4
0,47,6,9,603000,301500,1,4
4,26,6,10,1672500,278750,3,4
3,30,5,9,1470000,294000,3,4
1,46,6,6,770000,256666,4,4
0,19,6,9,900000,450000,5,4
0,19,6,9,900000,450000,5,4
1,43,6,10,1376666,344166,3,4
1,22,6,0,1536666,512222,4,4
2,56,6,10,4633333,926666,3,4
1,31,6,10,1068333,356111,1,4
4,59,6,10,3477500,579583,3,4
0,78,6,10,631666,315833,3,4
0,78,6,10,631666,315833,3,4
0,78,6,8,631666,315833,3,4
0,78,6,8,631666,315833,3,4
3,26,6,10,2285000,380833,3,4
3,45,6,9,2726232,454372,3,4
2,47,6,10,4579782,1144945,4,4
0,52,6,6,930000,465000,3,4
0,52,6,6,930000,465000,3,4
1,44,6,9,2097166,524291,3,4
1,53,6,10,1380000,460000,3,4
0,28,6,10,500000,250000,3,4
0,28,6,10,500000,250000,3,4
1,51,6,8,750000,250000,3,4
1,37,6,10,2111666,703888,3,1
0,64,6,10,953716,476858,3,4
0,64,6,10,953716,476858,3,4
0,42,6,10,1100000,550000,5,4
0,42,6,10,1100000,550000,5,4
2,32,6,10,3793333,573333,4,4
1,42,6,2,2120000,706666,1,4
2,46,6,10,2878333,719583,3,1
3,37,6,10,2492500,498500,1,1
0,61,6,10,666666,333333,4,4
0,61,6,10,666666,333333,4,4
1,64,6,9,1980000,495000,3,4
2,25,6,7,1170000,292500,3,4
2,53,6,6,1501666,375416,3,4
0,59,6,6,1200000,600000,3,1
0,59,6,6,1200000,600000,3,1
1,41,6,8,754166,251388,3,4
3,37,6,10,1170000,234000,5,4
2,44,6,10,1248333,312083,3,1
0,64,6,10,1845000,922500,3,4
0,64,6,10,1845000,922500,3,4
1,27,6,10,1000000,333333,11,4
1,20,6,10,1190000,396666,4,4
1,58,6,10,1080000,360000,3,4
1,35,6,10,776916,258972,3,4
0,47,6,7,3300000,1650000,7,4
0,47,6,7,3300000,1650000,7,4
1,31,6,5,1430000,476666,3,4
1,35,6,8,1630000,543333,5,4
1,28,6,8,743333,247777,3,4
1,50,6,8,1850000,616666,4,4
0,43,6,2,650000,325000,3,4
0,43,6,2,650000,325000,3,4
0,20,6,8,900000,450000,3,4
0,20,6,8,900000,450000,3,4
0,28,6,8,880000,440000,5,4
0,28,6,8,880000,440000,5,4
4,40,1,9,2681666,446944,3,4
2,33,6,9,1100000,275000,4,4
1,43,6,8,1152500,384166,4,4
2,29,6,8,2245000,374166,4,4
1,46,6,8,1600000,533333,3,4
0,63,6,7,900000,450000,3,4
0,63,6,7,900000,450000,3,4
0,62,6,9,906666,453333,3,4
0,62,6,9,906666,453333,3,4
0,55,6,7,750000,375000,3,4
0,55,6,7,750000,375000,3,4
4,41,6,8,2545000,424166,4,4
3,32,6,9,1460000,292000,1,4
0,31,6,10,430000,215000,5,4
0,31,6,10,430000,215000,5,4
0,38,6,8,400000,400000,5,1
0,68,6,3,742500,247500,3,4
0,68,6,3,742500,247500,3,4
0,68,6,3,742500,247500,3,4
0,62,6,8,350000,350000,3,1
2,30,6,10,1555833,388958,4,4
3,37,6,10,1142500,228500,1,4
3,37,6,0,1095000,219000,3,4
0,49,6,5,860000,430000,5,4
0,49,6,5,860000,430000,5,4
0,60,6,0,1068333,534166,4,1
0,60,6,0,1068333,534166,4,1
0,32,6,10,700000,350000,1,1
0,32,6,10,700000,350000,1,1
2,40,6,2,3197500,639500,3,1
2,26,6,9,5075000,1015000,5,4
2,24,6,8,1125000,281250,4,4
2,44,6,10,1180000,236000,4,4
0,20,6,5,860000,430000,4,4
0,20,6,5,860000,430000,4,4
3,45,6,1,1252000,250400,5,1
2,27,6,5,1009000,252250,3,4
1,39,6,9,743000,247666,3,1
1,31,6,8,965000,321666,3,4
0,48,6,10,850000,425000,4,4
0,48,6,10,850000,425000,4,4
3,25,6,7,1255000,251000,4,4
0,27,6,8,1540000,770000,4,4
0,27,6,8,1540000,770000,4,4
0,24,6,6,1240000,620000,5,1
0,24,6,6,1240000,620000,5,1
0,56,6,10,920000,460000,3,4
0,56,6,10,920000,460000,3,4
1,48,6,8,1969166,393833,1,4
2,43,6,2,2521500,420250,3,4
2,58,6,6,1987333,331222,3,4
1,24,6,8,3513333,1171111,5,4
1,51,6,9,2450000,816666,4,4
1,75,6,10,2129000,532250,3,4
0,59,6,10,2850000,1425000,13,4
0,59,6,10,2850000,1425000,13,4
0,63,5,10,10854166,5427083,13,1
0,63,5,10,10854166,5427083,13,1
1,26,5,6,1577500,525833,5,1
1,39,5,8,895000,298333,5,1
1,38,5,10,6717500,2239166,11,1
1,20,5,9,1550000,310000,4,4
0,62,5,10,10963000,5481500,13,1
0,62,5,10,10963000,5481500,13,1
3,49,5,7,1215416,243083,4,5
2,36,5,8,1801666,450416,7,4
0,68,5,9,700000,350000,3,1
0,68,5,9,700000,350000,3,1
0,35,5,6,5700000,1900000,1,1
0,35,5,6,5700000,1900000,1,1
0,35,5,6,5700000,1900000,1,1
0,43,3,7,84800000,42400000,5,1
0,43,3,7,84800000,42400000,5,1
1,59,5,6,3353750,1117916,1,1
0,49,5,7,6640833,1660208,4,1
0,49,5,7,6640833,1660208,4,1
0,49,5,7,6640833,1660208,4,1
0,49,5,7,6640833,1660208,4,1
0,36,5,7,500000,250000,1,1
0,36,5,7,500000,250000,1,1
1,39,5,8,729166,243055,3,1
1,33,5,7,965000,321666,5,1
2,31,5,7,931666,232916,5,1
1,41,5,7,908333,302777,3,1
1,42,5,8,700000,233333,5,1
1,34,5,7,918666,306222,4,1
0,57,5,6,650000,325000,3,1
0,57,5,6,650000,325000,3,1
1,38,5,8,865000,288333,3,1
0,38,6,8,1505000,501666,3,4
0,38,6,8,1505000,501666,3,4
0,38,6,8,1505000,501666,3,4
3,22,5,7,4955000,991000,5,1
3,28,5,9,2470000,494000,11,1
1,36,5,8,1570000,523333,5,4
3,41,5,8,3373500,562250,5,4
4,42,5,8,1560000,222857,5,1
1,60,5,8,4571666,1473888,11,4
1,78,5,7,1160000,290000,1,4
0,60,5,8,466666,233333,3,4
0,60,5,8,466666,233333,3,4
2,30,5,8,3540833,885208,3,4
1,25,5,8,1210000,403333,9,1
1,34,1,7,630000,210000,3,1
2,55,5,6,1600000,400000,3,4
0,68,5,7,671666,335833,1,4
0,68,5,7,671666,335833,1,4
3,34,5,6,1065000,213000,4,4
4,25,5,6,3505000,584166,4,1
0,65,5,7,1740000,870000,1,4
0,65,5,7,1740000,870000,1,4
1,21,5,7,1660000,553333,3,4
1,36,5,7,772500,257500,3,4
0,31,5,8,500000,250000,4,4
0,31,5,8,500000,250000,4,4
6,50,5,7,1931449,241431,3,4
2,31,5,10,5105000,1021000,11,1
0,24,5,8,500000,250000,7,1
0,24,5,8,500000,250000,7,1
1,37,5,8,5012500,1670833,5,1
1,64,5,10,1486449,495483,4,4
3,44,5,10,5872125,1174425,13,1
1,20,5,10,1900000,633333,5,4
1,64,5,8,1100000,366666,3,4
1,47,5,9,1607500,535833,4,1
1,53,5,5,5900000,1966666,4,1
1,52,5,9,7525000,2508333,5,4
3,43,5,5,2020000,404000,5,4
0,88,5,5,1407343,351835,3,6
0,88,5,5,1407343,351835,3,6
0,88,5,5,1407343,351835,3,6
0,88,5,5,1407343,351835,3,6
3,32,5,9,1156000,231200,5,4
3,44,5,5,1916666,383333,7,1
1,56,5,8,5860833,1953611,4,1
0,19,5,7,890000,445000,4,1
0,19,5,7,890000,445000,4,1
2,41,5,8,961416,240354,3,1
1,54,5,7,4400000,880000,1,1
2,37,6,9,2197500,549375,5,1
1,18,5,8,800000,266666,3,4
2,36,5,7,2095000,419000,5,4
2,35,5,10,2540000,508000,7,4
1,39,5,9,4124583,1374861,11,1
3,45,5,7,2052500,410500,4,4
1,52,5,8,2207500,735833,5,4
0,56,5,8,4268333,2134166,11,1
0,56,5,8,4268333,2134166,11,1
1,51,5,8,2007500,669166,5,4
2,42,5,8,2515000,628750,3,4
3,36,5,9,3272083,654416,5,1
0,83,5,10,938333,234583,3,1
0,83,5,10,938333,234583,3,1
0,83,5,10,938333,234583,3,1
0,83,5,10,938333,234583,3,1
0,59,5,5,13741666,6870833,11,1
0,59,5,5,13741666,6870833,11,1
0,75,5,7,648333,324166,3,4
0,75,5,7,648333,324166,3,4
1,68,5,10,1977500,494375,3,1
1,69,6,8,3600000,600000,3,5
0,36,6,9,4100000,1366666,11,4
0,36,6,9,4100000,1366666,11,4
0,36,6,9,4100000,1366666,11,4
4,34,6,8,1700000,283333,7,1
1,39,6,10,645000,215000,3,4
0,61,6,8,1150000,575000,7,1
0,61,6,8,1150000,575000,7,1
0,57,6,9,900000,450000,3,4
0,57,6,9,900000,450000,3,4
1,74,6,9,2108000,527000,1,4
0,66,6,6,1870833,935416,3,4
0,66,6,6,1870833,935416,3,4
2,44,6,9,5683333,1420833,7,1
1,32,6,8,2193333,731111,9,4
1,44,6,7,15000000,5000000,3,2
2,32,6,8,2033500,508375,7,1
0,55,6,10,800000,400000,3,4
0,55,6,10,800000,400000,3,4
2,34,6,8,3350000,837500,7,1
3,54,6,9,3228000,461142,3,4
0,57,6,6,600000,300000,5,1
0,57,6,6,600000,300000,5,1
2,26,6,8,1576666,394166,5,4
1,32,6,10,1458333,486111,3,1
1,38,6,9,4250000,1416666,3,4
0,60,6,9,1000000,500000,3,1
0,60,6,9,1000000,500000,3,1
1,31,6,8,877500,292500,3,4
2,34,6,9,1100000,275000,5,1
3,52,6,7,1450000,290000,3,1
2,29,6,8,1193850,298462,4,4
0,50,6,6,766666,383333,3,1
0,50,6,6,766666,383333,3,1
2,20,6,10,1250000,312500,4,1
1,35,6,9,1350000,450000,3,4
0,34,6,8,1200000,600000,5,4
0,34,6,8,1200000,600000,5,4
1,21,6,8,1300000,433333,5,4
2,23,6,10,1443333,360833,3,4
1,40,6,8,1400000,466666,3,4
3,44,1,10,1265000,210833,1,4
0,32,6,10,2388333,1194166,9,1
0,32,6,10,2388333,1194166,9,1
2,30,1,10,1990000,497500,5,4
2,26,1,10,1360000,340000,4,1
1,50,6,7,2162500,720833,4,1
0,28,6,10,2780000,1390000,9,1
0,28,6,10,2780000,1390000,9,1
1,32,1,8,5950000,1983333,11,1
0,70,6,10,12930000,6465000,11,1
0,70,6,10,12930000,6465000,11,1
1,46,1,5,1241666,413888,1,4
2,27,1,10,1852500,463125,5,4
2,29,1,10,4200000,1050000,4,4
1,55,6,8,1075000,358333,3,4
1,41,1,8,1800000,600000,3,4
0,50,6,9,3000000,1500000,5,4
0,50,6,9,3000000,1500000,5,4
1,30,1,8,1025000,341666,1,4
2,24,1,9,1305000,326250,5,4
1,40,1,9,1800000,600000,3,4
0,31,1,8,1900000,950000,5,6
0,31,1,8,1900000,950000,5,6
1,34,1,9,1087500,362500,3,4
2,45,1,7,1000000,250000,3,4
3,64,1,7,4027500,309807,3,4
2,51,6,9,6133333,1226666,3,4
1,42,1,10,830000,276666,5,1
3,39,1,10,1934500,386900,5,4
0,36,6,5,1500000,750000,6,1
0,36,6,5,1500000,750000,6,1
0,71,6,10,1450000,483333,3,4
0,71,6,10,1450000,483333,3,4
0,71,6,10,1450000,483333,3,4
2,50,6,10,3400000,850000,9,4
3,32,6,8,1807500,361500,5,4
1,36,6,8,700000,233333,5,1
1,23,6,8,1200000,400000,5,4
0,37,6,10,5100000,2550000,9,1
0,37,6,10,5100000,2550000,9,1
0,40,6,10,2550000,1275000,11,2
0,40,6,10,2550000,1275000,11,2
1,39,6,8,1500000,500000,5,4
1,30,6,8,1300000,433333,5,4
0,38,6,8,1100000,550000,5,4
0,38,6,8,1100000,550000,5,4
1,49,1,8,3000000,1000000,7,1
4,37,6,8,2200000,366666,4,1
0,41,6,9,2000000,1000000,7,1
0,41,6,9,2000000,1000000,7,1
0,20,6,8,900000,450000,5,4
0,20,6,8,900000,450000,5,4
2,46,1,6,2671666,667916,4,1
0,57,6,10,21000000,10500000,9,1
0,57,6,10,21000000,10500000,9,1
0,42,1,10,800000,400000,3,4
0,42,1,10,800000,400000,3,4
2,28,1,8,1905000,381000,4,4
2,30,1,9,1160000,290000,3,1
2,22,1,10,960000,240000,3,4
2,47,1,5,4041250,1010312,3,4
2,25,1,7,8176500,2044125,4,4
0,58,1,7,2065000,1032500,3,4
0,58,1,7,2065000,1032500,3,4
1,20,1,9,633333,211111,5,4
1,21,1,7,678000,226000,4,4
2,28,1,7,886000,221500,4,4
2,36,6,8,2424000,484800,7,4
0,34,6,10,6800000,3400000,11,1
0,34,6,10,6800000,3400000,11,1
0,59,1,9,1090000,363333,3,1
0,59,1,9,1090000,363333,3,1
0,59,1,9,1090000,363333,3,1
3,38,1,8,1230000,246000,4,1
1,26,1,10,900000,300000,5,4
2,23,1,9,900000,225000,4,1
1,25,1,10,1200000,400000,4,4
1,87,1,10,865000,216250,3,4
4,34,1,9,1460000,243333,3,1
1,41,1,9,1300000,433333,4,4
1,22,1,10,1041666,347222,5,4
0,16,1,7,1403000,701500,3,4
0,16,1,7,1403000,701500,3,4
0,51,1,7,2000000,1000000,1,4
0,51,1,7,2000000,1000000,1,4
2,27,6,7,1039000,259750,4,4
2,28,1,9,986666,246666,7,4
1,60,1,9,775000,258333,4,4
3,35,1,8,2463983,492796,4,4
2,26,1,9,1000000,250000,3,4
4,30,1,7,1456583,242763,4,4
1,37,1,7,1204000,401333,5,1
1,37,6,9,3991666,1330555,7,1
3,24,1,10,1230000,246000,3,4
5,40,1,9,1588522,226931,3,6
1,25,1,10,4365000,1091250,5,1
1,42,6,9,4200000,1400000,11,1
0,35,6,5,10100000,5050000,11,1
0,35,6,5,10100000,5050000,11,1
2,55,1,10,2958333,493055,3,4
4,44,1,7,1850000,308333,4,4
3,33,1,7,1815000,363000,5,1
3,30,1,6,2209500,441900,5,4
1,73,1,8,1100000,550000,1,4
0,45,6,8,1170000,390000,3,1
0,45,6,8,1170000,390000,3,1
0,45,6,8,1170000,390000,3,1
1,38,6,8,778333,259444,3,1
1,57,6,2,710000,236666,3,1
0,58,6,5,830000,415000,3,4
0,58,6,5,830000,415000,3,4
0,47,1,4,740000,370000,4,2
0,47,1,4,740000,370000,4,2
0,47,6,9,5143515,2571757,5,4
0,47,6,9,5143515,2571757,5,4
1,61,6,8,1512500,504166,3,4
3,43,1,7,1982500,330416,11,1
0,45,6,8,2017833,1008916,11,1
0,45,6,8,2017833,1008916,11,1
0,58,6,9,2068333,1034166,4,4
0,58,6,9,2068333,1034166,4,4
4,49,5,7,1556833,259472,3,1
3,43,6,9,3043333,608666,5,4
0,45,6,10,1590000,318000,3,4
0,45,6,10,1590000,318000,3,4
0,45,6,10,1590000,318000,3,4
0,45,6,10,1590000,318000,3,4
0,45,6,10,1590000,318000,3,4
0,39,1,8,865500,288500,1,1
0,39,1,8,865500,288500,1,1
0,39,1,8,865500,288500,1,1
3,26,6,8,1071666,214333,4,1
2,52,6,6,4050500,1012625,5,4
0,61,6,3,8003500,2667833,5,4
0,61,6,3,8003500,2667833,5,4
0,61,6,3,8003500,2667833,5,4
0,79,5,4,566666,283333,1,5
0,79,5,4,566666,283333,1,5
2,37,6,8,2016000,504000,7,1
1,44,1,7,1290000,430000,3,1
0,54,1,8,900000,450000,3,1
0,54,1,8,900000,450000,3,1
1,32,6,9,4375000,1458333,11,4
2,37,6,8,1987500,496875,7,4
2,33,6,9,3780000,945000,7,4
2,34,6,9,3640000,910000,7,4
2,27,6,8,5566666,1391666,9,1
0,27,6,10,4587500,2293750,5,4
0,27,6,10,4587500,2293750,5,4
2,30,6,9,900000,225000,1,4
0,37,6,10,4800000,2400000,13,4
0,37,6,10,4800000,2400000,13,4
3,23,6,8,2150000,307142,3,4
0,30,6,3,1400000,700000,7,4
0,30,6,3,1400000,700000,7,4
2,37,6,3,1870000,467500,3,2
2,43,6,10,1590000,397500,5,1
1,21,6,7,635000,211666,5,1
2,41,6,6,6000000,1500000,13,1
1,38,6,5,2875000,958333,9,1
1,23,6,10,800000,266666,5,4
0,16,6,10,800000,400000,5,4
0,16,6,10,800000,400000,5,4
2,54,6,5,2060833,515208,3,4
2,34,6,9,2146166,536541,5,4
2,48,6,10,5612500,1403125,13,1
2,43,6,5,5612500,1403125,7,1
3,47,6,8,2950000,491666,4,1
3,42,6,10,2950000,491666,3,4
1,24,6,10,3802981,950745,9,1
2,33,6,10,1852500,463125,7,1
0,78,5,0,2203333,734444,1,4
0,78,5,0,2203333,734444,1,4
0,78,5,0,2203333,734444,1,4
1,24,6,8,2593116,432186,7,1
3,35,6,7,1660000,237142,3,1
1,61,6,7,1620333,324066,3,1
1,51,6,10,1620333,324066,3,4
3,44,6,10,3636666,727333,13,1
3,34,6,10,3636666,727333,4,6
2,29,6,0,3493333,873333,7,1
1,20,6,9,2041666,680555,5,4
2,32,6,8,1602500,320500,5,1
2,26,6,9,1602500,320500,5,1
2,31,6,8,2784500,928166,5,1
1,22,6,10,1747500,582500,8,1
0,21,6,8,828116,828116,5,1
2,33,6,10,1065116,266279,5,4
0,71,6,4,371666,371666,1,4
0,22,6,10,3290666,1645333,7,1
0,22,6,10,3290666,1645333,7,1
1,30,6,10,1913333,637777,7,1
0,63,6,5,1010000,336666,3,4
0,63,6,5,1010000,336666,3,4
0,63,6,5,1010000,336666,3,4
5,43,5,8,2601949,325243,9,1
2,45,6,6,2465833,410972,5,4
0,53,6,9,1557500,778750,3,4
0,53,6,9,1557500,778750,3,4
1,24,6,9,1050000,350000,5,1
3,47,6,4,2350000,470000,3,1
0,48,6,2,822000,411000,7,4
0,48,6,2,822000,411000,7,4
2,27,6,8,939000,234750,5,4
1,34,6,7,6016666,2005555,11,1
2,42,6,7,6540000,1308000,3,4
3,32,6,7,1718333,343666,7,4
1,22,6,7,800000,266666,5,1
0,21,6,0,500000,250000,4,1
0,21,6,0,500000,250000,4,1
2,22,6,8,1214500,303625,4,4
2,25,6,8,975000,243750,3,1
1,24,6,4,3040000,1013333,5,1
1,30,6,7,1260000,420000,3,1
3,32,6,6,1665000,333000,1,1
2,38,6,5,3911666,977916,12,1
2,33,6,9,2260500,565125,9,1
0,23,6,6,1350000,675000,5,1
0,23,6,6,1350000,675000,5,1
2,32,6,8,5498000,1374500,9,1
3,41,6,9,1200333,240066,3,1
0,20,6,10,1350000,675000,5,4
0,20,6,10,1350000,675000,5,4
1,25,1,5,1600000,533333,3,4
3,47,6,8,3676000,612666,5,4
0,62,6,8,522500,261250,3,6
0,62,6,8,522500,261250,3,6
2,40,6,7,870000,217500,5,4
2,36,6,9,3301409,825352,9,6
0,66,6,8,633333,316666,5,5
0,66,6,8,633333,316666,5,5
1,40,6,8,1989000,663000,10,1
1,49,6,9,2615166,523033,5,1
2,52,6,7,4052500,675416,5,4
0,45,6,9,705000,352500,1,1
0,45,6,9,705000,352500,1,1
2,28,6,5,2109166,421833,5,1
0,36,6,8,2499166,833055,5,1
0,36,6,8,2499166,833055,5,1
0,36,6,8,2499166,833055,5,1
2,28,6,10,2129000,532250,6,1
2,52,6,4,2237500,559375,3,1
0,60,6,9,1795000,359000,3,4
0,60,6,9,1795000,359000,3,4
0,60,6,9,1795000,359000,3,4
0,60,6,9,1795000,359000,3,4
0,60,6,9,1795000,359000,3,4
0,53,6,2,1900000,950000,3,4
0,53,6,2,1900000,950000,3,4
0,35,6,8,1380000,690000,3,4
0,35,6,8,1380000,690000,3,4
2,37,6,0,2843333,568666,6,1
0,37,6,9,2166666,722222,5,1
0,37,6,9,2166666,722222,5,1
0,37,6,9,2166666,722222,5,1
2,47,6,6,1275000,318750,3,1
0,43,6,9,4983333,2491666,7,1
0,43,6,9,4983333,2491666,7,1
3,40,1,5,2709166,541833,7,4
1,27,6,10,750000,250000,5,4
0,57,6,10,5043750,1681250,7,1
0,57,6,10,5043750,1681250,7,1
0,57,6,10,5043750,1681250,7,1
1,28,6,7,6250000,2083333,11,1
4,49,1,6,1622500,231785,3,4
1,39,6,7,1900000,633333,5,1
1,39,6,7,2000000,666666,3,4
0,35,6,10,3107282,1553641,6,1
0,35,6,10,3107282,1553641,6,1
0,46,1,6,666666,222222,4,4
0,46,1,6,666666,222222,4,4
0,46,1,6,666666,222222,4,4
0,44,6,9,520000,260000,3,4
0,44,6,9,520000,260000,3,4
0,50,1,5,500000,250000,3,4
0,50,1,5,500000,250000,3,4
2,37,6,7,896666,224166,5,4
0,36,6,10,950000,475000,3,1
0,36,6,10,950000,475000,3,1
1,23,6,10,1100000,366666,3,4
1,28,6,10,1112500,370833,5,1
1,43,6,5,988333,329444,3,4
0,59,1,10,650000,325000,5,4
0,59,1,10,650000,325000,5,4
0,51,6,10,2658166,1329083,11,1
0,51,6,10,2658166,1329083,11,1
1,20,6,10,1400000,466666,4,4
0,54,6,5,2000000,1000000,3,1
0,54,6,5,2000000,1000000,3,1
0,50,6,7,2000000,1000000,3,1
0,50,6,7,2000000,1000000,3,1
0,52,6,8,850000,850000,3,1
0,41,6,8,861449,430724,3,1
0,41,6,8,861449,430724,3,1
3,36,6,6,2133333,426666,3,1
2,35,6,7,7041666,1408333,5,1
2,32,6,8,7041666,1408333,7,4
2,53,6,6,2150000,537500,5,1
2,53,6,4,2150000,537500,3,4
1,30,6,8,2562500,854166,5,1
1,28,6,10,2562500,854166,5,4
2,34,6,7,2865639,716409,5,1
2,29,6,7,2865639,716409,3,1
0,44,6,9,2591805,1295902,5,1
0,44,6,9,2591805,1295902,5,1
0,50,6,8,2591805,1295902,4,1
0,50,6,8,2591805,1295902,4,1
1,24,6,10,808333,269444,5,4
1,30,6,7,940000,313333,3,1
1,24,6,2,940000,313333,4,4
0,22,6,10,2610000,870000,5,1
0,22,6,10,2610000,870000,5,1
0,22,6,10,2610000,870000,5,1
0,19,6,7,2610000,870000,5,1
0,19,6,7,2610000,870000,5,1
0,19,6,7,2610000,870000,5,1
0,51,6,9,1000000,1000000,7,1
4,42,6,9,2650666,331333,3,4
3,34,6,6,1075000,215000,3,4
2,39,6,9,1465000,366250,3,1
1,25,6,8,779166,259722,4,4
2,25,6,9,1100000,275000,5,4
2,42,6,8,913333,228333,5,4
1,17,6,9,900000,300000,4,4
0,46,6,7,770000,385000,5,4
0,46,6,7,770000,385000,5,4
2,47,6,8,1740000,435000,3,4
1,41,6,9,1113666,371222,3,4
0,41,6,7,880000,440000,3,4
0,41,6,7,880000,440000,3,4
2,38,6,7,1322500,330625,11,4
0,45,6,0,233333,233333,5,4
2,40,6,5,1350000,450000,5,1
0,55,6,10,508333,508333,3,4
2,39,6,8,2425000,606250,3,2
0,72,6,9,1520000,304000,3,1
0,72,6,9,1520000,304000,3,1
0,72,6,9,1520000,304000,3,1
0,72,6,9,1520000,304000,3,1
0,72,6,9,1520000,304000,3,1
2,37,6,7,1225000,306250,3,1
2,38,6,0,1225000,306250,3,4
2,59,6,7,2400000,480000,3,1
2,55,6,8,2400000,480000,3,4
2,27,6,6,846666,211666,4,1
2,23,6,6,846666,211666,5,4
4,36,6,7,1959166,326527,4,1
2,47,6,8,1775000,591666,3,1
3,41,6,6,1646666,329333,4,1
3,32,6,10,1646666,329333,3,4
2,37,6,6,1645000,411250,3,1
2,38,6,7,1645000,411250,3,1
1,74,6,7,1195000,298750,3,5
1,63,6,9,1195000,298750,1,4
0,20,6,9,700000,350000,4,1
0,20,6,9,700000,350000,4,1
0,20,6,9,700000,350000,5,4
0,20,6,9,700000,350000,5,4
2,57,6,7,1773000,443250,3,4
1,39,6,9,1620000,540000,3,1
1,35,6,8,1620000,540000,3,1
0,61,6,8,490000,245000,3,4
0,61,6,8,490000,245000,3,4
0,53,6,6,300000,300000,3,1
0,51,6,6,950000,950000,3,1
1,45,6,9,2016666,504166,3,1
1,50,6,9,2016666,504166,3,1
3,51,6,6,2730000,455000,3,2
3,48,6,6,2730000,455000,3,4
2,35,6,8,1825000,456250,7,1
2,35,6,7,1825000,456250,11,4
1,50,6,10,1130000,282500,3,2
1,47,6,10,1130000,282500,3,1
1,54,6,8,1100000,366666,3,2
1,39,6,8,1100000,366666,5,2
1,70,6,5,1090616,545308,3,4
1,43,6,9,843116,421558,3,1
0,54,6,8,1000000,1000000,3,1
0,77,6,4,1225000,408333,3,5
0,77,6,4,1225000,408333,3,5
0,77,6,4,1225000,408333,3,5
0,66,6,7,1225000,408333,3,4
0,66,6,7,1225000,408333,3,4
0,66,6,7,1225000,408333,3,4
2,57,6,8,2619666,436611,3,4
0,24,6,5,1450000,1450000,7,1
3,47,6,10,1780000,356000,3,4
0,22,6,10,1028116,1028116,5,1
0,50,6,9,680000,680000,3,1
2,26,6,9,1590000,397500,5,4
2,42,6,9,3030000,757500,7,1
2,40,6,8,3030000,757500,4,4
3,31,6,9,1000000,250000,5,1
0,28,6,10,900000,900000,4,1
0,73,6,9,816666,816666,1,4
1,44,6,8,777500,259166,3,1
0,56,6,10,750000,375000,3,1
0,56,6,10,750000,375000,3,1
0,56,6,8,750000,375000,3,1
0,56,6,8,750000,375000,3,1
1,38,6,9,800000,266666,3,1
1,19,6,10,800000,266666,5,4
2,26,6,9,1028116,257029,4,4
2,22,6,9,1028116,257029,5,1
1,42,6,7,2400000,800000,3,1
1,37,6,7,2400000,800000,4,1
0,29,6,8,1500000,1500000,10,1
0,69,6,5,1475000,737500,1,4
0,69,6,5,1475000,737500,1,4
0,55,6,8,715000,238333,1,4
0,55,6,8,715000,238333,1,4
