DIRECTORIO,REGION,CANT_HOGARES_VIVIENDA,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,SECUENCIA_ENCUESTA_x,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas,SECUENCIA_P,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes
7149625,5,1,1,1,1,4,3,2,1,4,3,2218666,554666,4,2,2264000,2,1, ,20000,16000,1,2,2,17,3,5, ,2,1,6,2,7,99,9,9,6,10,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7149625,5,1,1,1,1,4,3,2,1,4,3,2218666,554666,4,2,2264000,2,1, ,20000,16000,1,2,1,17,3,5, ,2,1,6,2,9,99,10,9,6,5,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7149750,2,1,2,1,1,6,3,1,1,3,2,209166,69722,3,1,80000,1,2, ,12000, ,1,3,2,46,1,2,1,3,2,6,1,10,99,7,7,8,0,7,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7149750,2,1,2,1,1,6,3,1,1,3,2,209166,69722,3,1,80000,1,2, ,12000, ,1,3,1,45,2,2,1,2,2,6,1,8,8,8,7,8,2,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7149765,2,1,2,2,1,6,3,1,1,2,1,603000,201000,3,1,1236000, , , ,10000,13000,1,3,2,33,1,4, ,3,2,6,1,6,1,8,8,10,10,8,1,3,2,2,2,1,2,3, ,4,2,2,1,2
7149788,2,1,2,1,1,6,3,2,1,3,1,216750,216750,1,1,120000, , , ,12000, ,1,3,2,68,1,5, ,2,2,6,1,8,7,7,7,6,5,6,1,3,2,3,2,1,2,1, ,4,3,2,2,2
7149791,2,1,2,1,1,4,4,1,1,2,1,1426166,475388,3,1,550000,2,1, ,20000,35000,1,3,1,27,1,2,1,2,2,6,1,8,7,8,8,9,3,7,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7149791,2,1,2,1,1,4,4,1,1,2,1,1426166,475388,3,1,550000,2,1, ,20000,35000,1,3,2,21,2,2,1,2,2,6,2,8,99,10,10,8,1,6,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7149795,2,1,2,1,1,4,4,1,1,2,1,502500,167500,3,1,600000, , , ,36000,30000,1,3,2,56,1,2,1,3,3,6,1,9,99,2,6,8,4,3,1,2,2,3,1,1,2,3, ,5,2,2,2,2
7149795,2,1,2,1,1,4,4,1,1,2,1,502500,167500,3,1,600000, , , ,36000,30000,1,3,1,70,2,2,1,3,3,6,1,4,99,3,4,5,5,1,1,3,2,4,1,1,2,3, ,5,2,2,2,2
7149795,2,1,2,1,1,4,4,1,1,2,1,502500,167500,3,1,600000, , , ,36000,30000,1,2,1,15,3,5, ,1,1,6,1,10,99,10,9,9,1,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7149797,2,1,2,1,1,6,4,1,1,3,2,410000,102500,4,1,600000, ,1, ,25000,35000,1,3,1,35,1,2,1,3,2,6,1,9,99,8,3,5,4,8,1,2,2,2,2,1,2,4, ,2,2,2,2,2
7149797,2,1,2,1,1,6,4,1,1,3,2,410000,102500,4,1,600000, ,1, ,25000,35000,1,3,2,26,2,2,1,2,2,6,1,8,99,8,8,6,2,9,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7149811,2,1,2,1,1,6,4,1,1,2,2,566666,141666,4,1,800000, , , ,30000, ,1,3,1,60,1,2,1,3,3,6,1,10,6,8,5,5,5,9,1,2,2,3,2,1,2,3, ,2,2,2,2,2
7149811,2,1,2,1,1,6,4,1,1,2,2,566666,141666,4,1,800000, , , ,30000, ,1,3,2,57,2,2,1,3,3,6,1,6,6,6,6,3,5,10,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7149811,2,1,2,1,1,6,4,1,1,2,2,566666,141666,4,1,800000, , , ,30000, ,1,3,1,34,3,5, ,1,1,6,1,4,6,5,6,10,0,10,1,2,2,2,2,1,2,3, ,2,2,2,2,2
7149811,2,1,2,1,1,6,4,1,1,2,2,566666,141666,4,1,800000, , , ,30000, ,1,3,1,33,3,5, ,1,1,6,1,8,6,6,6,10,0,10,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7149821,2,1,2,1,1,4,3,1,1,3,2,2134166,533541,4,3,1000000,2,1, ,30000, ,1,3,1,33,1,2,1,2,2,6,1,10,10,8,9,10,0,10,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7149821,2,1,2,1,1,4,3,1,1,3,2,2134166,533541,4,3,1000000,2,1, ,30000, ,1,3,2,31,2,2,1,2,2,6,1,10,99,10,10,9,0,10,1, ,2,2,2,1,2,4, ,4,2,2,2,2
7149828,2,1,2,1,1,6,3,1,1,4,3,620833,103472,6,5,1000000,2,1, ,25000, ,1,3,1,62,1,3, ,3,3,6,1,9,9,9,8,7,6,8,1,2,2,3,2,2,2,1, ,4,2,2,2,2
7149828,2,1,2,1,1,6,3,1,1,4,3,620833,103472,6,5,1000000,2,1, ,25000, ,1,3,1,55,8,2,1,2,2,6,1,8,8,8,6,8,8,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7149828,2,1,2,1,1,6,3,1,1,4,3,620833,103472,6,5,1000000,2,1, ,25000, ,1,3,2,34,3,2,1,1,3,6,1,8,99,4,6,6,4,5,1,2,2,3,1,2,2,3, ,5,2,2,2,2
7149828,2,1,2,1,1,6,3,1,1,4,3,620833,103472,6,5,1000000,2,1, ,25000, ,1,2,1,18,4,5, ,3,1,6,1,8,5,9,7,5,2,7,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7149848,2,1,2,1,6,6,4,1,1,3,2,686666,228888,3,1,1200000, ,1, ,36000, ,1,3,2,56,1,4, ,3,3,6,1,9,7,6,8,10,4,10,1,2,2,2,1,1,2,3, ,4,2,2,2,2
7149848,2,1,2,1,6,6,4,1,1,3,2,686666,228888,3,1,1200000, ,1, ,36000, ,1,3,1,30,3,5, ,2,1,6,1,10,4,7,8,8,0,8,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7149848,2,1,2,1,6,6,4,1,1,3,2,686666,228888,3,1,1200000, ,1, ,36000, ,1,3,1,53,14,4, ,3,3,6,1,10,5,4,8,9,7,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7149860,2,1,2,1,1,4,3,0,1,3,2,1260000,420000,3,1,1200000, , , ,10000, ,1,3,1,20,1,2,1,2,2,6,1,9,6,7,8,8,0,7,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7149860,2,1,2,1,1,4,3,0,1,3,2,1260000,420000,3,1,1200000, , , ,10000, ,1,3,2,18,2,2,1,2,2,6,1,8,4,9,5,9,0,8,1,2,2,2,1,1,2,4, ,1,2,2,2,2
7149864,2,1,2,1,1,4,3,0,1,3,1,540000,270000,2,2,2880000, ,2, ,19000, ,1,3,1,68,1,6,1,3,2,6,1,8,5,7,8,8,0,7,1,2,2,2,2,1,2,1, ,6,2,2,2,2
7149864,2,1,2,1,1,4,3,0,1,3,1,540000,270000,2,2,2880000, ,2, ,19000, ,1,3,2,66,2,6,1,2,2,6,1,8,3,6,6,7,2,7,1,2,2,2,2,1,2,1, ,4,2,2,2,2
7149866,2,1,2,1,1,4,3,0,1,2,1,750000,375000,2,1,1200000, ,2, ,18500, ,1,3,1,73,1,6,1,3,3,6,1,9,6,7,6,8,0,8,2, ,2,2,2,2,2,1, ,5,2,2,2,2
7149866,2,1,2,1,1,4,3,0,1,2,1,750000,375000,2,1,1200000, ,2, ,18500, ,1,3,2,66,2,6,1,3,3,6,1,8,99,7,7,8,0,8,2, ,2,2,1,1,2,3, ,4,2,2,2,2
7149871,2,1,2,1,1,4,3,0,1,3,2,800000,266666,3,1,2400000, ,2,0,16000, ,1,3,2,52,1,6,1,3,3,6,1,8,3,3,5,9,1,8,1,3,2,3,2,1,2,3, ,4,2,2,2,2
7149871,2,1,2,1,1,4,3,0,1,3,2,800000,266666,3,1,2400000, ,2,0,16000, ,1,3,1,57,2,6,1,2,2,6,1,5,99,5,5,5,1,6,1,3,2,3,1,1,2,3, ,1,2,2,2,2
7149871,2,1,2,1,1,4,3,0,1,3,2,800000,266666,3,1,2400000, ,2,0,16000, ,1,3,2,19,3,5, ,1,1,6,1,7,99,2,6,3,3,5,1,3,2,3,1,1,2,4, ,5,2,2,2,2
7149925,3,1,2,1,5,6,4,0,1,2,1,558333,558333,1,1,4000000, ,1, ,12000, ,1,3,2,62,1,3, ,3,3,6,1,8,3,6,7,10,0,7,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7149949,3,1,1,1,1,6,3,1,1,3,2,1136666,227333,5,2,200000, , , ,50000, ,1,3,1,48,1,2,1,3,3,6,2,9,9,9,9,8,1,9,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7149949,3,1,1,1,1,6,3,1,1,3,2,1136666,227333,5,2,200000, , , ,50000, ,1,3,2,37,2,2,1,2,2,6,2,10,3,9,10,10,0,10,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7149949,3,1,1,1,1,6,3,1,1,3,2,1136666,227333,5,2,200000, , , ,50000, ,1,2,1,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7149961,3,1,1,1,1,4,1,2,1,4,3,3576666,894166,4,4,13000000,2,2,2,33500,30000,1,3,1,49,1,6,1,2,2,6,2,6,6,8,7,9,0,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7149961,3,1,1,1,1,4,1,2,1,4,3,3576666,894166,4,4,13000000,2,2,2,33500,30000,1,3,2,44,2,6,1,2,2,6,2,6,6,8,6,10,0,10,1,3,2,2,2,1,2,5, ,2,2,2,2,2
7149961,3,1,1,1,1,4,1,2,1,4,3,3576666,894166,4,4,13000000,2,2,2,33500,30000,1,3,1,24,3,5, ,1,1,6,2,10,10,10,10,10,0,10,2, ,2,2,2,1,1, ,1,3,2,2,2,2
7149961,3,1,1,1,1,4,1,2,1,4,3,3576666,894166,4,4,13000000,2,2,2,33500,30000,1,2,2,12,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7150471,2,1,2,1,8,7,4,1,1,5,3,2511000,627750,4,3,792000,3,2, ,30000, ,1,3,2,34,1,6,2,3,2,6,1,8,0,8,9,3,10,7,1,4,2,2,2,1,2,5, ,1,2,2,1,2
7150471,2,1,2,1,8,7,4,1,1,5,3,2511000,627750,4,3,792000,3,2, ,30000, ,1,2,2,16,3,5, ,2,1,6,1,7,10,5,10,7,0,8,1,4,2,2,2,1,1, ,1,3,2,2,2,2
7150471,2,1,2,1,8,7,4,1,1,5,3,2511000,627750,4,3,792000,3,2, ,30000, ,1,2,2,15,3,5, ,2,1,6,1,8,10,7,10,10,0,8,1,4,2,2,2,1,1, ,1,3,2,2,2,2
7150471,2,1,2,1,8,7,4,1,1,5,3,2511000,627750,4,3,792000,3,2, ,30000, ,1,2,2,13,3,5, ,2,1,6, , , , , , , , ,1,4,2,2,2,1,1, ,1,3, ,2,2,2
7150484,2,1,2,1,5,7,4,1,1,1,1,392000,130666,3,1,384000, , , ,40000, ,1,3,2,21,1,4, ,2,2,6,1,9,8,7,7,10,0,8,1,4,2,2,2,1,2,3, ,1,2,2,2,2
7150756,7,1,1,2,1,4,1,2,1,3,2,2355000,1177500,2,1,400000,2,1,2,31000,8000,1,3,2,68,1,4, ,3,3,6,2,8,10,9,8,7,5,7,1,2,2,2,1,1,2,4, ,4,2,1,2,2
7150756,7,1,1,2,1,4,1,2,1,3,2,2355000,1177500,2,1,400000,2,1,2,31000,8000,1,3,2,36,5,5, ,2,1,6,2,8,7,9,5,7,0,7,1,2,2,1,2,1,2,9, ,2,1,2,2,2
7151333,4,1,2,1,1,6,3,1,1,4,3,416666,138888,3,2,200000, , , ,30000, ,1,3,1,66,1,6,1,2,2,5,1,8,8,1,6,7,7,5,1,2,2,4,2,1,2,3, ,6,2,2,2,2
7151333,4,1,2,1,1,6,3,1,1,4,3,416666,138888,3,2,200000, , , ,30000, ,1,3,2,59,2,6,1,3,3,5,1,5,99,0,7,4,4,5,1,2,2,4,2,1,2,3, ,4,2,2,2,2
7151333,4,1,2,1,1,6,3,1,1,4,3,416666,138888,3,2,200000, , , ,30000, ,1,3,1,37,3,5, ,1,1,5,1,8,6,7,8,7,0,5,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7151383,3,1,1,1,1,4,1,2,1,4,3,4553232,1138308,4,2,4800000,1,3,1,24700,15000,1,3,1,67,1,2,1,3,3,6,2,9,6,6,8,9,2,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7151383,3,1,1,1,1,4,1,2,1,4,3,4553232,1138308,4,2,4800000,1,3,1,24700,15000,1,3,2,49,2,2,1,3,3,6,2,10,9,10,9,10,0,10,1,2,2,2,1,1,2,5, ,1,1,2,2,2
7151383,3,1,1,1,1,4,1,2,1,4,3,4553232,1138308,4,2,4800000,1,3,1,24700,15000,1,3,1,21,14,5, ,2,2,6,2,7,8,9,9,8,4,8,1,2,2,2,2,1,1, ,2,1,1,2,2,2
7151383,3,1,1,1,1,4,1,2,1,4,3,4553232,1138308,4,2,4800000,1,3,1,24700,15000,1,3,2,21,14,5, ,2,2,6,2,9,9,9,9,9,0,10,1,2,2,2,2,1,1, ,2,3,2,2,2,2
7151587,3,1,1,2,1,4,1,1,1,3,2,1626657,406664,4,2,720000, , , ,20000,10000,1,3,1,52,1,6,1,3,3,6,1,8,8,9,10,10,0,10,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7151587,3,1,1,2,1,4,1,1,1,3,2,1626657,406664,4,2,720000, , , ,20000,10000,1,3,2,32,2,6,1,2,2,6,1,7,5,10,7,10,0,10,1,2,2,2,2,1,2,4, ,1,2,2,1,2
7151587,3,1,1,2,1,4,1,1,1,3,2,1626657,406664,4,2,720000, , , ,20000,10000,1,2,1,13,3,5, ,2,1,6, , , , , , , , ,1,2,2,1,2,1,1, ,1,3, ,2,2,2
7152206,6,1,1,2,1,6,4,1,1,1,1,250000,250000,1,1,99,2,3, ,50000, ,1,3,2,55,1,5, ,3,3,6,2,10,9,6,9,10,0,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7152253,6,1,2,1,1,7,3,1,1,1,1,1931233,482808,4,4,800000, ,2, ,20000, ,1,3,1,34,1,6,1,2,2,6,2,10,8,8,9,10,0,8,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7152253,6,1,2,1,1,7,3,1,1,1,1,1931233,482808,4,4,800000, ,2, ,20000, ,1,3,2,33,2,6,1,2,2,5,2,10,99,10,10,10,0,10,1,3,2,2,2,1,2,4, ,4,2,2,2,2
7152253,6,1,2,1,1,7,3,1,1,1,1,1931233,482808,4,4,800000, ,2, ,20000, ,1,2,2,14,3,5, ,1,1,5, , , , , , , , ,1,3,2,3,1,1,1, ,1,3, ,2,2,2
7152253,6,1,2,1,1,7,3,1,1,1,1,1931233,482808,4,4,800000, ,2, ,20000, ,1,2,2,13,3,5, ,1,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7152337,6,1,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,1600000, ,2, ,24000, ,1,3,1,32,1,5, ,3,2,6,2,7,6,8,7,7,0,7,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7152337,6,1,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,1600000, ,2, ,24000, ,1,3,2,18,14,5, ,2,2,6,2,8,5,7,8,8,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7152337,6,1,2,2,1,6,3,1,1,3,2,1608949,321789,5,1,1600000, ,2, ,24000, ,1,3,2,26,14,4, ,2,2,6,2,8,7,9,8,8,0,6,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,3,2,51,1,4, ,2,3,6,1,6,99,7,7,7,2,4,1,2,2,2,2,2,2,3, ,4,2,2,1,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,3,1,22,3,5, ,2,1,6,1,3,99,8,2,4,3,5,1,2,2,2,2,1,2,4, ,2,2,2,2,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,3,2,19,3,5, ,2,1,6,1,7,99,10,0,7,0,5,1,2,2,2,2,1,2,6, ,2,2,2,2,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,2,1,17,3,5, ,2,1,6,1,8,4,9,5,7,3,5,1,2,2,1,2,1,2,4, ,1,2,2,2,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,2,1,15,3,5, ,2,1,6,1,7,99,8,10,7,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,2,2,14,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7152351,6,1,2,1,5,7,3,1,1,1,1,1106666,158095,7,1,1400000, ,2, ,50000, ,1,2,1,12,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7152360,6,1,2,1,5,7,4, ,1,1,1,361666,361666,1,1,200000, , , , , ,1,3,1,74,1,3, ,3,3,6,1,8,7,7,9,10,8,8,1,3,2,3,2,2,2,3, ,6,2,2,2,2
7152693,4,1,1,1,1,4,4,1,1,3,1,264166,132083,2,1,980000,2,1, ,34000, ,1,3,1,63,1,6,1,3,2,5,1,6,5,6,7,7,3,7,1,3,2,3,1,1,2,5, ,1,2,2,2,2
7152693,4,1,1,1,1,4,4,1,1,3,1,264166,132083,2,1,980000,2,1, ,34000, ,1,3,2,54,2,6,1,3,2,5,1,7,3,6,1,6,5,6,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7152729,9,1,1,1,8,7,4,1,1,3,2,1297500,216250,6,1,120000, , , ,20000, ,1,3,1,44,1,6,1,2,2,1,2,8,7,8,9,7,0,8,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7152729,9,1,1,1,8,7,4,1,1,3,2,1297500,216250,6,1,120000, , , ,20000, ,1,3,2,59,2,6,1,2,2,1,2,8,99,8,9,10,0,10,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7152729,9,1,1,1,8,7,4,1,1,3,2,1297500,216250,6,1,120000, , , ,20000, ,1,3,2,29,3,5, ,1,1,1,2,9,99,10,8,8,0,10,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7152729,9,1,1,1,8,7,4,1,1,3,2,1297500,216250,6,1,120000, , , ,20000, ,1,2,2,17,3,5, ,1,1,1,2,9,99,8,9,7,1,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7152881,9,1,2,1,5,5,4, ,1,4,1,950000,316666,3,1,1800000, , , , , ,1,3,1,25,1,2,1,2,2,6,1,10,10,10,10,10,0,10,1,3,2,2,2,1,2,4, ,1,2,2,2,2
7152881,9,1,2,1,5,5,4, ,1,4,1,950000,316666,3,1,1800000, , , , , ,1,3,2,23,2,2,1,2,2,6,1,8,4,10,8,8,0,10,1,3,2,2,2,1,2,4, ,4,2,2,2,2
7152949,9,1,2,1,5,4,4,0,1,3,1,3100000,1550000,2,2,12000000, ,2, ,18000, ,1,3,1,47,1,6,1,3,3,6,1,7,7,8,7,6,7,5,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7152949,9,1,2,1,5,4,4,0,1,3,1,3100000,1550000,2,2,12000000, ,2, ,18000, ,1,3,2,46,2,6,1,2,2,6,1,7,8,7,8,7,7,6,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7152959,9,1,2,2,5,6,4,1,1,7,4,1350000,337500,4,1,6000000,2,1, ,22000, ,1,3,1,59,1,6,1,3,3,6,1,5,5,5,6,9,0,8,1,2,2,3,1,1,2,4, ,1,2,2,2,2
7152959,9,1,2,2,5,6,4,1,1,7,4,1350000,337500,4,1,6000000,2,1, ,22000, ,1,3,2,58,2,6,1,3,2,6,1,8,99,8,8,9,1,9,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7152959,9,1,2,2,5,6,4,1,1,7,4,1350000,337500,4,1,6000000,2,1, ,22000, ,1,3,2,30,3,5, ,1,1,6,1,8,4,10,8,8,1,6,1, ,2,2,2,1,2,5, ,1,2,2,2,9
7152959,9,1,2,2,5,6,4,1,1,7,4,1350000,337500,4,1,6000000,2,1, ,22000, ,1,3,1,28,3,5, ,1,1,6,1,8,4,9,9,9,0,10,9, ,2,2,2,1,2,8, ,1,2,2,2,2
7152964,9,1,2,3,5,6,4,1,1,2,1,1016666,1016666,1,1,2000000, , , ,0, ,1,3,1,51,1,5, ,3,2,6,1,7,3,8,8,9,0,6,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7153003,9,1,2,1,5,5,4,8,1,3,2,2350000,783333,3,1,12000000, , , ,0, ,1,3,1,38,1,2,1,2,2,6,1,5,7,10,5,7,3,7,1,9,2,1,2,1,2,5, ,1,2,2,2,1
7153003,9,1,2,1,5,5,4,8,1,3,2,2350000,783333,3,1,12000000, , , ,0, ,1,3,2,43,2,2,1,3,3,6,1,8,99,8,6,7,2,6,2, ,2,3,2,1,2,3, ,4,2,2,2,2
7153003,9,1,2,1,5,5,4,8,1,3,2,2350000,783333,3,1,12000000, , , ,0, ,1,3,1,80,14,3, ,3,3,6,1,4,99,2,2,5,6,3,1,3,2,4,2,2,2,1, ,6,2,2,2,2
7153006,9,1,2,1,5,5,4,8,1,2,1,2050000,683333,3,1,12000000, , , ,0, ,1,3,1,43,1,2,1,2,2,6,1,6,3,6,4,5,4,6,1,9,2,1,2,2,2,1, ,1,2,2,2,2
7153006,9,1,2,1,5,5,4,8,1,2,1,2050000,683333,3,1,12000000, , , ,0, ,1,3,2,37,2,2,1,3,2,6,1,6,6,5,6,5,4,6,2, ,2,1,2,1,2,3, ,1,2,2,2,2
7153038,9,1,2,1,5,5,4,8,1,3,2,2025000,337500,6,1,12000000, , , ,0, ,1,3,2,23,1,2,1,2,2,6,1,7,99,8,2,6,3,7,2, ,2,1,2,1,2,4, ,4,2,2,2,2
7153038,9,1,2,1,5,5,4,8,1,3,2,2025000,337500,6,1,12000000, , , ,0, ,1,3,1,27,2,2,1,2,2,6,1,5,3,7,3,4,4,6,2, ,2,1,2,1,2,3, ,1,2,2,2,2
7153073,9,1,1,2,1,4,3,2,1,3,2,2875305,575061,5,1,30000,2,2, ,53000,12000,1,3,2,38,1,5, ,2,2,6,1,7,6,8,7,8,4,6,1,2,2,2,2,1,2,7, ,1,1,2,2,1
7153073,9,1,1,2,1,4,3,2,1,3,2,2875305,575061,5,1,30000,2,2, ,53000,12000,1,2,1,12,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7153073,9,1,1,2,1,4,3,2,1,3,2,2875305,575061,5,1,30000,2,2, ,53000,12000,1,3,2,18,3,1,1,2,1,6,2,8,99,10,7,7,3,6,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7153073,9,1,1,2,1,4,3,2,1,3,2,2875305,575061,5,1,30000,2,2, ,53000,12000,1,3,1,25,8,1,1,2,3,6,2,8,7,9,8,10,0,7,1,2,2,1,2,1,2,7, ,1,1,2,2,2
7153078,9,1,1,1,1,6,3,1,1,3,2,904166,301388,3,1,50000, ,1, ,24000,4000,1,3,2,65,1,3, ,3,3,6,1,8,3,7,8,9,2,7,1,3,2,2,1,1,2,3, ,1,2,2,2,2
7153078,9,1,1,1,1,6,3,1,1,3,2,904166,301388,3,1,50000, ,1, ,24000,4000,1,3,1,42,3,5, ,3,1,6,2,6,99,8,7,5,4,5,1,3,2,2,2,1,2,3, ,2,2,2,2,2
7153078,9,1,1,1,1,6,3,1,1,3,2,904166,301388,3,1,50000, ,1, ,24000,4000,1,3,1,23,4,5, ,2,2,6,2,8,4,9,5,8,7,6,1,4,2,2,2,1,2,5, ,1,2,2,2,2
7153366,1,1,1,2,1,4,1,3,1,3,2,2133333,533333,4,1,800000,2,2,1,130000,60000,1,3,1,54,1,6,1,2,3,6,2,8,4,2,10,8,2,10,1,2,2,3,1,1,2,3, ,1,1,2,2,2
7153366,1,1,1,2,1,4,1,3,1,3,2,2133333,533333,4,1,800000,2,2,1,130000,60000,1,3,2,50,2,6,1,2,2,6,2,8,7,8,8,10,0,9,1,2,2,2,1,1,2,5, ,1,2,2,2,2
7153366,1,1,1,2,1,4,1,3,1,3,2,2133333,533333,4,1,800000,2,2,1,130000,60000,1,3,1,18,3,5, ,1,1,6,2,10,99,9,10,10,0,10,1,1,2,1,2,1,1, ,1,3,2,2,2,2
7153366,1,1,1,2,1,4,1,3,1,3,2,2133333,533333,4,1,800000,2,2,1,130000,60000,1,2,2,12,3,5, ,1,1,6, , , , , , , , ,1,1,2,1,2,1,1, ,2,3, ,2,2,2
7153424,1,1,2,1,1,6,3,2,1,3,2,311666,51944,6,1,420000, ,2, ,30000,25000,1,3,2,47,1,4, ,3,3,6,1,10,7,10,10,10,0,7,1,3,2,3,2,1,2,3, ,4,2,2,2,2
7153424,1,1,2,1,1,6,3,2,1,3,2,311666,51944,6,1,420000, ,2, ,30000,25000,1,3,2,20,3,5, ,2,1,6,1,10,99,10,5,10,0,7,1,2,2,2,2,1,2,6, ,2,2,2,2,2
7153424,1,1,2,1,1,6,3,2,1,3,2,311666,51944,6,1,420000, ,2, ,30000,25000,1,2,1,17,3,5, ,2,1,6,1,10,99,10,5,10,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7153424,1,1,2,1,1,6,3,2,1,3,2,311666,51944,6,1,420000, ,2, ,30000,25000,1,2,1,15,3,5, ,2,1,6,1,10,7,10,7,10,0,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7153424,1,1,2,1,1,6,3,2,1,3,2,311666,51944,6,1,420000, ,2, ,30000,25000,1,3,2,24,8,2,2,2,2,6,1,10,10,10,10,10,0,8,1,2,2,2,2,1,1, ,1,3,2,2,1,2
7153509,1,1,2,1,1,6,3,1,1,3,1,166666,83333,2,1,200000, ,1, ,13000, ,1,3,1,65,1,2,1,2,2,5,1,5,5,5,5,5,5,5,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7153509,1,1,2,1,1,6,3,1,1,3,1,166666,83333,2,1,200000, ,1, ,13000, ,1,3,2,60,2,2,1,3,2,5,1,5,5,5,5,5,5,5,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7153549,1,1,2,1,1,6,3,1,1,3,1,169166,169166,1,1,420000, ,1, ,30000, ,1,3,1,47,1,4, ,2,2,6,1,8,5,10,10,10,0,6,1,2,2,3,1,1,2,4, ,1,2,2,2,2
7153550,1,1,2,1,3,6,4,1,1,2,1,410000,82000,5,1,300000,3,2, ,0, ,1,3,2,23,1,2,1,2,2,6,1,10,99,10,10,4,7,5,1,3,2,2,2,1,2,3, ,4,2,2,2,2
