DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas
7206661,4.0,2.0,1.0,5.0,5.0,4.0, ,3,2,1000000,333333,3,2,600000, , , , , 
7206668,4.0,2.0,1.0,5.0,5.0,4.0,8,3,1,808333,161666,5,1,400000, , , ,0, 
7206689,4.0,2.0,1.0,5.0,5.0,4.0,8,4,3,875000,291666,3,3,900000, , , ,0, 
7206693,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,680833,136166,5,1,400000, , , ,0, 
7206702,4.0,2.0,1.0,5.0,5.0,4.0,8,5,4,2019166,224351,9,1,1550000, , , ,0, 
7206708,4.0,2.0,1.0,5.0,5.0,4.0,8,4,3,831000,166200,5,1,760000, ,1, ,0, 
7206712,4.0,2.0,1.0,5.0,5.0,4.0,8,4,3,1046666,261666,4,4,1040000, , , ,0, 
7206716,4.0,2.0,1.0,5.0,5.0,4.0,8,2,1,735000,245000,3,3,900000, , , ,0, 
7206732,4.0,2.0,1.0,5.0,5.0,4.0,8,4,3,1881666,376333,5,4,980000, , , ,0, 
7206955,6.0,2.0,1.0,1.0,4.0,3.0,2,4,2,972500,324166,3,1,150000,2,2, ,46000, 
7207077,4.0,1.0,2.0,1.0,6.0,1.0,1,4,3,116666,116666,1,1,200000, , , ,16500, 
7207290,9.0,1.0,1.0,5.0,6.0,4.0,1,3,2,890000,178000,5,1,1600000, , , ,4450,44000
7207292,9.0,1.0,2.0,1.0,4.0,3.0,1,1,1,936666,312222,3,1,800000, ,1, ,20000, 
7207293,9.0,1.0,3.0,1.0,4.0,1.0,1,1,1,1430000,1430000,1,1,4800000, ,1, ,0, 
7207350,9.0,2.0,1.0,5.0,5.0,4.0, ,1,1,958333,958333,1,1,10000000, , , , , 
7207397,9.0,2.0,4.0,5.0,5.0,4.0, ,2,2,833333,277777,3,1,4000000, , , , , 
7207400,9.0,2.0,4.0,5.0,5.0,4.0, ,2,2,1170000,195000,6,1,6000000, , , , , 
7207406,9.0,2.0,1.0,5.0,5.0,4.0,8,2,1,520000,173333,3,1,2000000, , , ,50000, 
7210271,1.0,1.0,2.0,4.0,6.0,4.0,2,2,1,456666,114166,4,1,80000, , , ,20000, 
7210509,1.0,2.0,1.0,1.0,6.0,3.0,9,3,1,1715000,857500,2,1,9000000,2,2, ,21050, 
7210747,1.0,1.0,1.0,3.0,6.0,4.0,0,2,2,615416,153854,4,3,1045000, , , ,0, 
7210937,1.0,2.0,1.0,1.0,4.0,3.0,1,3,2,2652764,884254,3,1,2400000,2,2, ,99,22000
7210976,1.0,2.0,1.0,1.0,6.0,4.0,1,2,1,591666,197222,3,3,900000, ,2, ,40000, 
7211208,2.0,2.0,2.0,1.0,6.0,1.0,2,3,2,1062500,265625,4,1,1200000,2, , ,18000,15000
7211226,2.0,2.0,1.0,1.0,6.0,2.0,1,3,2,1419166,283833,5,1,80000,2,2, ,15000, 
7211232,2.0,2.0,1.0,1.0,4.0,4.0,2,4,4,1106583,368861,3,1,175000, ,1, ,38000,50000
7211241,2.0,2.0,1.0,1.0,4.0,3.0,1,4,3,4243565,707260,6,2,4000000,2,2, ,28000, 
7211248,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,575000,575000,1,1,1500000, ,2, ,12000, 
7211249,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,380000,380000,1,1,720000, ,1, ,7000, 
7211250,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1130000,282500,4,4,4800000, ,2, ,12000, 
7211252,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,736666,184166,4,4,800000, ,1, ,7500, 
7211253,2.0,2.0,1.0,1.0,4.0,4.0,1,3,2,390833,390833,1,1,700000, , , ,25000, 
7211256,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1168000,292000,4,3,1200000, ,1, ,9000, 
7211263,2.0,2.0,1.0,1.0,6.0,4.0,0,2,1,952000,317333,3,3,1500000, ,1, ,10000, 
7211271,2.0,2.0,1.0,1.0,4.0,4.0,1,3,2,927000,309000,3,2,3000000, ,2, ,12000, 
7211273,2.0,2.0,1.0,1.0,6.0,3.0,0,2,1,495000,165000,3,1,99, ,1, ,21000, 
7211764,2.0,2.0,1.0,5.0,7.0,4.0,1,1,1,173333,86666,2,1,440000, , , ,5000, 
7211787,2.0,1.0,1.0,1.0,6.0,4.0,2,2,2,1432500,358125,4,1,414000,2,1, ,16000,10500
7211835,2.0,2.0,1.0,1.0,6.0,3.0,1,4,1,1227125,409041,3,1,360000,2,1, ,0, 
7211860,2.0,2.0,1.0,1.0,6.0,3.0,2,3,2,1194000,298500,4,1,424000,2,2, ,0, 
7211927,2.0,1.0,1.0,1.0,4.0,3.0,2,4,3,3085833,259314,10,1,120000, , , ,0, 
7211985,2.0,1.0,1.0,5.0,6.0,4.0,1,1,1,1975833,493958,4,1,40000,2,1, ,45000, 
7212137,2.0,1.0,1.0,1.0,4.0,4.0,2,4,3,3600000,514285,7,3,1200000,2,1, ,30000,30000
7212361,2.0,2.0,1.0,1.0,6.0,4.0,1,4,1,612500,612500,1,1,750000, ,3, ,0, 
7212637,7.0,2.0,1.0,5.0,6.0,4.0, ,2,1,1190833,297708,4,1,1500000, , , , , 
7212805,7.0,1.0,2.0,1.0,4.0,2.0,1,3,2,773250,193312,4,3,1479000, ,1, ,20000,30000
7212910,4.0,1.0,2.0,1.0,4.0,1.0,2,2,1,605833,605833,1,1,70000, ,2, ,25000,26000
7212911,4.0,1.0,3.0,1.0,4.0,1.0,2,1,1,566666,566666,1,1,800000, , , ,25000, 
7213030,4.0,1.0,1.0,1.0,6.0,3.0,2,1,1,631666,210555,3,1,500000, ,2, ,18000, 
7213261,4.0,2.0,1.0,4.0,7.0,2.0,1,2,1,247500,123750,2,1,450000, ,1, ,7300, 
7213704,3.0,2.0,1.0,1.0,6.0,4.0,2,4,1,1050000,1050000,1,1,3000000, ,1, ,31500, 
7214250,6.0,1.0,2.0,1.0,6.0,1.0,0,3,2,1674616,558205,3,1,1080000,2,2, ,0, 
7214276,6.0,2.0,1.0,5.0,6.0,4.0,1,2,2,215000,215000,1,1,1500000, ,2, ,40400, 
7214438,6.0,2.0,1.0,1.0,6.0,3.0, ,2,2,2037666,407533,5,1,680000, , , , , 
7214468,4.0,1.0,2.0,1.0,6.0,1.0,1,4,3,1011666,337222,3,1,600000,2,2, ,34500, 
7214479,4.0,1.0,2.0,1.0,6.0,1.0,1,4,2,407500,203750,2,1,700000,2,2, ,15200, 
7214751,4.0,2.0,1.0,1.0,6.0,4.0,1,4,2,350000,175000,2,1,1200000, ,1, ,31000, 
7214961,9.0,1.0,1.0,1.0,6.0,4.0,1,5,3,751666,187916,4,1,60000, ,2, ,35000, 
7214977,9.0,1.0,1.0,5.0,7.0,4.0, ,2,1,216666,216666,1,1,800000, , , , , 
7215024,9.0,2.0,1.0,5.0,6.0,4.0,9,3,2,390000,78000,5,5,900000, ,1, ,61000, 
7215027,,,,,,,,4,3,1700000,425000,4,2,800000, , , ,60000, 
7215244,9.0,2.0,1.0,5.0,7.0,4.0,8,3,2,7856666,2618888,3,1,8000000, , , ,0, 
7215337,9.0,1.0,1.0,1.0,6.0,4.0,0,2,2,873333,218333,4,1,770000, ,1, ,30000, 
7215405,9.0,1.0,3.0,1.0,6.0,4.0,9,1,1,112750,112750,1,1,673000, , , ,99, 
7215478,9.0,2.0,1.0,5.0,6.0,4.0,1,3,2,396666,132222,3,2,500000, ,2, ,25800, 
7215520,9.0,2.0,1.0,5.0,5.0,4.0,8,4,3,3750000,1000000,4,1,12000000, ,3, ,0, 
7215722,1.0,1.0,1.0,1.0,7.0,4.0,1,4,3,2356666,392777,6,1,200000, , , ,56000,25000
7215778,1.0,1.0,1.0,1.0,4.0,1.0,3,4,2,13333,6666,2,1,80000,2,1, ,110000,25000
7215867,1.0,1.0,1.0,1.0,4.0,1.0,2,4,3,1758333,351666,5,1,1600000,2,2, ,220000,125000
7215956,2.0,1.0,1.0,8.0,7.0,4.0,1,3,3,1109166,138645,8,2,300000, ,1, ,25000,15000
7216179,7.0,1.0,2.0,1.0,4.0,1.0,1,4,4,3277000,655400,5,1,960000,2,3,8,141986, 
7216497,3.0,1.0,1.0,1.0,6.0,3.0,2,3,3,2008667,286952,7,1,3500000, ,2, ,86000,45000
7216942,1.0,2.0,1.0,1.0,6.0,3.0,1,3,2,1233949,308487,4,2,620000,2,2, ,25000, 
7217257,9.0,1.0,2.0,1.0,4.0,1.0,1,2,1,630833,630833,1,1,2400000, , , ,0, 
7217265,9.0,2.0,1.0,5.0,5.0,4.0, ,1,1,2300000,575000,4,1,2400000, , , , , 
7217484,1.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1117500,279375,4,1,300000, ,1, ,79000, 
7217635,1.0,1.0,1.0,1.0,4.0,3.0,3,4,2,1844666,614888,3,1,800000, ,2, ,120000,40000
7217920,2.0,2.0,1.0,1.0,6.0,5.0,1,3,1,156250,78125,2,2,540000, , , ,33000, 
7218261,4.0,1.0,1.0,5.0,2.0,4.0,1,4,3,478333,79722,6,1,2200000, , , ,24000, 
7218305,4.0,1.0,1.0,1.0,4.0,4.0,1,4,3,1771500,295250,6,1,2100000, ,3, ,0, 
7218308,4.0,1.0,1.0,1.0,4.0,1.0,1,3,1,1498333,499444,3,1,650000, ,2, ,30000, 
7218334,3.0,2.0,1.0,3.0,5.0,2.0,2,2,2,2199500,366583,6,1,336000,1,1, ,291000, 
7218686,9.0,1.0,1.0,1.0,6.0,4.0,9,3,2,35000,5833,6,3,420000, ,2, ,0, 
7219100,9.0,2.0,1.0,1.0,6.0,4.0,2,3,1,20815000,20815000,1,1,180000, ,2, ,149000, 
7219127,9.0,2.0,1.0,1.0,7.0,4.0, ,2,1,1030000,343333,3,1,120000, , , , , 
7219154,9.0,2.0,1.0,1.0,6.0,3.0,1,4,3,1570000,523333,3,2,1800000, ,3, ,82000,20000
7219157,9.0,2.0,1.0,1.0,6.0,3.0,2,3,2,925000,308333,3,1,900000,1,2, ,110000,9000
7219181,9.0,2.0,1.0,1.0,6.0,4.0,1,2,1,540000,270000,2,2,360000, ,1, ,59450, 
7219763,2.0,2.0,1.0,1.0,4.0,3.0,0,3,2,466666,116666,4,1,800000, ,2, ,0, 
7219889,2.0,1.0,1.0,1.0,4.0,1.0,3,5,1,2314166,578541,4,1,1000000,2,3, ,137000,14000
7220245,9.0,2.0,4.0,5.0,5.0,6.0,0,3,2,590000,84285,7,2,1680000, , , ,0, 
7220246,9.0,2.0,4.0,5.0,5.0,4.0,0,7,6,4730000,591250,8,1,840000, ,3, ,14000, 
7220316,4.0,1.0,2.0,1.0,5.0,1.0,3,2,2,634583,211527,3,1,200000,2,2,2,47000, 
7220336,4.0,1.0,2.0,1.0,6.0,3.0,2,2,2,1130000,282500,4,2,300000,2,2, ,24000, 
7220362,4.0,1.0,3.0,1.0,4.0,1.0,2,1,1,500000,500000,1,1,800000, , , ,98, 
7220375,4.0,1.0,1.0,2.0,4.0,2.0,1,2,2,829583,207395,4,1,99, ,1, ,29700, 
7220397,4.0,1.0,2.0,1.0,4.0,1.0,1,2,2,500000,166666,3,1,1200000, , , ,15000, 
7220400,4.0,1.0,2.0,2.0,4.0,2.0,2,3,3,1266449,253289,5,1,700000,1,1, ,50000, 
7220406,4.0,2.0,1.0,4.0,5.0,3.0,1,2,1,376666,376666,1,1,1400000, , , ,2800, 
7220448,4.0,2.0,1.0,1.0,4.0,1.0,1,2,2,332166,66433,5,1,140000,1, , ,20000, 
7220458,4.0,2.0,1.0,5.0,6.0,3.0,1,1,1,150000,150000,1,1,99, , , ,14600, 
7220473,4.0,2.0,1.0,1.0,6.0,1.0,1,1,1,626833,156708,4,1,230000, ,2, ,22000, 
7220490,4.0,2.0,1.0,2.0,6.0,3.0,1,3,1,1070000,356666,3,2,1200000,2,2, ,10000, 
7220633,4.0,2.0,1.0,1.0,4.0,3.0,1,1,1,1103333,275833,4,4,700000, ,2, ,25000, 
7220645,4.0,2.0,1.0,4.0,6.0,4.0,1,1,1,348333,174166,2,1,1600000, ,1, ,15000, 
7220666,4.0,1.0,1.0,5.0,7.0,4.0,0,2,2,1008333,252083,4,3,1200000, ,1, ,0, 
7220669,4.0,1.0,1.0,5.0,6.0,4.0,8,1,1,165833,165833,1,1,150000, ,1, ,0, 
7220684,4.0,2.0,1.0,1.0,4.0,3.0,1,2,1,344166,172083,2,2,500000, ,2, ,19500, 
7220687,4.0,2.0,1.0,5.0,7.0,4.0,1,1,1,1062833,354277,3,3,1000000, ,1, ,13000, 
7220708,4.0,2.0,1.0,3.0,6.0,4.0,1,2,2,915000,228750,4,1,1480000, ,1, ,8800, 
7220723,4.0,1.0,2.0,1.0,4.0,1.0,1,3,2,1015833,203166,5,1,200000,3,2, ,12000, 
7220780,4.0,2.0,1.0,1.0,6.0,3.0,1,1,1,768333,256111,3,3,800000, ,1, ,30000, 
7220783,4.0,2.0,3.0,1.0,6.0,4.0,1,1,1,826666,275555,3,1,1400000, , , ,10000, 
7220790,4.0,2.0,1.0,1.0,6.0,4.0,1,3,1,311666,311666,1,1,1400000, ,1, ,6000, 
7220861,4.0,1.0,2.0,1.0,4.0,2.0,1,4,3,1366333,455444,3,1,396000, ,2, ,20000,70000
7221213,3.0,1.0,1.0,3.0,7.0,4.0,1,2,2,684583,171145,4,1,250000, , , ,20000, 
7221698,4.0,1.0,2.0,1.0,6.0,4.0,1,4,3,1481666,211666,7,1,980000, , , ,55000, 
7221809,4.0,1.0,1.0,5.0,5.0,4.0,8,6,2,708333,101190,7,1,400000,2,1, ,0, 
7221840,4.0,1.0,1.0,5.0,5.0,4.0,8,3,2,630833,90119,7,1,1790000,2, , ,0, 
7221862,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,515000,103000,5,1,1500000,2,2, ,5000, 
7222018,9.0,1.0,3.0,1.0,6.0,4.0,1,2,1,1777500,888750,2,1,900000, ,2, ,0, 
7222267,9.0,1.0,1.0,1.0,6.0,3.0,1,3,2,741250,148250,5,1,2325000, , , ,24000, 
7225009,1.0,1.0,2.0,1.0,6.0,3.0,1,3,2,1406666,351666,4,1,2000000,1,2,2,74000,26000
7225365,1.0,1.0,2.0,1.0,6.0,4.0,1,1,1,1834933,458733,4,1,150000, ,2, ,0,30000
7225374,1.0,1.0,1.0,1.0,6.0,3.0,1,3,1,241000,241000,1,1,292000,2, , ,45000,28000
7225974,2.0,1.0,2.0,1.0,6.0,1.0,1,3,2,711666,237222,3,1,400000, ,1, ,45000, 
7226130,3.0,2.0,1.0,5.0,7.0,4.0,1,3,2,248333,62083,4,1,700000, ,1, ,32000, 
7226384,3.0,2.0,1.0,5.0,7.0,4.0,1,3,2,2150000,716666,3,1,600000, , , ,12000,15000
7227423,4.0,1.0,3.0,1.0,4.0,1.0,2,1,1,108333,108333,1,1,800000, , ,25,98, 
7227443,4.0,2.0,1.0,5.0,5.0,4.0,1,3,2,620000,206666,3,2,1200000, , , ,20000, 
7228439,6.0,1.0,2.0,1.0,4.0,1.0,2,2,1,850000,425000,2,1,4800000,2,2,1,20000,15000
7228556,6.0,2.0,1.0,1.0,6.0,3.0,1,3,1,1048333,349444,3,1,100000, ,1, ,12000, 
7228687,4.0,2.0,1.0,5.0,5.0,4.0,8,3,1,119166,119166,1,1,350000, , , ,0, 
7228793,4.0,2.0,1.0,5.0,5.0,4.0,8,3,1,440000,220000,2,1,1200000, , , ,0, 
7228980,4.0,1.0,1.0,1.0,4.0,4.0,1,4,3,2172333,310333,7,1,400000,3,1, ,30000, 
7229351,9.0,2.0,1.0,1.0,4.0,3.0,1,5,3,720000,144000,5,1,400000,1,1, ,27000,16000
7229370,9.0,1.0,2.0,1.0,4.0,3.0,1,2,2,391666,97916,4,1,300000, ,1, ,10800,42000
7229488,9.0,2.0,1.0,5.0,5.0,4.0, ,3,2,500000,166666,3,2,2400000, , , , , 
7229499,9.0,2.0,1.0,1.0,4.0,3.0,1,5,3,2154166,538541,4,1,12000000, ,1, ,12000, 
7229800,9.0,1.0,2.0,1.0,4.0,3.0,2,3,1,633333,316666,2,2,400000,2,1, ,45000,97
7229949,9.0,2.0,1.0,1.0,6.0,4.0,1,2,1,516666,516666,1,1,800000, ,1, ,45000,5000
7230123,1.0,2.0,3.0,4.0,7.0,4.0, ,1,1,562500,562500,1,1,540000, , , , , 
7230131,1.0,2.0,3.0,5.0,7.0,4.0, ,1,1,347500,173750,2,1,135000, , , , , 
7230139,1.0,2.0,3.0,4.0,7.0,4.0,1,1,1,195000,195000,1,1,540000, , , ,0, 
7231223,3.0,2.0,1.0,1.0,5.0,4.0,2,4,1,158333,158333,1,1,100000, ,1, ,27500, 
7231646,9.0,2.0,1.0,5.0,6.0,4.0,1,2,1,1426666,475555,3,1,800000, , , ,24000, 
7231997,1.0,1.0,1.0,1.0,4.0,1.0,1,3,2,1957373,391474,5,3,1800000,4,2, ,24000,18000
7232635,7.0,1.0,2.0,1.0,4.0,1.0,1,3,2,1291666,430555,3,1,200000, ,2, ,0,4800
7232800,4.0,2.0,1.0,1.0,4.0,4.0,1,3,2,897666,149611,6,1,1400000, , , ,11000, 
7233146,3.0,2.0,1.0,1.0,6.0,3.0,2,2,2,1800000,600000,3,1,2400000, ,1, ,64000, 
7233220,1.0,2.0,1.0,5.0,7.0,4.0,1,4,3,1345481,269096,5,1,200000, ,2, ,55000, 
7233230,1.0,2.0,1.0,5.0,7.0,4.0,1,2,1,319833,319833,1,1,738000, , , ,42000, 
7233242,1.0,1.0,1.0,1.0,4.0,3.0,1,2,2,472500,157500,3,1,400000,2,3, ,50000,18000
7233286,4.0,1.0,1.0,5.0,5.0,4.0,8,4,2,812500,270833,3,1,240000,1,1, ,0, 
7233292,4.0,1.0,1.0,5.0,5.0,4.0,8,5,3,1832616,366523,5,2,780000,1,2, ,0, 
7233318,4.0,1.0,1.0,5.0,5.0,4.0,8,2,1,513333,513333,1,1,400000, , , ,0, 
7233455,9.0,2.0,1.0,5.0,4.0,4.0,1,3,3,909000,227250,4,1,99, ,1, ,16500, 
7233583,9.0,1.0,1.0,5.0,5.0,4.0,1,2,1,1380000,276000,5,4,1080000, , , ,5500, 
7233730,1.0,2.0,1.0,5.0,6.0,4.0,1,3,2,546500,136625,4,1,600000,2, , ,35000, 
7234072,3.0,2.0,1.0,1.0,4.0,4.0,1,3,3,1306666,326666,4,1,400000,1,1, ,49000, 
7234151,2.0,1.0,1.0,1.0,4.0,3.0,2,3,2,485000,121250,4,1,360000, ,1, ,30800,7800
7234245,4.0,1.0,1.0,1.0,4.0,1.0,1,4,2,612500,122500,5,1,240000,2,1, ,19000, 
7234294,4.0,1.0,2.0,1.0,6.0,1.0,1,2,1,250000,125000,2,1,300000, , , ,20000, 
7234495,6.0,2.0,1.0,1.0,7.0,4.0,1,3,2,266666,66666,4,1,1400000,2,1, ,32000, 
7234608,4.0,2.0,4.0,9.0,5.0,4.0,8,1,1,161333,17925,9,1,1000000, , , ,0, 
7234610,4.0,2.0,4.0,9.0,5.0,4.0,8,1,1,397000,66166,6,1,1500000, , , ,0, 
7234612,4.0,2.0,1.0,5.0,5.0,4.0,8,5,3,259333,86444,3,1,400000, , , ,0, 
7234631,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,945833,189166,5,1,700000,2, , ,5000, 
7234693,4.0,2.0,1.0,5.0,5.0,4.0,1,3,2,999000,249750,4,1,400000,3,1, ,22000, 
7234788,4.0,2.0,1.0,5.0,7.0,4.0,9,2,1,256666,256666,1,1,640000, , , ,20000, 
7235155,2.0,2.0,1.0,1.0,6.0,4.0,2,3,2,270000,135000,2,1,1000000, ,2, ,50000, 
7235157,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,761666,380833,2,1,500000, ,2, ,15600, 
7235337,2.0,2.0,1.0,1.0,4.0,3.0,1,2,1,509666,254833,2,2,356000, , , ,10000, 
7235395,3.0,2.0,1.0,1.0,4.0,3.0,4,4,4,2217666,554416,4,1,500000,2,1, ,35000, 
7235733,9.0,1.0,1.0,1.0,4.0,3.0,1,2,1,614166,153541,4,1,600000, , , ,12000,9000
7236553,1.0,2.0,1.0,1.0,6.0,4.0,0,3,2,420000,105000,4,1,840000,2,2, ,0, 
7237202,3.0,1.0,1.0,1.0,6.0,4.0,2,4,3,3292500,548750,6,1,800000,2,1, ,75000, 
7237460,2.0,2.0,2.0,1.0,4.0,3.0,2,3,2,2577854,859284,3,1,2400000,1,3,2,60000,11000
7237809,3.0,2.0,1.0,1.0,6.0,3.0,2,3,2,1491666,497222,3,1,4300000, ,2, ,73000, 
7238421,4.0,2.0,1.0,5.0,5.0,4.0,1,3,2,1020000,340000,3,1,480000,3,2, ,15000, 
7238526,4.0,2.0,1.0,5.0,2.0,4.0,1,6,1,808333,404166,2,1,700000,4,1, ,40000, 
7239273,9.0,2.0,1.0,5.0,5.0,4.0,8,3,2,1426666,356666,4,1,3000000, , , ,0, 
7239579,1.0,2.0,3.0,1.0,7.0,4.0,1,3,2,1427500,158611,9,1,1020000, , , ,17840, 
7239812,6.0,2.0,1.0,1.0,6.0,4.0,2,4,2,1951500,325250,6,1,780000,4,2, ,25000, 
7240028,1.0,2.0,1.0,5.0,7.0,4.0,0,1,1,515000,515000,1,1,1200000, , , ,0, 
7240032,1.0,2.0,1.0,1.0,6.0,4.0,1,2,1,1900833,475208,4,2,720000, ,1, ,0, 
7240035,1.0,2.0,1.0,1.0,6.0,4.0,0,2,1,1810000,452500,4,1,480000,2,2, ,0,10000
7240040,1.0,2.0,1.0,1.0,6.0,4.0,1,1,1,6467500,1616875,4,2,1440000,2,1, ,25800,8600
7240250,4.0,2.0,3.0,1.0,4.0,3.0,1,1,1,585000,292500,2,1,420000, ,2, ,27000, 
7240370,3.0,2.0,1.0,1.0,4.0,3.0,3,3,2,1456666,364166,4,2,120000, ,2,3,290000, 
7240709,4.0,2.0,1.0,1.0,6.0,4.0,1,3,2,180000,60000,3,1,98, , , ,21000, 
7240959,9.0,2.0,1.0,5.0,5.0,3.0, ,2,1,2066666,1033333,2,1,8000000, , , , , 
7241410,2.0,1.0,1.0,1.0,5.0,3.0,2,4,3,1854666,463666,4,1,1000000,4,1,3,102000,35000
7241487,3.0,1.0,1.0,1.0,4.0,3.0,3,3,2,3128333,782083,4,3,7000000,2,2, ,60000,38000
7241491,3.0,2.0,1.0,3.0,6.0,4.0,2,3,2,1007282,251820,4,1,230000, ,2, ,25000, 
7241656,9.0,2.0,1.0,5.0,5.0,4.0,8,2,1,489166,244583,2,1,4000000, , , ,0, 
7241823,1.0,2.0,1.0,1.0,6.0,4.0,0,3,2,767500,127916,6,1,1020000, , , ,0, 
7242182,2.0,1.0,2.0,1.0,4.0,1.0,3,4,2,2003333,1001666,2,1,2400000,2,1, ,53000, 
7242249,,,,,,,,4,4,1250833,312708,4,2,720000,2,1,4,30750,7500
7242265,2.0,2.0,1.0,3.0,4.0,4.0,1,3,2,1016833,254208,4,1,1200000, ,2, ,18000, 
7242432,4.0,2.0,1.0,5.0,5.0,4.0,1,3,1,380000,380000,1,1,3000000, , , ,17000, 
7242438,4.0,2.0,1.0,1.0,4.0,4.0,1,4,3,175666,58555,3,1,800000, ,1, ,30000, 
7242544,9.0,2.0,3.0,1.0,6.0,4.0,1,3,1,550000,550000,1,1,1800000, ,1, ,22000, 
7242594,1.0,1.0,1.0,1.0,4.0,1.0,3,4,3,1108648,184774,6,1,240000, ,2, ,79000,18000
7242634,1.0,2.0,1.0,1.0,6.0,3.0,1,4,3,120000,20000,6,1,900000, , , ,30000,32000
7242751,1.0,1.0,1.0,1.0,6.0,4.0,0,3,1,493333,164444,3,1,760000, ,1, ,0,65000
7243530,4.0,2.0,1.0,1.0,6.0,2.0,1,4,2,1908282,381656,5,1,1000000, ,1, ,15000, 
7243594,3.0,2.0,1.0,1.0,6.0,4.0,1,3,2,2117000,529250,4,1,204000,1,2, ,80000,22000
7244642,1.0,2.0,1.0,4.0,7.0,6.0, ,2,1,3838333,959583,4,2,720000, , , , , 
7245605,1.0,1.0,1.0,1.0,4.0,3.0,2,3,2,2093750,523437,4,2,200000,4,2, ,30000,14000
7245650,9.0,1.0,1.0,1.0,6.0,3.0,1,3,2,183333,91666,2,1,200000, ,2, ,65000, 
7245920,9.0,2.0,1.0,5.0,6.0,3.0,1,4,1,800000,266666,3,1,99, ,2, ,23000, 
7246414,2.0,2.0,1.0,1.0,6.0,2.0,1,2,2,1626666,406666,4,1,2000000,2,2, ,15000, 
7246423,2.0,2.0,1.0,1.0,4.0,2.0,0,2,1,182500,60833,3,3,1200000, ,1, ,30000, 
7246428,2.0,2.0,1.0,1.0,4.0,3.0,0,3,2,1645000,274166,6,5,99,2,1, ,25000, 
7246429,2.0,2.0,1.0,5.0,5.0,3.0,0,3,3,1245000,415000,3,1,1200000, , , ,7000, 
7246532,2.0,2.0,1.0,1.0,4.0,2.0,2,4,3,2242500,560625,4,1,300000,2,2, ,97000, 
7247067,6.0,2.0,1.0,5.0,6.0,3.0,0,3,2,600000,120000,5,1,600000, , , ,0, 
7247184,1.0,1.0,1.0,1.0,6.0,4.0,1,2,1,408333,204166,2,1,2400000, ,1, ,70000,10000
7247216,4.0,1.0,1.0,5.0,2.0,4.0,8,3,1,330000,330000,1,1,900000, , , ,0, 
7247284,1.0,1.0,1.0,1.0,4.0,3.0,1,3,3,2602500,520500,5,1,30000,2,2, ,175000,30000
